PrepId,Description,PakQty,PakUOM,InventoryGroup,StdQty,StdUom,GHG Emission (g),GHG Emission (g)/StdUom,N lost (g),N lost (g)/StdUom,Freshwater Withdrawals (ml),Freshwater Withdrawals (ml)/StdUom,Stress-Weighted Water Use (ml),Stress-Weighted Water Use (ml)/StdUom
P-50316,DRIZZLE|Cream Cheese,1.200,L,PREP,1200.0,ml,9567.009,7.9725075,9.82,0.008183333333333334,1609231.0,1341.0258333333334,82911112.0,69092.59333333334
P-26055,EGG|Scrambled,850.000,g,ZDONT USE OK - PREP,850.000,g,3671.9012959183674,4.31988387755102,6.120619897959184,0.007200729291716687,632922.8673469388,744.6151380552221,18621202.31632653,21907.296842737094
P-26057,FRIED|Sunny/Overeasy Egg,1.000,ea,ZDONT USE OK - PREP,50.0,g,190.07526479591837,3.8015052959183673,0.30607099489795914,0.006121419897959183,31648.94336734694,632.9788673469388,931087.3158163265,18621.74631632653
P-44587,GRL|FRIED|Egg,1.000,ea,,50.0,g,190.07526479591837,3.8015052959183673,0.30607099489795914,0.006121419897959183,31648.94336734694,632.9788673469388,931087.3158163265,18621.74631632653
P-25993,MIX|Salt and Pepper - FT,6000.000,g,,6000.000,g,11570.300000000001,1.9283833333333336,0.675,0.00011250000000000001,24900.0,4.15,220300.0,36.71666666666667
P-18907,MIX|Salt&Pepper,1225.000,g,,1225.000,g,2548.3175,2.0802591836734696,0.151875,0.0001239795918367347,5602.5,4.573469387755102,49567.5,40.46326530612245
P-46862,PREP|Slice|Roma,20.000,slice,PREP,454.0000044946001,g,314.7128,0.69319999313732,0.35866000000000003,0.000789999992179,34958.0,76.9999992377,2034237.7999999998,4480.699955641069
P-26069,SALAD|Citrus Scented Arugula,15.000,g,PREP,15.000,g,19.071150918367344,1.2714100612244896,0.008324897959183675,0.0005549931972789117,597.4573469387755,39.83048979591836,26570.921326530613,1771.3947551020408
P-34892,SAUCE|Hollandaise|GRL,4.000,L,PREP,4000.0,ml,15546.975999999999,3.8867439999999998,14.1876,0.0035469,1393019.36,348.25484,68985968.48,17246.492120000003
P-26205,SAUTEED|Mushroom,1.124,Kg,PREP,1124.0,g,1704.9969166666667,1.5169011714116252,1.7800625,0.0015836854982206406,214735.75,191.0460409252669,9053628.583333334,8054.829700474496
P-9714,SHREDDED|Carrot Jumbo,1.000,Kg,,1000.0,g,360.1419689119171,0.3601419689119171,0.9291709844559586,0.0009291709844559586,11644.041450777202,11.644041450777202,44576.68393782384,44.57668393782384
P-50495,SLURRY|Cornstarch,2.000,L,,2000.0,ml,973.4000000000001,0.4867,0.675,0.0003375,44900.0,22.45,350600.0,175.3
P-44913,SMASHED|Chunky Avocado,1.600,Kg,PREP,1600.0,g,825.61156150737,0.5160072259421062,0.5128099390855902,0.00032050621192849393,8187.867880058861,5.1174174250367885,69454.21704243471,43.40888565152169
P-50598,WHIPPED|Chantilly|Lemon,2.200,L,,2200.0,ml,7149.902000000001,3.249955454545455,2.889,0.0013131818181818182,39618.0,18.008181818181818,30907989.0,14049.085909090909
P-32739,WHIPPED|CoconutCream,3.100,L,PREP,3100.0,ml,10350.35,3.3388225806451612,0.0,0.0,5385.0,1.7370967741935484,19160.0,6.180645161290323
P-46076,YIELD|Bacon|COOKED,1.750,Kg,PREP,1750.0,g,49157.5,28.09,66.4,0.037942857142857146,9051500.0,5172.285714285715,271213500.0,154979.14285714287
P-50636,YIELD|Banana|Peeled,650.000,g,,650.000,g,747.075,1.149346153846154,0.2835,0.0004361538461538461,1050.0,1.6153846153846154,32865.0,50.56153846153846
P-9713,YIELD|Carrot Jumbo|Processed,19.300,Kg,,19300.0,g,6950.740000000001,0.36014196891191713,17.933,0.0009291709844559586,224730.0,11.644041450777202,860330.0,44.57668393782384
P-44592,YIELD|Chorizo Grind|GRL,3.500,Kg,PREP,3500.0,g,49157.5,14.045,66.4,0.018971428571428573,9051500.0,2586.1428571428573,271213500.0,77489.57142857143
P-26234,BATCH|Roasted Garlic Bread,16.000,ea,PREP,1280.0,g,3467.573792096592,2.7090420250754628,3.2879958705915824,0.0025687467738996737,528168.0234265297,412.6312683019763,22936814.768514805,17919.38653790219
P-67984,BATCH|Vegetable Biryani ,22.000,Kg,PREP,22000.0,g,37695.154397530605,1.713416108978664,24.353814698203678,0.0011069915771910763,8042252.964986062,365.5569529539119,67642521.83603188,3074.660083455995
P-15353,BATTER|Tempura,5.000,L,PREP,5000.0,ml,3452.9691,0.6905938199999999,3.3565808000000006,0.0006713161600000002,953228.8319999999,190.64576639999999,29081602.732,5816.3205464
P-68126,BREADED|Zaatar Chicken,100.000,g,,100.000,g,513.1988260869566,5.131988260869566,1.1751608695652174,0.011751608695652173,40409.52173913043,404.09521739130435,261141.95652173914,2611.419565217391
P-68324,BREADED|Zaatar Eggplant,100.000,g,,100.000,g,129.11660386473432,1.2911660386473431,0.09493864734299516,0.0009493864734299516,12412.855072463766,124.12855072463766,554403.0676328503,5544.0306763285025
P-26077,BUTTER|Garlic|Good,2.268,Kg,PREP,2268.0,g,21361.704212065306,9.418740834243962,18.583624161632653,0.008193837813771011,1848186.456890449,814.8970268476406,91359948.46076277,40282.16422432221
P-26231,BUTTER|Roasted Garlic,550.000,g,PREP,550.000,g,5636.882218367347,10.248876760667905,4.6478929591836735,0.008450714471243043,460931.75093877554,838.0577289795918,22801983.49853061,41458.1518155102
P-57337,CHIFFONADE|Mint,1.000,Kg,,1000.0,g,838.1666666666667,0.8381666666666667,1.3166666666666667,0.0013166666666666667,135500.0,135.5,4899166.666666667,4899.166666666667
P-24750,CHOPPED|Cilantro,0.500,Kg,,500.0,g,362.904982729432,0.725809965458864,0.5700833890559779,0.0011401667781119557,58668.0753547481,117.3361507094962,2121215.344468414,4242.430688936828
P-50428,CHOPPED|Mint and Cilantro,50.000,g,FOOD - GROCERY,50.000,g,52.49204810023752,1.0498409620047504,0.08245917279615757,0.0016491834559231513,8485.98828902229,169.7197657804458,306821.18789152557,6136.423757830511
P-60548,COOKED|Beer Battered Fish,140.000,g,,140.000,g,704.5130539083033,5.032236099345023,0.8234254941111914,0.0058816106722227954,192006.26157527798,1371.4732969662714,1772503.7235442312,12660.740882458795
P-68136,COOKED|Beer Battered Halloumi,90.000,g,,90.000,g,894.4660539083031,9.938511710092257,0.8316754941111913,0.009240838823457682,150797.76157527798,1675.5306841697554,7318794.723544231,81319.94137271367
P-26169,COOKED|Butter Chicken ,151.000,Kg,PREP,151000.0,g,496077.857542029,3.285283824781649,997.3452405797101,0.00660493536807755,36426026.59710145,241.2319642192149,783802488.115942,5190.744954410212
P-48870,COOKED|Chicken Stirfry ,6.300,Kg,,6300.0,g,44486.51500000001,7.061351587301588,116.83375,0.01854503968253968,3704245.0,587.9753968253968,3346015.0,531.1134920634921
P-36061,COOKED|Cous-Cous|Citrus,6.000,Kg,PREP,6000.0,g,4979.07803036443,0.8298463383940716,4.221688477403355,0.0007036147462338926,1102127.4853047323,183.6879142174554,33909283.52754039,5651.547254590066
P-26460,COOKED|Green Lentils,2.250,Kg,ZDONT USE OK - PREP,2250.0,g,1677.6,0.7455999999999999,0.59,0.00026222222222222223,5000.0,2.2222222222222223,5000.0,2.2222222222222223
P-57429,COOKED|Korean Short Rib,2.000,Kg,PREP,2000.0,g,94215.5786,47.10778929999999,75.01107499999999,0.0375055375,3817329.675,1908.6648375,139687408.575,69843.70428749999
P-60807,COOKED|Olive Oil Mashed|VEGAN,5.000,Kg,,5000.0,g,4835.353887755102,0.9670707775510203,2.5153493783540393,0.0005030698756708079,172365.88177413974,34.47317635482795,12596067.119506903,2519.213423901381
P-26216,COOKED|Pasta|Penne|WW,2.900,Kg,PREP,2900.0,g,2612.1600000000003,0.900744827586207,2.222,0.0007662068965517241,648940.0,223.77241379310345,19253910.0,6639.2793103448275
P-26143,COOKED|Rice|Brown Basmati,4.536,Kg,PREP,4536.0,g,5727.97,1.2627799823633157,1.1978,0.0002640652557319224,3561774.0,785.223544973545,10456356.0,2305.1931216931216
P-41094,"DICED|Carrot|1/4""",11.170,Kg,,11170.0,g,3490.6800000000003,0.31250492390331247,9.006,0.0008062667860340197,112860.0,10.103849597135184,432060.0,38.680393912265
P-41095,"DICED|Celery|1/4""",13.608,Kg,,13608.0,g,11566.7,0.8499926513815403,18.17,0.0013352439741328632,1869900.0,137.41181657848324,67608500.0,4968.290711346267
P-50692,DICED|Fry tofu,100.000,g,PREP,100.000,g,187.23425918367346,1.8723425918367347,0.06587397959183673,0.0006587397959183673,1103.573469387755,11.03573469387755,6776.463265306123,67.76463265306123
P-9741,DICED|Green Onion|1/8,1.000,Kg,,1000.0,g,38.084208622105365,0.03808420862210536,0.09978946869473711,9.97894686947371e-05,239.99998800000057,0.23999998800000058,7199.999640000018,7.199999640000018
P-41096,"DICED|Green Pepper|1/4""",1.000,Kg,,1000.0,g,605.9036144578314,0.6059036144578314,0.9518072289156627,0.0009518072289156627,97951.80722891567,97.95180722891567,3541566.265060241,3541.5662650602408
P-50552,DICED|Onion Yellow,23.000,lb,,10432.616,g,3418.9496999999997,0.3277173913043478,8.958442,0.000858695652173913,21545.62,2.0652173913043477,646368.6,61.95652173913043
P-43440,"DICED|Red Onion 1/4""",11.010,Kg,PREP,11010.0,g,4919.1609375,0.4467902758855586,12.889343749999998,0.0011706942552225249,30999.687500000004,2.8155937783832883,929990.6250000001,84.46781335149865
P-9765,"DICED|Red Pepper|1/4""",1.000,Kg,,1000.0,g,605.9036144578314,0.6059036144578314,0.9518072289156627,0.0009518072289156627,97951.80722891567,97.95180722891567,3541566.265060241,3541.5662650602408
P-44429,"DICED|Roma Tomato|1/4""",1.000,Kg,PREP,1000.0,g,770.2222222222223,0.7702222222222223,0.8777777777777778,0.0008777777777777778,85555.55555555556,85.55555555555556,4978555.555555556,4978.555555555556
P-38556,"DICED|Yellow Onion|1/4""",11.400,Kg,,11400.0,g,3869.2499999999995,0.3394078947368421,10.138333333333334,0.0008893274853801169,24383.333333333332,2.138888888888889,731500.0,64.16666666666667
P-39167,"DICED|Yellow Onion|3/4""",11.010,Kg,,11010.0,g,3869.2499999999995,0.3514305177111716,10.138333333333334,0.000920829548894944,24383.333333333332,2.214653345443536,731500.0,66.43960036330608
P-28989,DRAINED|Chickpeas,1.800,Kg,PREP,1800.0,g,4764.384,2.64688,1.6756,0.0009308888888888889,0.0,0.0,0.0,0.0
P-33557,DREDGE|Seasoned Flour,554.000,g,PREP,554.000,g,795.2279591836735,1.435429529212407,0.6781189795918368,0.0012240414794076476,190545.47346938774,343.94489795918366,5823074.963265307,10510.96563766301
P-56459,DRESSING|Apple Cider,2.000,L,PREP,2000.0,ml,4911.030183673469,2.4555150918367343,0.017479591836734695,8.739795918367347e-06,4416.469387755102,2.208234693877551,28059.26530612245,14.029632653061224
P-68135,FRIED|Eggplant Cutlet,1.300,Kg,,1300.0,g,2260.05,1.7385000000000002,3.134,0.0024107692307692307,470085.0,361.6038461538462,14646685.0,11266.680769230768
P-58417,GARNISH|Fennel frond|POP,2.000,Kg,,2000.0,g,502.90000000000003,0.25145,0.79,0.000395,81300.0,40.65,2939500.0,1469.75
P-26170,GRILLED|NaanBread,1.000,ea,PREP,125.0,g,138.44370782521997,1.1075496626017598,0.1297691926208552,0.0010381535409668416,29226.486140318244,233.81188912254595,970712.8518936924,7765.702815149539
P-28314,GRILLED|Onion,4.000,lb,ZDONT USE OK - PREP,1814.368,g,1148.389731357393,0.6329420114096992,1.886134360229105,0.0010395544675771977,4784.006172496246,2.6367342085487873,138177.3688483568,76.15730041995714
P-51582,JULIENNE|Carrot,10.500,Kg,PREP,10500.0,g,3505.9900000000002,0.33390380952380955,9.0455,0.0008614761904761905,113355.0,10.795714285714286,433955.0,41.32904761904762
P-54697,LEMON|Wedge 1/6,6.000,each,PREP,84.0,g,47.304,0.5631428571428572,0.0324,0.00038571428571428567,4488.0,53.42857142857143,161460.0,1922.142857142857
P-56741,MARINADE|Kalbi Beef,1.200,Kg,,1200.0,g,641.0527515789474,0.5342106263157895,0.5853426210526316,0.0004877855175438596,11714.386999999999,9.761989166666666,539253.7349999999,449.3781124999999
P-34085,MARINATE|Butter Chicken,92.000,Kg,PREP,92000.0,g,389269.6125442177,4.2311914406980184,957.5879362721088,0.010408564524696835,32379120.380408164,351.9469606566105,174971820.62312928,1901.8676154687964
P-26310,MASHED|Potato,45.000,Kg,ZDONT USE OK - PREP,45000.0,g,46892.57743877551,1.0420572764172336,37.99409846938776,0.0008443132993197279,912892.6902040817,20.286504226757373,129953002.98489797,2887.8445107755106
P-68131,MIX|Bulgogi Meatloaf,16.000,Kg,,16000.0,g,422452.9293427961,26.403308083924756,339.0017132597287,0.021187607078733045,18257113.813380454,1141.0696133362783,656018556.2590725,41001.15976619203
P-44527,MIX|Pasta Bar Herbs,6.000,g,,6.000,g,4.578883008547009,0.7631471680911681,0.00719291623931624,0.0011988193732193734,740.2330256410255,123.37217094017092,26764.02188034188,4460.670313390313
P-26019,MIX|Salt and Pepper,1225.000,g,ZDONT USE OK - PREP,1225.000,g,2548.3175,2.0802591836734696,0.151875,0.0001239795918367347,5602.5,4.573469387755102,49567.5,40.46326530612245
P-41466,OIL|Confit Garlic,8225.000,g,FEAST,8225.000,g,49334.34144,5.998096223708206,2.0950634000000004,0.00025471895440729486,25433.624,3.092233920972644,334375.22,40.65352218844984
P-26450,OK|GRAVY|Vegan Mushroom ,4.000,L,ZDONT USE OK - PREP,4000.0,ml,2446.514714736842,0.6116286786842106,3.032721003883025,0.0007581802509707562,106314.54902917866,26.578637257294663,3791592.7881183517,947.8981970295879
P-26461,OK|Vegan Lentil Loaf,9.000,Kg,ZDONT USE OK - PREP,9000.0,g,15571.278250287978,1.7301420278097754,8.483170616616496,0.0009425745129573884,4462994.401441168,495.88826682679644,188251771.26020825,20916.863473356472
P-41468,PICKLE|Base,15.000,L,PREP,15000.0,ml,13865.8645,0.9243909666666666,0.11482500000000001,7.655e-06,66644.5,4.442966666666667,1547253.5,103.15023333333333
P-50683,PICKLE|Carrots,500.000,g,PREP,500.000,g,919.5837577892919,1.8391675155785838,0.4707094922279793,0.0009414189844559587,9376.394058721935,18.75278811744387,104808.52863557858,209.61705727115717
P-50677,PICKLE|Cucumber,5.000,Kg,,5000.0,g,9909.626727533734,1.981925345506747,4.011238420000632,0.0008022476840001265,442043.5707333983,88.40871414667966,15522695.987669015,3104.539197533803
P-25761,PICKLED|Red Onion,2.267,Kg,PREP,2267.0,g,6290.383449884039,2.774761115961199,1.8052249072251396,0.0007963056494155888,17047.043244305154,7.519648541819653,210711.4408321456,92.94726106402541
P-34534,PREP|Basil Leaf,10.000,oz,,283.495,g,228.1114168,0.80464,0.35833768,0.001264,36877.029599999994,130.07999999999998,1333333.684,4703.2
P-50583,PREP|Capers|chopped,450.000,g,,450.000,g,422.156862745098,0.9381263616557733,0.26470588235294124,0.0005882352941176472,3431.3725490196075,7.625272331154683,4607.843137254901,10.239651416122003
P-9721,PREP|Cauliflower Florets,1.000,Kg,,1000.0,g,678.5454545454546,0.6785454545454546,0.8618181818181819,0.0008618181818181819,59454.545454545456,59.45454545454545,2709163.6363636362,2709.163636363636
P-53616,PREP|Dice jalapenos,0.900,Kg,,900.0,g,502.90000000000003,0.5587777777777778,0.79,0.0008777777777777778,81300.0,90.33333333333333,2939500.0,3266.1111111111113
P-48489,PREP|Garlic Confit,1.000,Kg,PREP,1000.0,g,5206.875,5.206875,0.9385,0.0009385,4285.0,4.285,85950.0,85.95
P-7444,PREP|Garlic Puree,4.000,L,PREP,4000.0,ml,3923.88994,0.980972485,1.8116884000000002,0.00045292210000000006,5709.124,1.427281,142873.72,35.71843
P-10113,PREP|Green Onion|Slice,1.000,Kg,,1000.0,g,38.084208622105365,0.03808420862210536,0.09978946869473711,9.97894686947371e-05,239.99998800000057,0.23999998800000058,7199.999640000018,7.199999640000018
P-9745,PREP|Jumbo Onion,45.600,lb,,20683.7952,g,6837.899399999999,0.33059210526315785,17.916884,0.0008662280701754385,43091.24,2.083333333333333,1292737.2,62.49999999999999
P-57227,PREP|Mirepoix,4.000,Kg,,4000.0,g,1865.358610707196,0.466339652676799,3.9831698579567707,0.0009957924644891927,151944.9728665055,37.98624321662638,5139850.305985144,1284.9625764962861
P-42499,PREP|Pickle Juice,1.000,L,,1000.0,ml,0.0,0.0,0.0,0.0,1000.0,1.0,1000.0,1.0
P-50584,PREP|Pickle|Chopped,1.000,Kg,,1000.0,g,838.1666666666667,0.8381666666666667,1.3166666666666667,0.0013166666666666667,135500.0,135.5,4899166.666666667,4899.166666666667
P-46869,PREP|Shallot Brunoise,0.850,Kg,,850.0,g,301.5,0.3547058823529412,0.79,0.0009294117647058824,1900.0,2.235294117647059,57000.0,67.05882352941177
P-53277,PREP|Veg Stock,10.300,L,,10300.0,ml,932.679305353598,0.09055138886928137,2.1353599294097103,0.00020731649800094276,90280.41144617653,8.765088489920052,2821664.1787177892,273.9479785162902
P-26020,PUREE|Garlic|Kg - FT,2.500,Kg,PREP,2500.0,g,3114.4799999999996,1.2457919999999998,1.8082999999999998,0.00072332,5363.0,2.1452,139590.0,55.836
P-10496,PUREE|Ginger|Kg - FT,3.270,Kg,PREP,3270.0,g,3935.174,1.203417125382263,1.8133,0.000554525993883792,23873.0,7.300611620795107,99633.0,30.46880733944954
P-34880,PUREE|Ginger|OK - KG,4.800,Kg,PREP,4800.0,g,1531.0000000000002,0.3189583333333334,3.95,0.0008229166666666667,49500.0,10.3125,189500.0,39.479166666666664
P-55143,PUREE|Minted Peas,3.000,Kg,,3000.0,g,4815.888517006802,1.6052961723356007,4.264140754795796,0.0014213802515985986,281169.0489228275,93.72301630760917,13519942.114002379,4506.647371334127
P-51458,ROASTED|Cashews|Seasoned,1.100,Kg,,1100.0,g,4895.610918289189,4.450555380262899,1.2460917933999132,0.0011328107212726483,1823632.090739036,1657.8473552173054,129368567.66854538,117607.7887895867
P-25893,ROASTED|Potato,21.000,Kg,PREP,21000.0,g,9263.833597959183,0.44113493323615155,11.355297448979591,0.0005407284499514091,59538.643673469385,2.835173508260447,1780870.5881632653,84.80336134110787
P-68125,RUB|Zaatar,575.000,g,,575.000,g,4211.2325,7.323882608695652,0.41175,0.0007160869565217391,194322.5,337.95217391304345,13098037.5,22779.195652173912
P-68124,SALAD|Arugula Cabbage,2.250,Kg,,2250.0,g,3326.4720374937015,1.4784320166638674,1.9532328749389314,0.0008681034999728584,125208.9801626658,55.64843562785147,5577628.947919067,2478.946199075141
P-55818,SALAD|Coleslaw,2.500,Kg,FOOD - GROCERY,2500.0,g,2034.3650509642512,0.8137460203857004,2.1395210387062082,0.0008558084154824833,110860.34438655511,44.34413775462205,4691599.1938415505,1876.6396775366202
P-55280,SALAD|Corn,1.000,Kg,,1000.0,g,907.9230572533135,0.9079230572533135,0.8172289344621285,0.0008172289344621285,45501.79098048525,45.501790980485254,758814.0821609722,758.8140821609721
P-62632,SALAD|Herb,1.000,Kg,,1000.0,g,752.9510955265221,0.7529510955265221,1.1244292413321781,0.0011244292413321781,110933.41432950133,110.93341432950133,4113104.7530328315,4113.1047530328315
P-8196,SAUCE|Alfredo.,19.000,L,FEAST,19000.0,ml,53664.36453542234,2.824440238706439,50.78644409778989,0.0026729707419889414,6117149.406690886,321.95523193109926,308000704.7007266,16210.563405301402
P-54204,SAUCE|Bibimbap Sauce,6.000,L,PREP,6000.0,ml,8865.0,1.4775,2.655,0.00044249999999999997,1051925.0,175.32083333333333,73091845.0,12181.974166666667
P-29315,SAUCE|Butter Chicken ,60.000,L,PREP,60000.0,ml,95840.28687510206,1.5973381145850343,62.58183907755102,0.001043030651292517,4106126.8128163265,68.43544688027211,462448336.4395918,7707.472273993197
P-44528,SAUCE|Pasta Bar,180.000,ml,,180.000,ml,309.4705419674505,1.7192807887080583,0.31184729419835955,0.001732484967768664,34137.5884544441,189.65326919135612,1756227.010831965,9756.81672684425
P-68123,SAUCE|Tahini,1.500,L,,1500.0,ml,4610.024920000001,3.073349946666667,1.2444332,0.0008296221333333333,1842060.452,1228.0403013333334,130665973.36,87110.64890666667
P-33555,SAUCE|Tartar|GRL,5.000,L,PREP,5000.0,ml,5807.496670410505,1.1614993340821012,0.8574334586733361,0.00017148669173466723,82249.5090164697,16.44990180329394,2802037.889352746,560.4075778705492
P-6888,SAUCE|Tomato Sauce Base,31.000,L,PREP,31000.0,ml,19195.82683846154,0.6192202205955336,24.800278076923075,0.000800008970223325,1803443.7153846154,58.17560372208437,103319078.96153846,3332.8735148883375
P-36076,SAUCE|Vindaloo ,10.000,L,PREP,10000.0,ml,6194.658681516803,0.6194658681516803,5.5631533183469575,0.0005563153318346957,342899.355027248,34.289935502724795,17351732.35915077,1735.1732359150772
P-56540,SAUTE|Korean Spinach,3.500,Kg,,3500.0,g,3446.3492000000006,0.9846712000000002,4.090832000000001,0.001168809142857143,572007.02,163.43057714285715,27724770.1,7921.362885714286
P-54203,SAUTEED|Shitake Mushroom,1.124,Kg,PREP,1124.0,g,1476.3375918367349,1.3134676083956716,1.7807397959183675,0.0015842880746604693,183110.73469387754,162.90990631127895,6615639.632653061,5885.8003849226525
P-34298,"SLICED|1/8"" Green Cabbage",18.000,Kg,PREP,18000.0,g,13062.0,0.7256666666666667,16.59,0.0009216666666666667,1144500.0,63.583333333333336,52151400.0,2897.3
P-45403,"SLICED|1/8""Red Cabbage",18.000,Kg,PREP,18000.0,g,13062.0,0.7256666666666667,16.59,0.0009216666666666667,1144500.0,63.583333333333336,52151400.0,2897.3
P-18318,SLICED|Green Onion,160.000,g,,160.000,g,4.522499773875011,0.02826562358671882,0.01184999940750003,7.406249629687519e-05,28.49999857500007,0.17812499109375043,854.9999572500021,5.343749732812514
P-58359,SLICED|Mushroom Foodservice,10.000,lb,,4535.92,g,2281.114168,0.5029,3.5833768000000004,0.0007900000000000001,368770.296,81.3,13333336.84,2939.5
P-34123,"SLICED|Onion 1/8""",11.010,Kg,PREP,11010.0,g,3482.325,0.31628746594005447,9.1245,0.0008287465940054495,21945.0,1.9931880108991826,658350.0,59.79564032697548
P-55167,SQR|Pasta Bar Protien,120.000,g,,120.000,g,1054.9005634920636,8.79083802910053,1.749601587301587,0.014580013227513226,159423.51587301586,1328.5292989417987,4090095.0396825387,34084.12533068782
P-33911,STEAMED|Green Beans Batch,3.500,Kg,PREP,3500.0,g,5902.803887755103,1.6865153965014579,2.066859693877551,0.0005905313411078717,68.60204081632654,0.01960058309037901,606.9489795918367,0.17341399416909622
P-26090,STEAMED|Rice|Brown,4.500,Kg,PREP,4500.0,g,5702.625,1.26725,1.1925,0.000265,3547025.0,788.2277777777778,10411100.0,2313.5777777777776
P-53079,STO| Shredded Apple,250.000,g,,250.000,g,69.57414655719982,0.2782965862287993,0.04913995970523304,0.00019655983882093216,21088.98291203401,84.35593164813605,186745.2470738974,746.9809882955896
P-32661,STOCK|Veg from Conc.,31.100,L,ZDONT USE OK - PREP,31100.0,ml,0.0,0.0,0.4533705013601115,1.4577829625727057e-05,44584.32354075297,1.4335795350724427,793283.7277868511,25.507515362921257
P-26311,STOCK|Vegetable2,10.000,L,ZDONT USE OK - PREP,10000.0,ml,1412.1000000000001,0.14121,3.16,0.00031600000000000004,105000.0,10.5,3101400.0,310.14
P-50935,TOASTED|Sunflower Seeds,200.000,g,PREP,200.000,g,1111.1332103102043,5.555666051551022,0.24890234775510206,0.0012445117387755104,364880.01128163264,1824.4000564081632,25874878.310759183,129374.39155379591
P-26196,VINAIGRETTE|Citrus&Herb,4.000,L,ZDONT USE OK - PREP,4000.0,ml,10798.195471918365,2.6995488679795914,0.48087285795918366,0.00012021821448979591,43285.932946938774,10.821483236734693,1428459.2243265307,357.11480608163265
P-44728,YEILD|Chopped Parsley,45.000,g,,45.000,g,50.29,1.1175555555555556,0.079,0.0017555555555555556,8130.0,180.66666666666666,293950.0,6532.222222222223
P-51210,YEILD|Japanese Eggplant,4.500,Kg,,4500.0,g,2514.5,0.5587777777777778,3.95,0.0008777777777777778,406500.0,90.33333333333333,14697500.0,3266.1111111111113
P-57214,YIELD| Chorizo Meat (uncased),5.000,oz,,141.7475,g,1741.9881828124999,12.289375,2.3530085,0.0166,320756.87406249996,2262.8749999999995,9610958.897812499,67803.37499999999
P-22247,YIELD|Capers Drained,1020.000,g,,1020.000,g,861.1999999999999,0.844313725490196,0.54,0.0005294117647058824,7000.0,6.862745098039215,9400.0,9.215686274509803
P-20248,YIELD|Cauliflower,9.000,Kg,,9000.0,g,4388.832702213233,0.48764807802369253,5.574240891878543,0.0006193600990976159,384552.06152832985,42.72800683648109,17522873.203659713,1946.985911517746
P-9720,YIELD|Cauliflower|Florets,11.000,Kg,,11000.0,g,7464.0,0.6785454545454546,9.48,0.0008618181818181819,654000.0,59.45454545454545,29800800.0,2709.163636363636
P-26514,YIELD|Cilantro|Herb,55.000,g,,55.000,g,39.91954810023752,0.725809965458864,0.06270917279615756,0.0011401667781119557,6453.488289022291,117.3361507094962,233333.68789152554,4242.430688936828
P-21077,YIELD|Cucumber Processed,3.800,Kg,,3800.0,g,1911.0192355923057,0.5028997988400804,3.0019987992004804,0.0007899996840001264,308939.8764240494,81.299967480013,11170095.531961786,2939.4988242004697
P-44652,YIELD|Drained Pickle,11.400,Kg,PREP,11400.0,g,9555.1,0.8381666666666667,15.01,0.0013166666666666667,1544700.0,135.5,55850500.0,4899.166666666667
P-56887,YIELD|Grated Pear,800.000,g,,800.000,g,430.59999999999997,0.53825,0.27,0.0003375,3500.0,4.375,4700.0,5.875
P-58658,YIELD|Green Beans,980.000,g,,980.000,g,1677.6,1.7118367346938774,0.59,0.0006020408163265305,0.0,0.0,0.0,0.0
