ProdId,Description,SalesGroup,Weight (g),GHG Emission (g),N lost (g),Freshwater Withdrawals (ml),Stress-Weighted Water Use (ml)
R-62209,SL|Beef flat roast| 125g,GV SIMPLY LOCAL,176.0,7354.379994295346,58.05928415738934,302991.7602498548,11287547.54494087
R-37781,SL|Big Veg|Caulif Roast|320g,GV SIMPLY LOCAL,370.0,334.7256445239267,2.579741627925838,20524.406277512277,920923.3658207577
R-47110,SL|Chicken Thigh (2) ,GV SIMPLY LOCAL,174.0,1284.5019721088436,32.23889024943311,102595.3990929705,110803.4560090703
R-62071,SL|Chicken Thigh|+1,GV SIMPLY LOCAL,321.0,1547.1070716668346,37.29777572380723,136019.12728331485,633038.043136069
R-62070,SL|Chicken Thigh|+2,GV SIMPLY LOCAL,449.0,1652.9492836885674,38.33582423383893,157024.02165581335,1149034.247902546
R-62069,SL|Chicken Thigh|+3,GV SIMPLY LOCAL,576.0,1758.034589028871,39.37092087601349,177689.3683268833,1659747.7063447374
R-62068,SL|Chicken Thigh|+4,GV SIMPLY LOCAL,704.0,1863.8768010506035,40.40896938604519,198694.26269938186,2175743.9111112147
R-62175,SL|chimichuri thigh|+1,GV SIMPLY LOCAL,324.0,1332.8243558515842,25.979919920690225,116854.23443036902,592955.1225886683
R-62174,SL|chimichuri thigh|+2,GV SIMPLY LOCAL,460.0,1480.9943421245086,27.09877837300591,153140.62968233676,975196.0160318569
R-62173,SL|chimichuri thigh|+3,GV SIMPLY LOCAL,594.0,1626.8849541858763,28.208766660992033,188614.0507598679,1353845.302914852
R-62172,SL|chimichuri thigh|+4,GV SIMPLY LOCAL,730.0,1775.0549404588007,29.32762511330772,224900.44601183568,1736086.1963580407
R-57250,SL|chimichuri thigh|160g,GV SIMPLY LOCAL,210.0,1331.4108720021404,28.393345221296418,92706.99477027435,234373.27733324465
R-62115,SL|Herb'd Pork Loin|+1,GV SIMPLY LOCAL,277.0,2066.8443691597254,25.622252736849664,335251.47794671875,10289633.34617042
R-62114,SL|Herb'd Pork Loin|+2,GV SIMPLY LOCAL,405.0,2259.78288870522,27.51882758537128,348301.226418496,10832261.35715336
R-62113,SL|Herb'd Pork Loin|+4,GV SIMPLY LOCAL,660.0,2644.9890206850987,31.306421726858957,374388.3093620505,11917466.140008125
R-37708,SL|Herb'd Pork Loin||125g,GV SIMPLY LOCAL,175.0,2302.8428552101896,29.51608192873209,401071.9086264566,12109901.460662229
R-62125,SL|Maple salmon|+1,GV SIMPLY LOCAL,300.0,948.6468090813871,11.520029301742538,269678.4328784086,1691270.9119903247
R-62126,SL|Maple salmon|+2,GV SIMPLY LOCAL,430.0,1078.8797409095298,12.533011946035112,307287.7832022341,2059867.5047078957
R-62124,SL|Maple salmon|+3,GV SIMPLY LOCAL,560.0,1209.1126727376727,13.545994590327686,344897.13352605974,2428464.0974254673
R-45376,SL|Maple salmon|100g,GV SIMPLY LOCAL,150.0,696.6469257380925,8.802804233207542,193747.46399397694,1116974.6067727532
R-62140,SL|Olive Stuff Chicken Breas,GV SIMPLY LOCAL,150.0,1240.152418931033,30.388079341432363,98899.19817916669,165247.97767738876
R-62132,SL|Peppercorn Pork Chop|+1,GV SIMPLY LOCAL,445.6666701555556,1909.5639252730216,24.13105527562482,348912.3581382251,9790723.285598988
R-62134,SL|Peppercorn Pork Chop|+2,GV SIMPLY LOCAL,581.6666701555556,2068.734929959539,25.349205825180515,387298.0953881612,10220344.162087148
R-62135,SL|Peppercorn Pork Chop|+3,FOOD,715.6666701555556,2225.8384713816663,26.558005318533212,424875.97311189986,10646558.396892635
R-62133,SL|Peppercorn Pork Chop|+4,FOOD,851.6666701555556,2385.009476068183,27.77615586808891,463261.710361836,11076179.273380795
R-62127,SL|Peppercorn Pork Chop|170g,GV SIMPLY LOCAL,296.6666701555556,1704.0066750151104,22.744703930925226,309299.55555382214,9275805.942140285
R-62152,SL|Salmon gremolata|+1,GV SIMPLY LOCAL,260.0,730.9920581115033,9.480295554510796,197024.92125493076,1434861.7993247262
R-62151,SL|Salmon gremolata|+2,GV SIMPLY LOCAL,400.0,842.3413004003037,10.823473376295745,209521.6355370615,1923048.3387545228
R-62150,SL|Salmon gremolata|+3,GV SIMPLY LOCAL,480.0,905.649067097842,11.593776959305183,216447.04023293586,2203810.2016658476
R-62149,SL|Salmon gremolata|100g,GV SIMPLY LOCAL,150.0,643.6635536183339,8.423554852113602,187313.86176592822,1050387.5981541658
R-62715,SL|Salmon Lemon herb|+1,GV SIMPLY LOCAL,150.0,769.3102124467152,9.50533357524739,209154.54572742796,1211152.5370698723
R-62714,SL|Salmon Lemon herb|+2,GV SIMPLY LOCAL,150.0,769.3102124467152,9.50533357524739,209154.54572742796,1211152.5370698723
R-62097,SL|Salmon Lemon herb|+3,GV SIMPLY LOCAL,580.0,1151.6154942002206,11.507586109890584,301636.8902835122,2227998.022058958
R-62096,SL|Salmon Lemon herb|100g,GV SIMPLY LOCAL,150.0,769.3102124467152,9.50533357524739,209154.54572742796,1211152.5370698723
R-36860,SL|Sauce|Add|Chimichurri ,GV SIMPLY LOCAL,45.0,158.03446167607422,0.18543286130210213,1887.789087704229,66450.36988140394
