Optimum Control ID,OC Description,SalesGroup,Combined Label,Red,Yellow,Green,GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g
R-13736,2019 Ginger Garlic Paste,N,Green,False,False,True,1422.425,15.85,4.5975,20.4,79.45,56.9,0.63,0.82,3.18,0.18
R-13737,2019 Makhni Sauce,Y,Green,False,False,True,129236.47502412672,896.4997000019907,159.75057240029992,6830.24,548350.48,148.1,1.03,7.83,628.38,0.18
R-13747,2019 Organic Quinoa,Y,Red,True,False,False,42239.516500000005,138.785,77.43474999999991,15412.64,1046938.74,255.22,0.84,93.13,6325.91,0.47
R-14906,2022  BUTTERMILK TENDERS,Y,Red,True,False,False,92463.60000000002,2375.2,234.29999999999976,7800.6,26222.8,420.0,10.79,35.43,119.11,1.06
R-12613,2022  Candied Pecans Batch,N,Red,True,False,False,836.3885268199999,1.41259845,1.5754114,184.36,12950.3,299.96,0.51,66.12,4644.52,0.57
R-16573,2022  Extreme Nachos,N,Yellow,False,True,False,2920.484422,21.35608932,4.44998194,283.52,17599.14,344.97,2.52,33.49,2078.83,0.53
R-15511,2022  FISH TACO,N,Yellow,False,True,False,720.4647055239144,9.250394186244108,1.4146083955634527,200.51,2396.86,193.41,2.48,53.83,643.46,0.38
R-10484,2022 ADD ON 1 pcs fish ,N,Yellow,False,True,False,526.374639720487,6.040139767828916,1.0694340868196237,134.5,722.08,431.58,4.95,110.28,592.04,0.88
R-17356,2022 Aglio e Olio (Chicken),N,Green,False,False,True,144.87327056745647,0.0634073498815,0.5903178949821485,1.42,83.17,209.55,0.09,2.05,120.3,0.85
R-16570,2022 Ancho Tempeh marinade,N,Green,False,False,True,756.1044999999999,2.4108750000000003,2.1713,3.02,32.84,169.91,0.54,0.68,7.38,0.49
R-16576,2022 Ancho Tempeh Taco,N,Yellow,False,True,False,143.11499828262004,1.3911999833056004,0.4596599944840707,39.4,1205.24,150.65,1.46,41.47,1268.67,0.48
R-17377,2022 Apple crisp,N,Green,False,False,True,240.55192826515847,0.9506175967692064,0.4007089926265614,40.26,363.62,55.4,0.22,9.27,83.74,0.09
