Optimum Control ID,OC Description,SalesGroup,Combined Label,Red,Yellow,Green,GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g
R-16775,2022 Appy Platter,N,Yellow,False,True,False,2487.8600074550623,24.0123184196544,6.470195803110945,382.07,15849.14,259.53,2.5,39.86,1653.38,0.67
R-16016,2022 artichoke dip,N,Red,True,False,False,24087.0898599,168.85273435000002,28.94354068,1765.7,146906.33,440.23,3.09,32.27,2684.94,0.53
R-17360,2022 Beef Gravy,N,Green,False,False,True,6063.31,36.61875,7.03875,245.82,26518.09,116.27,0.7,4.71,508.5,0.13
R-13937,2022 Black Olive Hummus,N,Yellow,False,True,False,6756.161749981142,17.643249999703748,45.18792499995535,50.03,3563.52,192.51,0.5,1.43,101.54,1.29
R-17486,2022 Blackened Chicken,Y,Red,True,False,False,630.9418407999999,14.5748864,1.6737109799999987,60.11,580.38,462.57,10.69,44.07,425.5,1.23
R-16833,2022 blackened salmon seasonin,N,Red,True,False,False,806.3892005,11.292849249999998,1.188257749999999,242.13,1744.93,514.45,7.2,154.47,1113.21,0.76
R-16789,2022 Blackned Salmon ,N,Red,True,False,False,879.4500405999999,11.9598191,1.3319693,268.85,1443.14,488.32,6.64,149.28,801.31,0.74
R-16787,2022 Blackning Spice,N,Red,True,False,False,493.775,6.640000000000001,1.050999999999995,90.52,2712.14,897.77,12.07,164.58,4931.16,1.91
R-17374,2022 braised pork ribs,N,Yellow,False,True,False,6780.636443924594,59.43541631523025,17.911937507124513,672.44,20513.39,215.81,1.89,21.4,652.88,0.57
R-17354,2022 Brussel sprout ,N,Yellow,False,True,False,593.169204884119,4.595275998434726,1.8803033997522425,56.11,2358.08,192.79,1.49,18.24,766.43,0.61
R-16099,2022 cajun chicken taco,N,Green,False,False,True,427.7004854333088,3.918074188739982,1.7827783938697443,67.95,2184.53,98.53,0.9,15.65,503.23,0.41
R-14990,2022 Calamari ,Y,Yellow,False,True,False,1182.496,14.8225,1.4785999999999968,322.29,1990.45,350.89,4.4,95.64,590.64,0.44
R-16778,2022 Candied Walnut,N,Red,True,False,False,3871.67527167,9.962020075,6.2700459,1462.17,103515.98,351.04,0.9,132.57,9385.55,0.57
R-12209,2022 Carbonara Sauce,Y,Red,True,False,False,7348.55,34.2,8.484,91.37,32364.47,668.05,3.11,8.31,2942.22,0.77
R-14827,2022 Cauliflower Taco,N,Green,False,False,True,623.0200794384632,6.045022102455204,1.9946776960033863,86.08,2978.37,85.15,0.83,11.76,407.05,0.27
R-8990,2022 Chicken Caesar,N,Yellow,False,True,False,1371.6590514883078,26.19347201609054,3.348393912925497,165.07,4821.12,195.82,3.74,23.57,688.27,0.48
R-16581,2022 Chicken for KFC,Y,Red,True,False,False,79192.8,2102.4,207.18,6665.4,6003.0,439.96,11.68,37.03,33.35,1.15
R-16748,2022 Chicken Marinate,N,Green,False,False,True,2259.8472,8.718000000000002,2.4984,1141.19,3359.18,106.4,0.41,53.73,158.15,0.12
R-17014,2022 chicken pesto marination,N,Red,True,False,False,24589.8431568,589.5738224,63.85485664,2678.81,60348.83,434.94,10.43,47.38,1067.44,1.13
R-10589,2022 CHICKEN PO'BOY ,N,Yellow,False,True,False,1575.8043830534966,31.29131865352952,4.290882554450064,172.76,3598.15,284.08,5.64,31.14,648.67,0.77
R-17037,2022 chicken tenders marinate,Y,Red,True,False,False,23327.342000000004,584.6375,62.7145,1853.95,1689.37,445.18,11.16,35.38,32.24,1.2
R-16217,2022 chilli oil,N,Green,False,False,True,46.90991765,0.07654365,0.01984465,11.44,460.54,165.47,0.27,40.35,1624.51,0.07
R-14715,2022 Coleslaw mix,Y,Green,False,False,True,622.0,7.9,2.3,54.5,2483.4,62.2,0.79,5.45,248.34,0.23
R-17027,2022 compressed watermelon,N,Green,False,False,True,305.2115,1.65375,0.581,2.22,3.92,50.36,0.27,0.37,0.65,0.1
R-17314,2022 Corn Fritters batter,N,Yellow,False,True,False,2864.836,33.5425,5.6367999999999245,472.18,15428.64,210.96,2.47,34.77,1136.13,0.42
R-17369,2022 Corn Fritters. ,N,Green,False,False,True,264.5164735996228,0.017934999994075,0.9581891099991074,0.68,5.04,245.27,0.02,0.63,4.67,0.89
R-17352,2022 Cranberry Vinaigrette ,N,Green,False,False,True,1765.16077438,0.6753122500000001,7.987107463,6.5,126.6,164.22,0.06,0.6,11.78,0.74
R-14981,2022 Crispy Cauliflower ,Y,Green,False,False,True,693.0503,4.31425,2.851,29.61,1260.76,106.3,0.66,4.54,193.37,0.44
R-16760,2022 El diablo Seas,Y,Yellow,False,True,False,1874.3810765400003,1.72673715,5.9833058,6.02,72.52,473.69,0.44,1.52,18.33,1.51
R-17378,2022 fried chick pea,N,Yellow,False,True,False,591.228,1.2574999999999998,3.6915,0.32,2.88,227.4,0.48,0.12,1.11,1.42
R-14905,2022 Fried Chicken Tenders ,N,Yellow,False,True,False,182.8915,0.526,0.8043499999999965,14.73,449.3,243.86,0.7,19.64,599.07,1.07
R-11631,2022 Fried Chicken Thigh,N,Red,True,False,False,1142.8385,24.038,3.4718499999999954,93.01,644.49,374.7,7.88,30.5,211.31,1.14
R-9017,2022 Gallery Fries,N,Green,False,False,True,542.409,3.98604225,1.6413199999999992,17.99,698.53,81.55,0.6,2.7,105.02,0.25
R-15449,2022 Gallery Nacho Xtream,N,Yellow,False,True,False,2599.3837190000004,18.177285750000003,3.74859625,247.76,14991.11,240.99,1.69,22.97,1389.83,0.35
R-14525,2022 Gallery Nachos,N,Yellow,False,True,False,1307.5339999999997,8.653,2.3713,113.51,7156.21,310.58,2.06,26.96,1699.81,0.56
R-16855,2022 Garlic confit,N,Green,False,False,True,1008.774,1.008,4.7874,1.61,8.63,240.18,0.24,0.38,2.05,1.14
