Optimum Control ID,OC Description,SalesGroup,Combined Label,Red,Yellow,Green,GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g
R-54607,POP|Spicy Potato Curry|Ed,SPECIALS,Green,False,False,True,570.305325,2.312214649,1.44032421,99.88,672.47,144.02,0.58,25.22,169.82,0.36
R-59583,POP|SZ|Chicken Shwarma ,SPECIALS,Red,True,False,False,1221.384875,25.65902795,2.878320802,115.6,1893.24,436.21,9.16,41.29,676.16,1.03
R-65781,POP|TMRW TRFL burger|JB,MEAT,Green,False,False,True,97.99082949,0.252589452,0.386021212,2.62,91.64,69.5,0.18,1.86,64.99,0.27
R-46860,POP|Vegetable Terrine,SPECIALS,Green,False,False,True,193.4730864,1.521956968,0.820684181,4.86,195.12,87.94,0.69,2.21,88.69,0.37
R-66293,POP|Vegg Empanada|Ed,SPECIALS,Green,False,False,True,540.8797806,5.927296173,1.285417835,117.23,3826.33,92.93,1.02,20.14,657.45,0.22
R-70972,POPUP|stephs chicken ,SPECIALS,Red,True,False,False,922.2875682,17.40249672,2.343411857,129.15,464.05,419.22,7.91,58.7,210.93,1.07
R-63545,PROMO - 2 FOR $5 - AHA 500ml /,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-57292,SALAD BAR|MIX|large|32oz,FOOD,Green,False,False,True,906.8771453,5.20535615,2.860502685,82.14,3996.93,120.92,0.69,10.95,532.92,0.38
R-57291,SALAD BAR|MIX|medium|16oz,FOOD,Green,False,False,True,544.1262872,3.12321369,1.716301611,49.28,2398.16,120.92,0.69,10.95,532.92,0.38
R-57296,SALAD BAR|MIX|Small|9oz,FOOD,Green,False,False,True,332.5216199,1.908630588,1.048850984,30.12,1465.54,120.92,0.69,10.95,532.92,0.38
R-57289,SALAD BAR|MIX|Topper,FOOD,Green,False,False,True,151.1461909,0.867559358,0.476750447,13.69,666.15,120.92,0.69,10.95,532.92,0.38
R-45838,SAND|Add Bacon,GV-SANDWICH,Red,True,False,False,28.09,0.379428571,0.060057143,5.17,154.98,2809,37.94,517,15498,6.01
R-44678,SAND|Add Cheese,GV-SANDWICH,Red,True,False,False,66.82800125,0.699750013,0.078450001,11.69,603.47,477.34,5,83.5,4310.5,0.56
R-44683,SAND|Add Extra Sauce,GV-SANDWICH,Yellow,False,True,False,89.90805232,0.267888626,0.332915945,2.71,135.6,299.69,0.89,9.03,452,1.11
R-44679,SAND|Add Falafel ,GV-SANDWICH,Green,False,False,True,67.104,0.236,0.518,0.0,0.0,167.76,0.59,0,0,1.3
R-44684,SAND|Add Guacamole,GV-SANDWICH,Green,False,False,True,17.224,0.108,0.0284,0.14,0.19,43.06,0.27,0.35,0.48,0.07
R-44680,SAND|Add Ham,GV-SANDWICH,Red,True,False,False,761.1483871,10.28129032,1.627354839,140.15,4199.43,1014.86,13.71,186.87,5599.24,2.17
R-56125,SAND|Add Proscuitto,GV-SANDWICH,Red,True,False,False,491.575,6.64,1.051,90.52,2712.14,983.15,13.28,181.04,5424.28,2.1
R-44681,SAND|Add Roast Beef,GV-SANDWICH,Red,True,False,False,3184.784299,25.37277379,9.740670327,129.21,4723.12,6369.57,50.75,258.42,9446.24,19.48
R-44682,SAND|Add Turkey,GV-SANDWICH,Red,True,False,False,219.98,5.84,0.5755,18.52,16.68,439.96,11.68,37.04,33.36,1.15
R-70778,SAND|BagelHawiianPizza|AAD,GV GRILL DAY,Red,True,False,False,265.75375,2.7647,0.313815,43.05,2184.41,347.39,3.61,56.27,2855.44,0.41
R-48752,SAND|Chicken Ceasar |Wrap,GV-SANDWICH,Green,False,False,True,424.143319,8.356233555,1.348233419,32.51,552.13,105.77,2.08,8.11,137.69,0.34
R-43886,SAND|Falafel Full Build,GV-SANDWICH,Green,False,False,True,352.6138676,2.900878848,1.345603528,27.94,1126.93,117.54,0.97,9.31,375.64,0.45
R-43880,SAND|Ham Full Build,GV-SANDWICH,Yellow,False,True,False,866.8114247,10.5559009,2.048636189,135.7,4355.66,279.62,3.41,43.77,1405.05,0.66
R-70711,Sand|Pesto Provolone Tom|AAD,GV-SANDWICH,Green,False,False,True,278.5332767,1.411408889,0.971986333,12.93,698.81,110.53,0.56,5.13,277.31,0.39
R-70776,SAND|PizzaSupreme Bagel|AAD,GV GRILL DAY,Red,True,False,False,702.4405898,8.048787257,1.017826876,123.48,5558.24,592.78,6.79,104.2,4690.5,0.86
R-43885,SAND|Roast Beef Full Build,GV-SANDWICH,Red,True,False,False,4740.30111,38.1730223,14.43438417,208.84,7739.29,1436.45,11.57,63.28,2345.24,4.37
R-43884,SAND|Turkey Full Build,GV-SANDWICH,Yellow,False,True,False,626.4746766,11.74817171,1.702810113,56.87,1157.43,202.09,3.79,18.35,373.36,0.55
R-28374,SAND|Vegetable Full Build,GV-SANDWICH,Green,False,False,True,250.3555478,2.558034302,0.681740776,27.0,1079.8,100.31,1.02,10.82,432.66,0.27
R-14201,SB|Cereal Hot|Oatmeal,GV - GRAB & GO,Green,False,False,True,72.79572493,0.213481837,0.219490955,21.39,773.67,26.47,0.08,7.78,281.33,0.08
R-13846,SB|EGGS SCRAMBLED 1scoop,GV - GRILL BREAKFAST,Red,True,False,False,539.9854847,9.000911615,0.0,93.08,2738.41,431.99,7.2,74.46,2190.73,0
R-45099,SIDE|Bean Mixed Ragout,GV - SIDES,Yellow,False,True,False,272.1097916,1.172414301,2.024393929,1.39,49.95,217.69,0.94,1.11,39.96,1.62
R-60459,SIDE|Caesar salad|FLX,GV - FLEX BC,Green,False,False,True,149.8494866,1.477472257,0.56661718,10.85,499.95,119.88,1.18,8.68,399.96,0.45
R-64673,side|chickpeagreeksalad|popRS,GV - FLEX BC,Yellow,False,True,False,277.9218424,1.911580497,1.22466981,16.0,804.68,198.52,1.37,11.43,574.77,0.87
R-19690,SIDE|Cous Cous,GV - SIDES,Green,False,False,True,112.2518511,1.327906253,0.280978578,17.7,628.79,65.99,0.78,10.41,369.67,0.17
R-38033,SIDE|Fruit Cup|9oz,GV - SIDES,Yellow,False,True,False,714.5368142,5.738688213,0.655593034,91.75,4282.74,280.05,2.25,35.96,1678.55,0.26
R-38028,SIDE|Fruit Topper|4oz,GV - SIDES,Green,False,False,True,72.72470907,0.739012458,0.153527742,10.03,366.23,64.93,0.66,8.96,326.99,0.14
R-38159,SIDE|Large Bowl|32oz,GV - SIDES,Green,False,False,True,1479.644547,12.07229911,1.814762714,242.74,7992.53,163.1,1.33,26.76,881.03,0.2
R-64674,side|moroccancouscous|popRS,SPECIALS,Green,False,False,True,129.0354478,1.29602464,0.371534687,20.64,679.1,92.17,0.93,14.74,485.07,0.27
R-31123,SIDE|Pita|Half,GV - SIDES,Yellow,False,True,False,0.76125,0.0074,0.002445,0.21,6.41,152.25,1.48,42,1282,0.49
R-32331,SIDE|Pita|Whole,GV - SIDES,Yellow,False,True,False,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49
R-38160,SIDE|Small Bowl|16oz,GV - SIDES,Green,False,False,True,725.6267734,5.849022731,0.911962623,127.87,3812.2,159.97,1.29,28.19,840.45,0.2
R-46327,SIDE|Small Plate|6 inch,GV - SIDES,Green,False,False,True,362.8133867,2.924511365,0.455981312,63.94,1906.1,159.97,1.29,28.19,840.45,0.2
R-38014,SIDE|Soup|16oz,GV - SOUP,Yellow,False,True,False,1264.903373,12.04939595,3.887163916,57.25,1973.8,267.32,2.55,12.1,417.14,0.82
R-38026,SIDE|Soup|8oz,GV - SOUP,Yellow,False,True,False,632.4516863,6.024697973,1.943581958,28.62,986.9,267.32,2.55,12.1,417.14,0.82
R-14068,SIDE|Soup|Congee|Meat,GV - SOUP,Green,False,False,True,738.6959904,6.626267035,2.129005741,50.67,1666.84,156.11,1.4,10.71,352.27,0.45
R-14102,SIDE|SoupCongee|Plain,GV - SOUP,Green,False,False,True,82.99799949,0.204699792,0.092403616,46.47,136.29,30.18,0.07,16.9,49.56,0.03
R-57380,SL|Add|Pesto beans + Chard,FOOD,Green,False,False,True,429.8490309,2.938704135,1.533568609,19.37,882.84,153.52,1.05,6.92,315.3,0.55
R-57257,SL|Bacon Pork Loin|AAD|100g,GV SIMPLY LOCAL,Red,True,False,False,1504.026578,19.77417105,3.196926967,280.23,8049.79,859.44,11.3,160.13,4599.88,1.83
R-62300,SL|Bacon Pork Loin|plate,GV SIMPLY LOCAL,Red,True,False,False,2116.809845,27.34625503,3.968802459,363.54,10660.96,481.75,6.22,82.74,2426.25,0.9
R-65945,SL|bbq salmon|100g,GV SIMPLY LOCAL,Green,False,False,True,84.08438492,0.223032781,0.381795266,1.54,66.69,30.36,0.08,0.56,24.08,0.14
R-53405,SL|Beef Back Rib,GV SIMPLY LOCAL,Red,True,False,False,12396.52001,98.63319793,37.91348069,502.85,18378.08,4364.97,34.73,177.06,6471.15,13.35
R-53404,SL|Beef Back Rib Plate,GV SIMPLY LOCAL,Red,True,False,False,12678.98484,101.1861574,38.72966041,517.61,18880.93,2288.63,18.26,93.43,3408.11,6.99
R-62718,SL|Beef Brisket|+1,GV SIMPLY LOCAL,Red,True,False,False,6433.069109,51.26418022,19.60490828,260.87,9579.88,3898.83,31.07,158.1,5805.99,11.88
R-62716,SL|Beef Brisket|+2,GV SIMPLY LOCAL,Red,True,False,False,6433.069109,51.26418022,19.60490828,260.87,9579.88,3898.83,31.07,158.1,5805.99,11.88
R-62054,SL|Beef Brisket|+3,GV SIMPLY LOCAL,Red,True,False,False,6819.443638,54.20744775,20.89529094,285.72,10805.55,1532.46,12.18,64.21,2428.21,4.7
R-62053,SL|Beef Brisket|+4,GV SIMPLY LOCAL,Red,True,False,False,6957.458225,55.22315533,21.35417355,294.32,11225.17,1253.6,9.95,53.03,2022.55,3.85
R-49123,SL|Beef Brisket|AAD|SL,GV SIMPLY LOCAL,Red,True,False,False,5597.582168,44.59109435,17.05899831,226.97,8334.66,3731.72,29.73,151.31,5556.44,11.37
R-62202,SL|Beef Brisket|Plate,GV SIMPLY LOCAL,Red,True,False,False,6686.352107,53.99397144,19.60490828,278.45,10217.16,1653.4,13.35,68.86,2526.5,4.85
R-62078,SL|Beef flat roast| +1,GV SIMPLY LOCAL,Red,True,False,False,7538.239949,59.1090454,23.09262452,343.68,11672.38,2400.71,18.82,109.45,3717.32,7.35
R-62077,SL|Beef flat roast| +2,GV SIMPLY LOCAL,Red,True,False,False,7689.391043,60.0394298,23.49585358,383.88,12000.64,1767.68,13.8,88.25,2758.77,5.4
R-62076,SL|Beef flat roast| +3,GV SIMPLY LOCAL,Red,True,False,False,7838.644926,60.96188888,23.89640986,423.16,12325.61,1414.92,11,76.38,2224.84,4.31
R-48878,SL|Beef flat roast| +4,GV SIMPLY LOCAL,Red,True,False,False,7951.959701,61.75313433,24.15592943,461.81,12588.11,1214.04,9.43,70.51,1921.85,3.69
R-62209,SL|Beef flat roast| 125g,GV SIMPLY LOCAL,Red,True,False,False,7354.379994,58.05928416,22.56100439,302.99,11287.55,4178.62,32.99,172.15,6413.38,12.82
R-62210,SL|Beef flat roast|Plate,GV SIMPLY LOCAL,Red,True,False,False,7607.662992,60.78907537,22.56100439,320.57,11924.83,1831.41,14.63,77.17,2870.69,5.43
R-50319,SL|Beef Rib|Entre,SPECIALS,Red,True,False,False,31395.08077,249.9327642,94.7135178,1266.19,47676.14,6433.42,51.22,259.47,9769.7,19.41
R-48880,SL|Beef Roast Plate|Sample,GV SIMPLY LOCAL,Red,True,False,False,7184.520878,56.85280069,21.80363718,332.0,11068.15,2210.52,17.49,102.15,3405.43,6.71
R-64861,SL|Beef Short Rib|Plate,GV - FLEX BC,Red,True,False,False,7610.133765,61.46595821,22.41554823,315.09,11520.93,1954.32,15.78,80.92,2958.64,5.76
R-65673,SL|Big Veg Beet roast|320g,GV SIMPLY LOCAL,Green,False,False,True,335.1566037,4.627640351,0.828968038,11.92,315.58,90.58,1.25,3.22,85.29,0.22
R-62170,SL|Big Veg Eggplant|+1,GV SIMPLY LOCAL,Green,False,False,True,532.9473254,4.945052039,1.413897514,103.66,2064.54,104.5,0.97,20.33,404.81,0.28
R-62169,SL|Big Veg Eggplant|+2,GV SIMPLY LOCAL,Green,False,False,True,663.7085483,5.548301108,1.653333612,162.35,2519.51,102.11,0.85,24.98,387.62,0.25
R-62168,SL|Big Veg Eggplant|+3,GV SIMPLY LOCAL,Green,False,False,True,756.4522712,6.072050177,1.86021971,197.39,2905.06,99.53,0.8,25.97,382.24,0.24
R-45101,SL|Big Veg Eggplant|320g,GV SIMPLY LOCAL,Green,False,False,True,402.1861025,4.34180297,1.174461416,44.97,1609.58,108.7,1.17,12.15,435.02,0.32
R-62229,SL|Big Veg Eggplant|plate,GV SIMPLY LOCAL,Green,False,False,True,655.4691003,7.071594187,1.174461416,62.54,2246.86,107.56,1.16,10.26,368.7,0.19
R-65678,SL|Big Veg roast beets|Plate,GV SIMPLY LOCAL,Green,False,False,True,335.1566037,4.627640351,0.828968038,11.92,315.58,90.58,1.25,3.22,85.29,0.22
R-66197,SL|Big Veg zucchini|+1,GV SIMPLY LOCAL,Green,False,False,True,427.4476481,3.925156351,1.122797577,92.77,1685.64,83.81,0.77,18.19,330.52,0.22
R-66196,SL|Big Veg zucchini|+2,GV SIMPLY LOCAL,Green,False,False,True,558.208871,4.52840542,1.362233675,151.46,2140.6,85.88,0.7,23.3,329.32,0.21
R-66195,SL|Big Veg Zucchini|320g,GV SIMPLY LOCAL,Green,False,False,True,296.6864252,3.321907282,0.883361479,34.08,1230.68,80.19,0.9,9.21,332.62,0.24
R-66582,SL|big Veg Zucchini|Plate,GV SIMPLY LOCAL,Green,False,False,True,549.969423,6.0516985,0.883361479,51.65,1867.96,90.25,0.99,8.48,306.52,0.14
R-62196,SL|Big Veg|brussel sprouts,GV SIMPLY LOCAL,Green,False,False,True,602.2171849,4.326350909,2.357958568,32.54,1465.28,162.76,1.17,8.79,396.02,0.64
R-62711,SL|Big veg|brussel|+1,GV SIMPLY LOCAL,Green,False,False,True,602.2171849,4.326350909,2.357958568,32.54,1465.28,162.76,1.17,8.79,396.02,0.64
R-62710,SL|Big veg|brussel|+2,GV SIMPLY LOCAL,Green,False,False,True,602.2171849,4.326350909,2.357958568,32.54,1465.28,162.76,1.17,8.79,396.02,0.64
R-53492,SL|Big veg|BrusselRoasted,GV SIMPLY LOCAL,Green,False,False,True,440.7048221,3.734511405,1.725676255,25.76,1169.6,137.72,1.17,8.05,365.5,0.54
R-62046,SL|Big veg|BrusselRoasted +1,GV SIMPLY LOCAL,Green,False,False,True,595.1133088,4.520628343,2.113902151,70.25,1487.66,140.69,1.07,16.61,351.69,0.5
R-62045,SL|Big veg|BrusselRoasted +2,GV SIMPLY LOCAL,Green,False,False,True,749.5217956,5.306745281,2.502128048,114.74,1805.71,142.49,1.01,21.81,343.29,0.48
R-62044,SL|Big veg|BrusselRoasted +3,SPECIALS,Green,False,False,True,904.8935874,6.101322217,2.893548954,159.26,2124.94,143.63,0.97,25.28,337.29,0.46
R-62195,SL|Big veg|Brussels|Plate,GV SIMPLY LOCAL,Green,False,False,True,855.5001827,7.056142126,2.357958568,50.12,2102.56,140.38,1.16,8.22,345.02,0.39
R-62065,SL|Big Veg|Cauli Roasted| +1,GV SIMPLY LOCAL,Green,False,False,True,431.6960313,3.588399151,1.544628656,28.43,1292.59,86.34,0.72,5.69,258.52,0.31
R-62066,SL|Big Veg|Cauli Roasted| +2,GV SIMPLY LOCAL,Green,False,False,True,515.0607191,4.594361795,1.740307699,34.71,1539.92,81.76,0.73,5.51,244.43,0.28
R-62064,SL|Big Veg|Cauli Roasted| +3,GV SIMPLY LOCAL,Green,False,False,True,598.425407,5.600324438,1.935986742,40.98,1787.24,78.74,0.74,5.39,235.16,0.25
R-37781,SL|Big Veg|Caulif Roast|320g,GV SIMPLY LOCAL,Green,False,False,True,348.3313434,2.582436508,1.348949613,22.16,1045.26,94.14,0.7,5.99,282.5,0.36
R-62205,SL|Big Veg|Caulif Roast|Plate,GV SIMPLY LOCAL,Green,False,False,True,601.6143412,5.312227725,1.348949613,39.74,1682.54,98.72,0.87,6.52,276.1,0.22
R-36859,SL|Bruss Sprout Lemon Thyme|SL,GV SIMPLY LOCAL,Green,False,False,True,84.19550298,0.928771355,0.31142014,7.1,333.59,80.57,0.89,6.79,319.22,0.3
R-46325,SL|Chicken Breast,GV SIMPLY LOCAL,Red,True,False,False,900.7010682,23.59901031,0.0,75.15,84.03,519.14,13.6,43.31,48.43,0
R-46326,SL|Chicken Breast plate,GV SIMPLY LOCAL,Green,False,False,True,193.7919345,1.467389543,0.0,42.3,613.21,96.74,0.73,21.12,306.13,0
R-44799,SL|Chicken Breast|Lemon Thyme,GV SIMPLY LOCAL,Red,True,False,False,992.2556184,25.74457959,2.629597755,81.99,92.0,511.47,13.27,42.26,47.42,1.36
R-44816,SL|Chicken Breast|Plate Day 3,GV SIMPLY LOCAL,Yellow,False,True,False,1226.07401,27.64086008,0.539871767,129.33,942.64,292.62,6.6,30.87,224.97,0.13
R-44910,SL|Chicken Breast|Plate Day 7,GV SIMPLY LOCAL,Yellow,False,True,False,1146.021096,26.78307819,0.381015762,119.26,467.79,310.05,7.25,32.27,126.56,0.1
R-62298,SL|Chicken Brst|Tom basil dont,GV SIMPLY LOCAL,Red,True,False,False,916.7709264,22.70206553,2.151988625,80.52,768.56,447.21,11.07,39.28,374.91,1.05
R-62122,SL|Chicken cacciatore|+1,GV SIMPLY LOCAL,Yellow,False,True,False,1076.0573,22.51539648,2.39724072,108.29,1777.03,332.12,6.95,33.42,548.47,0.74
R-62121,SL|Chicken cacciatore|+2,GV SIMPLY LOCAL,Yellow,False,True,False,1203.069829,23.69359894,2.732170619,133.23,2139.54,261.54,5.15,28.96,465.12,0.59
R-62120,SL|Chicken cacciatore|+3,GV SIMPLY LOCAL,Yellow,False,True,False,1328.568225,24.86442738,3.064244313,157.72,2500.59,223.66,4.19,26.55,420.97,0.52
R-62119,SL|Chicken cacciatore|+4,GV SIMPLY LOCAL,Yellow,False,True,False,1455.580754,26.04262985,3.399174212,182.66,2863.1,199.39,3.57,25.02,392.21,0.47
R-57253,SL|Chicken cacciatore|AAD|140g,GV SIMPLY LOCAL,Red,True,False,False,950.5589029,21.34456804,2.065167026,83.8,1415.99,500.29,11.23,44.11,745.26,1.09
R-62217,SL|Chicken cacciatore|Plate,GV SIMPLY LOCAL,Yellow,False,True,False,1203.841901,24.07435926,2.065167026,101.38,2053.27,280.35,5.61,23.61,478.17,0.48
R-46993,SL|Chicken Drum|Plate Sample,GV SIMPLY LOCAL,Yellow,False,True,False,1166.041722,24.23718927,3.187316917,114.31,1091.97,322.11,6.7,31.58,301.65,0.88
R-16959,SL|Chicken Drumstick (2),GV SIMPLY LOCAL,Red,True,False,False,978.6479431,22.67139729,2.794894682,78.23,546.23,537.72,12.46,42.98,300.13,1.54
R-70985,SL|chicken manchuian|AAD|140g,GV SIMPLY LOCAL,Red,True,False,False,98994.03737,89.72066262,32.82549913,256.1,6567.43,52102.12,47.22,134.79,3456.54,17.28
R-47110,SL|Chicken Thigh (2) ,GV SIMPLY LOCAL,Red,True,False,False,1284.501972,32.23889025,3.492761927,102.6,110.8,738.22,18.53,58.97,63.68,2.01
R-51174,SL|Chicken Thigh Plate|Sample,GV SIMPLY LOCAL,Yellow,False,True,False,1148.362278,25.44360564,3.427853739,91.27,715.33,273.38,6.06,21.73,170.29,0.82
R-62071,SL|Chicken Thigh|+1,GV SIMPLY LOCAL,Red,True,False,False,1547.107072,37.29777572,4.211830609,136.02,633.04,481.96,11.62,42.37,197.21,1.31
R-62070,SL|Chicken Thigh|+2,GV SIMPLY LOCAL,Red,True,False,False,1652.949284,38.33582423,4.508831905,157.02,1149.03,368.14,8.54,34.97,255.91,1
R-62069,SL|Chicken Thigh|+3,GV SIMPLY LOCAL,Yellow,False,True,False,1758.034589,39.37092088,4.803480066,177.69,1659.75,305.21,6.84,30.85,288.15,0.83
R-62068,SL|Chicken Thigh|+4,GV SIMPLY LOCAL,Yellow,False,True,False,1863.876801,40.40896939,5.100481362,198.69,2175.74,264.76,5.74,28.22,309.05,0.72
R-62207,SL|Chicken Thigh|Plate,GV SIMPLY LOCAL,Red,True,False,False,1537.78497,34.96868147,3.492761927,120.17,748.08,371.98,8.46,29.07,180.96,0.84
R-62175,SL|chimichuri thigh|+1,GV SIMPLY LOCAL,Red,True,False,False,1324.087189,25.86716791,3.994080423,115.71,551.5,408.67,7.98,35.71,170.22,1.23
R-62174,SL|chimichuri thigh|+2,GV SIMPLY LOCAL,Yellow,False,True,False,1468.176969,26.94516062,4.375231237,151.58,918.85,319.17,5.86,32.95,199.75,0.95
R-62173,SL|chimichuri thigh|+3,GV SIMPLY LOCAL,Yellow,False,True,False,1610.094749,28.01535858,4.752341514,186.65,1283.0,271.06,4.72,31.42,215.99,0.8
R-62172,SL|chimichuri thigh|+4,GV SIMPLY LOCAL,Yellow,False,True,False,1754.18453,29.09335129,5.133492329,222.52,1650.34,240.3,3.99,30.48,226.07,0.7
R-57250,SL|chimichuri thigh|160g,GV SIMPLY LOCAL,Red,True,False,False,1326.093894,28.31197081,4.016447581,91.88,204.32,631.47,13.48,43.75,97.3,1.91
R-62230,SL|chimichuri thigh|Plate,GV SIMPLY LOCAL,Red,True,False,False,1326.093894,28.31197081,4.016447581,91.88,204.32,631.47,13.48,43.75,97.3,1.91
R-62227,SL|Chix breast tom/basil| 150g,GV SIMPLY LOCAL,Red,True,False,False,996.7775877,24.62791243,2.36271431,86.44,764.69,495.91,12.25,43,380.44,1.18
R-62164,SL|Chix breast tom/basil|+1,GV SIMPLY LOCAL,Yellow,False,True,False,1101.153484,25.77586671,2.598386584,90.46,899.76,327.72,7.67,26.92,267.79,0.77
R-62163,SL|Chix breast tom/basil|+2,GV SIMPLY LOCAL,Yellow,False,True,False,1189.32888,26.92282098,2.754908858,94.48,1034.76,255.22,5.78,20.27,222.05,0.59
R-62161,SL|Chix breast tom/basil|+3,GV SIMPLY LOCAL,Yellow,False,True,False,1277.504275,28.06977525,2.911431132,98.49,1169.77,214.35,4.71,16.53,196.27,0.49
R-62228,SL|Chix breast tom/basil|Plate,GV SIMPLY LOCAL,Yellow,False,True,False,1250.060586,27.35770365,2.36271431,104.02,1401.96,283.85,6.21,23.62,318.34,0.54
R-57259,SL|Creole chicken,GV SIMPLY LOCAL,Red,True,False,False,1770.844655,35.99257436,5.45240038,117.74,308.03,632.44,12.85,42.05,110.01,1.95
R-62090,SL|Ctrs thym chkn breast|+1,GV SIMPLY LOCAL,Red,True,False,False,1222.921877,23.76228453,3.13442758,128.51,1236.69,382.16,7.43,40.16,386.47,0.98
R-62089,SL|Ctrs thym chkn breast|+2,GV SIMPLY LOCAL,Yellow,False,True,False,1458.582208,25.4412094,3.591389081,181.93,1998.65,331.5,5.78,41.35,454.24,0.82
R-62088,SL|Ctrs thym chkn breast|+3,GV SIMPLY LOCAL,Yellow,False,True,False,1694.24254,27.12013428,4.048350581,235.35,2760.6,302.54,4.84,42.03,492.96,0.72
R-57256,SL|Ctrs thym chkn breast|150g,GV SIMPLY LOCAL,Red,True,False,False,987.2615449,22.08335965,2.67746608,75.1,474.73,493.63,11.04,37.55,237.36,1.34
R-62212,SL|Ctrs thym chkn breast|Plate,GV SIMPLY LOCAL,Yellow,False,True,False,1240.544543,24.81315087,2.67746608,92.68,1112.01,282.33,5.65,21.09,253.07,0.61
R-62158,SL|Ginger pork loin|+1,GV SIMPLY LOCAL,Red,True,False,False,1444.203109,18.98636348,3.19742163,263.96,7528.09,636.21,8.36,116.28,3316.34,1.41
R-62157,SL|Ginger pork loin|+2,GV SIMPLY LOCAL,Red,True,False,False,1562.548076,20.20960087,3.529906039,286.93,7824.74,440.15,5.69,80.83,2204.15,0.99
R-62156,SL|Ginger pork loin|+3,GV SIMPLY LOCAL,Red,True,False,False,1680.153535,21.43114448,3.861723375,309.44,8120.07,348.58,4.45,64.2,1684.66,0.8
R-62155,SL|Ginger pork loin|+4,GV SIMPLY LOCAL,Yellow,False,True,False,1798.498502,22.65438187,4.194207784,332.41,8416.73,294.84,3.71,54.49,1379.79,0.69
R-62159,SL|Ginger pork loin|125g,GV SIMPLY LOCAL,Red,True,False,False,1659.81917,22.2167927,3.583680367,301.95,9046.31,1276.78,17.09,232.27,6958.7,2.76
R-62226,SL|Ginger pork loin|Plate,GV SIMPLY LOCAL,Red,True,False,False,1913.102168,24.94658392,3.583680367,319.53,9683.59,517.89,6.75,86.5,2621.44,0.97
R-57389,SL|Grilled herb tofu,GV SIMPLY LOCAL,Green,False,False,True,818.9273768,1.868702947,2.605066188,6.26,176.97,44.87,0.1,0.34,9.7,0.14
R-57390,SL|Grilled tofu +1,GV SIMPLY LOCAL,Green,False,False,True,1033.851892,3.338055014,2.605066188,15.95,618.39,52.61,0.17,0.81,31.47,0.13
R-57391,SL|Grilled tofu +2,GV SIMPLY LOCAL,Green,False,False,True,1248.776408,4.807407081,2.605066188,25.64,1059.82,59.32,0.23,1.22,50.35,0.12
R-64788,SL|halibut|DRAFT,GV SIMPLY LOCAL,Yellow,False,True,False,713.9378197,9.799565279,0.873417722,205.86,1284.15,398.84,5.47,115,717.39,0.49
R-64790,SL|Halibut|Feature|+1,GV SIMPLY LOCAL,Yellow,False,True,False,731.5351414,9.937055747,0.903226067,206.98,1322.31,357.72,4.86,101.21,646.6,0.44
R-64789,SL|Halibut|Feature|+2,GV SIMPLY LOCAL,Yellow,False,True,False,815.1185307,10.83788685,0.903226067,212.78,1532.61,287.52,3.82,75.05,540.6,0.32
R-62438,SL|Halibut|Feature|100g,GV SIMPLY LOCAL,Red,True,False,False,647.9517521,9.036224646,0.903226067,201.18,1112.01,516.3,7.2,160.3,886.06,0.72
R-64773,SL|Halibut|Feature|PLATE,GV SIMPLY LOCAL,Yellow,False,True,False,901.23475,11.76601586,0.903226067,218.76,1749.29,246.98,3.22,59.95,479.39,0.25
R-62115,SL|Herb'd Pork Loin|+1,GV SIMPLY LOCAL,Red,True,False,False,2066.844369,25.62225274,4.716006767,335.25,10289.63,746.15,9.25,121.03,3714.67,1.7
R-62114,SL|Herb'd Pork Loin|+2,GV SIMPLY LOCAL,Red,True,False,False,2259.782889,27.51882759,5.138067841,348.3,10832.26,557.97,6.79,86,2674.63,1.27
R-62113,SL|Herb'd Pork Loin|+4,GV SIMPLY LOCAL,Red,True,False,False,2644.989021,31.30642173,5.981277612,374.39,11917.47,400.76,4.74,56.73,1805.68,0.91
R-37708,SL|Herb'd Pork Loin||125g,GV SIMPLY LOCAL,Red,True,False,False,2302.842855,29.51608193,5.210502011,401.07,12109.9,1315.91,16.87,229.18,6919.94,2.98
R-62215,SL|Herb'd Pork Loin|Plate,GV SIMPLY LOCAL,Red,True,False,False,2556.125853,32.24587315,5.210502011,418.65,12747.18,616.83,7.78,101.03,3076.06,1.26
R-62063,SL|Herbed chicken breast| +1do,GV SIMPLY LOCAL,Yellow,False,True,False,950.3013738,22.3482932,2.417702121,109.89,268.5,340.61,8.01,39.39,96.24,0.87
R-62062,SL|Herbed chicken breast| +2do,GV SIMPLY LOCAL,Yellow,False,True,False,1073.204126,23.24135571,2.634419966,151.46,460.99,268.97,5.82,37.96,115.54,0.66
R-62061,SL|Herbed chicken breast| +3,GV SIMPLY LOCAL,Yellow,False,True,False,1196.135533,24.13486837,2.851205617,193.04,653.65,230.47,4.65,37.19,125.94,0.55
