Category,Displayed Name,ProdId,Description,SalesGroup,Weight (g),GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g,GHG Only Label,Combined Label
GZA,Bowl,R-68822,GZA|Bowl|Corn togarashi|AAD,GV GYAZA,346.33,646.2749729,1.956919491,1.27465455,231.86,774.72,186.61,0.57,66.95,223.69,0.37,Green,Green
GZA,Bowl,R-64725,GZA|Bowl|Crispy Cauli Bowl|AAD,GV GYAZA,414.33,736.6648065,3.612125258,1.549597522,267.05,2058.48,177.8,0.87,64.45,496.82,0.37,Green,Green
GZA,Bowl,R-50362,GZA|Bowl|Karaage Chicken|AAD,GV GYAZA,478,1136.903294,16.57027258,2.497111787,281.28,1130.32,237.85,3.47,58.85,236.47,0.52,Yellow,Yellow
GZA,Bowl,R-54342,GZA|Bowl|Kitsilano Tofu|AAD,GV GYAZA,385,747.7834728,1.982495671,1.580297774,230.01,756.16,194.23,0.51,59.74,196.41,0.41,Yellow,Green
GZA,Bowl,R-64695,GZA|Bowl|Mushroom salmon bowl,GV GYAZA,1045,2408.995351,8.533465823,2.190737499,1354.94,4239.24,230.53,0.82,129.66,405.67,0.21,Yellow,Green
GZA,bowl,R-55153,GZA|bowl|Plant forward,GV GYAZA,310,616.2184728,1.539995671,1.269797774,229.51,753.73,198.78,0.5,74.04,243.14,0.41,Yellow,Green
GZA,Bowl,R-50360,GZA|Bowl|Salmon shiso ponzu,GV GYAZA,417,811.2249614,7.204953303,1.092153001,305.68,1539.17,194.54,1.73,73.3,369.11,0.26,Yellow,Green
GZA,Bowl,R-65512,GZA|Bowl|Spicy albacore Tuna,GV GYAZA,516,1148.575139,8.957992077,2.099825928,390.18,2237.47,222.59,1.74,75.62,433.62,0.41,Yellow,Green
GZA,Bowl,R-50361,GZA|Bowl|Spicy Beef|AAD,GV GYAZA,395,7554.739419,58.32728516,22.31780193,519.01,11334.07,1912.59,14.77,131.39,2869.38,5.65,Red,Red
GZA,Bowl,R-71000,GZA|Bowl|Spicy Chicken|AAD,GV GYAZA,395,982.2443675,14.80845025,2.009264896,272.45,915.34,248.67,3.75,68.97,231.73,0.51,Yellow,Yellow
GZA,Bowl,R-70668,GZA|Bowl|spicy gigner broccoli,GV GYAZA,414.33,736.6648065,3.612125258,1.549597522,267.05,2058.48,177.8,0.87,64.45,496.82,0.37,Green,Green
GZA,Combo,R-50013,GZA|Combo|Bibimbap Miso|SP,SPECIALS,665,870.1245414,3.726387147,0,250.28,1580.28,130.85,0.56,37.64,237.64,0,Green,Green
GZA,Combo,R-51248,GZA|Combo|Miso+Cone|BEEF,GV GYAZA,596,1910.407354,14.42998354,0,103.42,2704.22,320.54,2.42,17.35,453.73,0,Yellow,Green
GZA,Combo,R-50364,GZA|Combo|Miso+Cone|SAL,GV GYAZA,587.5,335.1330523,2.404133208,0,88.29,436.93,57.04,0.41,15.03,74.37,0,Green,Green
GZA,Combo,R-51247,GZA|Combo|Miso+Cone|TUN,GV GYAZA,557.5,269.8236156,2.470800634,0,42.33,314.83,48.4,0.44,7.59,56.47,0,Green,Green
GZA,Dashi+Dumps,R-51249,GZA|Dashi+Dumps|AAD,GV GYAZA,333,23.50768467,0.077547524,0.0720178,4.41,259.75,7.06,0.02,1.32,78,0.02,Green,Green
GZA,Miso for cone,R-49912,GZA|Miso for cone|SP,SPECIALS,185,2.260663,0.016052714,0.0138935,0.31,4.08,1.22,0.01,0.17,2.21,0.01,Green,Green
GZA,ramen broth,R-68982,GZA|ramen broth|Udon,SPECIALS,225,29.6771625,0.208884375,0.07465875,0.6,12.57,13.19,0.09,0.27,5.59,0.03,Green,Green
GZA,Salad,R-44328,GZA|Salad|Seaweed,GV GYAZA,143,90.2129939,1.074750765,0.177838292,15.88,766.07,63.09,0.75,11.1,535.71,0.12,Green,Green
GZA,Salad,R-50532,GZA|Salad|Sunomono,GV GYAZA,180,274.9989444,1.106767677,0.320780808,115.72,2624.55,152.78,0.61,64.29,1458.08,0.18,Green,Green
GZA,Soup,R-50508,GZA|Soup|Miso|AAD,GV GYAZA,485,97.78483104,0.353786616,0.251479737,1.09,11.67,20.16,0.07,0.22,2.41,0.05,Green,Green
GZA,sushi cone,R-40778,GZA|sushi cone|beef,GV GYAZA,111,1812.622523,14.07619693,5.477197763,102.33,2692.56,1632.99,12.68,92.19,2425.73,4.93,Red,Red
GZA,Sushi cone,R-40779,GZA|Sushi cone|chicken,GV GYAZA,92,277.2445017,5.327817189,0.715660505,42.07,150.58,301.35,5.79,45.73,163.67,0.78,Yellow,Yellow
GZA,Sushi Cone,R-40776,GZA|Sushi Cone|Salmon,GV GYAZA,102.5,237.3482212,2.050346591,0.376554971,87.2,425.26,231.56,2,85.07,414.89,0.37,Yellow,Green
GZA,Sushi Cone,R-40777,GZA|Sushi Cone|Tuna,GV GYAZA,72.5,172.0387845,2.117014018,0.346684484,41.24,303.16,237.29,2.92,56.88,418.15,0.48,Yellow,Yellow
GZA,Sushi,R-62276,GZA|Sushi|Cucumber maki roll,GV GYAZA,190,271.1291717,0.933317083,0.254225667,161.25,558.57,142.7,0.49,84.87,293.98,0.13,Green,Green
GZA,Tofu Wakame Cone,R-54299,GZA|Tofu Wakame Cone|G&G,GV GYAZA,112,176.9213417,0.716203159,0.403810105,27.79,166.99,157.97,0.64,24.81,149.1,0.36,Green,Green
HC,Benny ,R-54846,HC|Benny |Pulled Pork|AAD,SPECIALS,142.5,827.164422,10.09550471,1.566839134,134.86,4199,580.47,7.08,94.64,2946.67,1.1,Red,Red
HC,Chicken and Waffle,R-49444,HC|Chicken and Waffle|FNH,SPECIALS,196,972.1020104,16.04443697,2.023194313,79.72,1739.25,495.97,8.19,40.67,887.37,1.03,Red,Red
HC,Chicken Pot Pie(1) AAD,R-44379,HC|Chicken Pot Pie(1) AAD,GV FLEX GLOBAL BOWL,384,657.2446042,8.648776161,1.409572867,55.5,2234.84,171.16,2.25,14.45,581.99,0.37,Green,Green
HC,Chickpea Vindaloo,R-56827,HC|Chickpea Vindaloo|AAD,FT OASIS/CHAAT,341,414.9138609,2.592640277,1.116871629,96.52,1050.54,121.68,0.76,28.3,308.08,0.33,Green,Green
HC,Korean Chicken Bowl,R-69996,HC|Korean Chicken Bowl|AAD|POP,SPECIALS,460,1174.374458,24.14410963,2.790396819,200.3,1077.87,255.3,5.25,43.54,234.32,0.61,Yellow,Yellow
HC,Pesto bacon benny,R-69877,HC|Pesto bacon benny|FNH,GV GRILL FEATURE,352.0000188,1401.856049,16.59368983,2.905981152,228.09,7242.22,398.25,4.71,64.8,2057.45,0.83,Red,Red
HC,Rotini Primavera,R-55572,HC|Rotini Primavera|AAD,SPECIALS,260.375,366.4237036,3.40261459,0.567787258,49.02,2020.06,140.73,1.31,18.83,775.83,0.22,Green,Green
HCMG-Breakfast Yorkies ,,R-46081,HCMG-Breakfast Yorkies ,GV - GRILL BREAKFAST,335,803.2556482,11.49415144,1.436971298,129.52,4092.85,239.78,3.43,38.66,1221.75,0.43,Yellow,Yellow
HCMG-Pancakes-Apple Oat,,R-46073,HCMG-Pancakes-Apple Oat,GV - GRILL BREAKFAST,238,372.0748783,2.605470833,0.988608333,88.67,2371.58,156.33,1.09,37.26,996.46,0.42,Green,Green
HMCMNG,Beyond breakfast,R-51256,HMCMNG|Beyond breakfast|SP,GV - FLEX BC,516,1212.150379,10.11933624,3.388092989,124.66,5156.94,234.91,1.96,24.16,999.41,0.66,Yellow,Yellow
MILK - CARTON - 473 ml,,R-13431,MILK - CARTON - 473 ml,BEVERAGE,231.500231,516.8242657,4.537404528,0.474575474,45.67,2263.24,223.25,1.96,19.73,977.64,0.2,Yellow,Yellow
MIX,Salad Bar,R-57283,MIX|Salad Bar|draft,FOOD,10000,9367.566564,72.71345747,17.51259071,2717.25,34023.2,93.68,0.73,27.17,340.23,0.18,Green,Green
OWTP Beverage,,R-45639,OWTP Beverage,SPECIALS,10,0,0,0,0.01,0.01,0,0,0.1,0.1,0,Green,Green
OWTP Chicken Breast-Lemon Herb,,R-45636,OWTP Chicken Breast-Lemon Herb,SPECIALS,1780.000027,7042.858377,175.7491001,19.08984334,562.41,743.53,395.67,9.87,31.6,41.77,1.07,Red,Red
OWTP Potato Salad,,R-45641,OWTP Potato Salad,SPECIALS,2060,2820.518462,18.39902864,3.716694164,40.53,1277.56,136.92,0.89,1.97,62.02,0.18,Green,Green
OWTP Rice Noodle Salad,,R-45643,OWTP Rice Noodle Salad,SPECIALS,1500,2918.895738,10.75298965,3.185206855,1616.32,6760.6,194.59,0.72,107.75,450.71,0.21,Yellow,Green
"OWTP The Picnic, per person",,R-45984,"OWTP The Picnic, per person",SPECIALS,756.6000032,1420.905925,21.19239384,0.00489,223.33,897.7,187.8,2.8,29.52,118.65,0,Green,Green
OWTP Tofu-Lemon Herb,,R-45637,OWTP Tofu-Lemon Herb,SPECIALS,1780.000027,3074.758377,9.399100073,8.034843345,16.86,291.88,172.74,0.53,0.95,16.4,0.45,Green,Green
OWTP Watermelon-Fresh Sliced,,R-45640,OWTP Watermelon-Fresh Sliced,SPECIALS,1850,796.61,4.995,1.3135,6.48,8.7,43.06,0.27,0.35,0.47,0.07,Green,Green
PASTA,Baked Chorizo Penne,R-54903,PASTA|Baked Chorizo Penne|AAD,SPECIALS,632.0043333,1926.773413,24.01645795,3.699189709,347.83,11985.84,304.87,3.8,55.04,1896.48,0.59,Yellow,Yellow
PASTA,Blue Cheese Penne,R-55575,PASTA|Blue Cheese Penne|Sp,SPECIALS,355.0043333,2673.174489,31.10686691,4.864863357,449.76,16041.82,753,8.76,126.69,4518.77,1.37,Red,Red
PASTA,Chicken Pasta,R-55270,PASTA|Chicken Pasta|SP,SPECIALS,500.171,1570.137975,23.22525152,2.884607468,168.05,5300.48,313.92,4.64,33.6,1059.73,0.58,Yellow,Yellow
PASTA,Chicken Sweet Sour,R-55375,PASTA|Chicken Sweet Sour|Sp,SPECIALS,406.8215,1027.485674,15.26926577,1.874488111,277.05,1913.12,252.56,3.75,68.1,470.26,0.46,Yellow,Yellow
PASTA,Mac n Cheese Deluxe,R-54788,PASTA|Mac n Cheese Deluxe|Sp,SPECIALS,528.375,625.104266,5.695975903,1.327699174,93.48,3886.58,118.31,1.08,17.69,735.57,0.25,Green,Green
PASTA,Mac n Cheese,R-56028,PASTA|Mac n Cheese|Pork|Sp,SPECIALS,460.5178571,1124.88792,13.72102626,2.170174445,206.79,6987.64,244.27,2.98,44.9,1517.34,0.47,Yellow,Yellow
PASTA,Mac n Cheese,R-55275,PASTA|Mac n Cheese|Sausage|Sp,SPECIALS,495.5178571,1468.99042,18.36902626,2.905874445,270.15,8886.13,296.46,3.71,54.52,1793.3,0.59,Yellow,Yellow
PASTA,Penne and Meatballs,R-49748,PASTA|Penne and Meatballs|GLB,SPECIALS,390.0071364,592.619936,5.532357122,1.055127458,98.12,4248.56,151.95,1.42,25.16,1089.35,0.27,Green,Green
PASTA,Penne Meat Sauce,R-55374,PASTA|Penne Meat Sauce|Sp,SPECIALS,465.171,2933.333278,24.6493821,7.932902263,206.58,8297.27,630.59,5.3,44.41,1783.7,1.71,Red,Red
POP,Add Cod bouille,R-53358,POP|Add Cod bouille|MR,SPECIALS,103,761.5593936,9.664399899,1.189606651,236.36,2903.15,739.38,9.38,229.48,2818.59,1.15,Red,Red
POP,Balsamic Mushrooms,R-54920,POP|Balsamic Mushrooms|TEN,SPECIALS,105,204.5182393,1.616499831,0.317024975,16.44,585.14,194.78,1.54,15.66,557.28,0.3,Yellow,Green
POP,Beet Burger,R-65784,POP|Beet Burger|JB,MEAT,176,343.4532253,3.345868331,0.624898912,65.8,4011.96,195.14,1.9,37.39,2279.52,0.36,Yellow,Yellow
POP,Cauliflower Dog,R-53420,POP|Cauliflower Dog|,SPECIALS,133,172.1891863,1.051489172,0.729969481,7.49,304.69,129.47,0.79,5.63,229.09,0.55,Green,Green
POP,Cauliflower fries,R-53417,POP|Cauliflower fries|TEN,SPECIALS,365,654.029434,2.608728647,3.173026188,16.66,828.14,179.19,0.71,4.56,226.89,0.87,Green,Green
POP,Chicken Ballotine,R-54919,POP|Chicken Ballotine|TEN,SPECIALS,475,1641.335919,23.0308729,2.464190694,191.25,803.35,345.54,4.85,40.26,169.13,0.52,Yellow,Yellow
POP,Coconut Basmati,R-54921,POP|Coconut Basmati|TEN,SPECIALS,155,673.7145506,0.387209371,0.159421676,113.54,333.24,434.65,0.25,73.25,214.99,0.1,Red,Green
POP,Coq Au Vin,R-54609,POP|Coq Au Vin|Ed,SPECIALS,396,1082.155357,21.27105736,2.768780701,101.94,1601.27,273.27,5.37,25.74,404.36,0.7,Yellow,Yellow
POP,Cornbread,R-64012,POP|Cornbread|Ed,FOOD - ENTREES,100.4888889,294.8924755,2.616590482,0.416290234,29.6,1218.86,293.46,2.6,29.46,1212.93,0.41,Yellow,Yellow
POP,Eggplant Parmesan,R-54918,POP|Eggplant Parmesan|TEN,SPECIALS,475,1655.421371,12.36450018,1.821852769,267.32,6419.32,348.51,2.6,56.28,1351.44,0.38,Yellow,Yellow
POP,Fennel Bouillabaisse,R-53356,POP|Fennel Bouillabaisse|MR,SPECIALS,236,83.284362,1.046007021,0.128944282,16.89,304.71,35.29,0.44,7.16,129.11,0.05,Green,Green
POP,fifty burger,R-65782,POP|fifty burger|JB,MEAT,280.0000428,4444.813559,38.67017813,13.02624555,280.67,10050.55,1587.43,13.81,100.24,3589.48,4.65,Red,Red
POP,Flatbread,R-53249,POP|Flatbread|RoastedApple|MR,SPECIALS,111,337.8326909,3.506667519,0.4913195,52.11,2502.86,304.35,3.16,46.95,2254.83,0.44,Yellow,Yellow
Pop,Garlic Mashed,R-64213,Pop|Garlic Mashed|Ed,SPECIALS,170,123.6442325,0.896290775,0.31815656,0.53,14.24,72.73,0.53,0.31,8.38,0.19,Green,Green
POP,Garlic toast,R-53359,POP|Garlic toast|MR,SPECIALS,43.36363636,72.98728896,0.640436086,0.089177567,6.46,319.7,168.31,1.48,14.9,737.25,0.21,Green,Green
POP,Gather Salad,R-65879,POP|Gather Salad|,MEAT,143,103.0998582,1.065772921,0.266920439,11.93,373.79,72.1,0.75,8.34,261.39,0.19,Green,Green
POP,Green Rice Side,R-64013,POP|Green Rice Side|Ed,FOOD - ENTREES,170,207.4179847,0.882072462,0.335866348,95.17,411.4,122.01,0.52,55.98,242,0.2,Green,Green
POP,Honey glaze carrot,R-55259,POP|Honey glaze carrot|TEN,SPECIALS,120,52.82819649,1.154529664,0.066610339,1.55,5.83,44.02,0.96,1.29,4.86,0.06,Green,Green
POP,Meat lover dog,R-53418,POP|Meat lover dog|TEN,SPECIALS,56,279.1683403,3.572818254,0.606572408,39.47,1231.46,498.51,6.38,70.48,2199.04,1.08,Red,Red
POP,Po-boy oyster sliders,R-47070,POP|Po-boy oyster sliders,SPECIALS,256,935.803281,7.169027678,1.556881994,72.12,3552.39,365.55,2.8,28.17,1387.65,0.61,Yellow,Yellow
POP,Prawn Burger,R-65783,POP|Prawn Burger|JB,MEAT,146,1756.490779,7.263645512,0.596434311,109.99,4515.71,1203.08,4.98,75.34,3092.95,0.41,Red,Red
POP,Sauce Add,R-53978,POP|Sauce Add|MR,SPECIALS,60,125.7302631,0.142792284,0.348608006,1.17,38.49,209.55,0.24,1.95,64.15,0.58,Yellow,Green
POP,Seafood crepe,R-54917,POP|Seafood crepe|TEN,SPECIALS,451.4925373,977.9777395,3.592665291,0.576034652,140.22,1412.49,216.61,0.8,31.06,312.85,0.13,Yellow,Green
POP,Smky Black Bean Ragout,R-64024,POP|Smky Black Bean Ragout|PLT,SPECIALS,595,1085.864043,7.60230153,2.526270438,166.66,3859.19,182.5,1.28,28.01,648.6,0.42,Green,Green
POP,Smoked Brisket,R-64098,POP|Smoked Brisket|Plate,SPECIALS,640.4888889,8999.208675,70.69033673,25.65467349,375.86,14009.65,1405.05,11.04,58.68,2187.34,4.01,Red,Red
POP,Smoked Brisket,R-64099,POP|Smoked Brisket|Ptn,SPECIALS,230,8387.863607,65.54360674,25.33651693,334.46,12264.86,3646.9,28.5,145.42,5332.55,11.02,Red,Red
POP,Smoked Chicken Thigh,R-66136,POP|Smoked Chicken Thigh|Ed,SPECIALS,540,944.2861,20.8633347,2.400459162,66.1,250.93,174.87,3.86,12.24,46.47,0.44,Green,Green
POP,Smoked Tofu,R-66888,POP|Smoked Tofu|Ed,SPECIALS,615,963.6926537,3.497658771,1.748035359,272.35,1078.88,156.7,0.57,44.28,175.43,0.28,Green,Green
POP,Spicy Potato Curry,R-54607,POP|Spicy Potato Curry|Ed,SPECIALS,396,570.305325,2.312214649,1.44032421,99.88,672.47,144.02,0.58,25.22,169.82,0.36,Green,Green
POP,SZ,R-59583,POP|SZ|Chicken Shwarma ,SPECIALS,280,1221.384875,25.65902795,2.878320802,115.6,1893.24,436.21,9.16,41.29,676.16,1.03,Red,Red
POP,TMRW TRFL burger,R-65781,POP|TMRW TRFL burger|JB,MEAT,141,97.99082949,0.252589452,0.386021212,2.62,91.64,69.5,0.18,1.86,64.99,0.27,Green,Green
POP,Vegetable Terrine,R-46860,POP|Vegetable Terrine,SPECIALS,220,193.4730864,1.521956968,0.820684181,4.86,195.12,87.94,0.69,2.21,88.69,0.37,Green,Green
POP,Vegg Empanada,R-66293,POP|Vegg Empanada|Ed,SPECIALS,582,540.8797806,5.927296173,1.285417835,117.23,3826.33,92.93,1.02,20.14,657.45,0.22,Green,Green
POPUP,stephs chicken ,R-70972,POPUP|stephs chicken ,SPECIALS,220,922.2875682,17.40249672,2.343411857,129.15,464.05,419.22,7.91,58.7,210.93,1.07,Red,Red
PROMO - 2 FOR $5 - AHA 500ml /,,R-63545,PROMO - 2 FOR $5 - AHA 500ml /,BEVERAGE,1.98,0,0,0,0,0,0,0,0,0,0,Green,Green
SALAD BAR,MIX,R-57292,SALAD BAR|MIX|large|32oz,FOOD,750,906.8771453,5.20535615,2.860502685,82.14,3996.93,120.92,0.69,10.95,532.92,0.38,Green,Green
SALAD BAR,MIX,R-57291,SALAD BAR|MIX|medium|16oz,FOOD,450,544.1262872,3.12321369,1.716301611,49.28,2398.16,120.92,0.69,10.95,532.92,0.38,Green,Green
SALAD BAR,MIX,R-57296,SALAD BAR|MIX|Small|9oz,FOOD,275,332.5216199,1.908630588,1.048850984,30.12,1465.54,120.92,0.69,10.95,532.92,0.38,Green,Green
SALAD BAR,MIX,R-57289,SALAD BAR|MIX|Topper,FOOD,125,151.1461909,0.867559358,0.476750447,13.69,666.15,120.92,0.69,10.95,532.92,0.38,Green,Green
SAND,Add Bacon,R-45838,SAND|Add Bacon,GV-SANDWICH,1,28.09,0.379428571,0.060057143,5.17,154.98,2809,37.94,517,15498,6.01,Red,Red
SAND,Add Cheese,R-44678,SAND|Add Cheese,GV-SANDWICH,14,66.82800125,0.699750013,0.078450001,11.69,603.47,477.34,5,83.5,4310.5,0.56,Red,Red
SAND,Add Extra Sauce,R-44683,SAND|Add Extra Sauce,GV-SANDWICH,30,89.90805232,0.267888626,0.332915945,2.71,135.6,299.69,0.89,9.03,452,1.11,Yellow,Yellow
SAND,Add Falafel ,R-44679,SAND|Add Falafel ,GV-SANDWICH,40,67.104,0.236,0.518,0,0,167.76,0.59,0,0,1.3,Green,Green
SAND,Add Guacamole,R-44684,SAND|Add Guacamole,GV-SANDWICH,40,17.224,0.108,0.0284,0.14,0.19,43.06,0.27,0.35,0.48,0.07,Green,Green
SAND,Add Ham,R-44680,SAND|Add Ham,GV-SANDWICH,75,761.1483871,10.28129032,1.627354839,140.15,4199.43,1014.86,13.71,186.87,5599.24,2.17,Red,Red
SAND,Add Proscuitto,R-56125,SAND|Add Proscuitto,GV-SANDWICH,50,491.575,6.64,1.051,90.52,2712.14,983.15,13.28,181.04,5424.28,2.1,Red,Red
SAND,Add Roast Beef,R-44681,SAND|Add Roast Beef,GV-SANDWICH,50,3184.784299,25.37277379,9.740670327,129.21,4723.12,6369.57,50.75,258.42,9446.24,19.48,Red,Red
SAND,Add Turkey,R-44682,SAND|Add Turkey,GV-SANDWICH,50,219.98,5.84,0.5755,18.52,16.68,439.96,11.68,37.04,33.36,1.15,Red,Red
SAND,BagelHawiianPizza,R-70778,SAND|BagelHawiianPizza|AAD,GV GRILL DAY,76.5,265.75375,2.7647,0.313815,43.05,2184.41,347.39,3.61,56.27,2855.44,0.41,Yellow,Red
SAND,Chicken Ceasar ,R-48752,SAND|Chicken Ceasar |Wrap,GV-SANDWICH,401,424.143319,8.356233555,1.348233419,32.51,552.13,105.77,2.08,8.11,137.69,0.34,Green,Green
SAND,Falafel Full Build,R-43886,SAND|Falafel Full Build,GV-SANDWICH,300,352.6138676,2.900878848,1.345603528,27.94,1126.93,117.54,0.97,9.31,375.64,0.45,Green,Green
SAND,Ham Full Build,R-43880,SAND|Ham Full Build,GV-SANDWICH,310,866.8114247,10.5559009,2.048636189,135.7,4355.66,279.62,3.41,43.77,1405.05,0.66,Yellow,Yellow
Sand,Pesto Provolone Tom,R-70711,Sand|Pesto Provolone Tom|AAD,GV-SANDWICH,252,278.5332767,1.411408889,0.971986333,12.93,698.81,110.53,0.56,5.13,277.31,0.39,Green,Green
SAND,PizzaSupreme Bagel,R-70776,SAND|PizzaSupreme Bagel|AAD,GV GRILL DAY,118.5000006,702.4405898,8.048787257,1.017826876,123.48,5558.24,592.78,6.79,104.2,4690.5,0.86,Red,Red
SAND,Roast Beef Full Build,R-43885,SAND|Roast Beef Full Build,GV-SANDWICH,330,4740.30111,38.1730223,14.43438417,208.84,7739.29,1436.45,11.57,63.28,2345.24,4.37,Red,Red
SAND,Turkey Full Build,R-43884,SAND|Turkey Full Build,GV-SANDWICH,310,626.4746766,11.74817171,1.702810113,56.87,1157.43,202.09,3.79,18.35,373.36,0.55,Yellow,Yellow
SAND,Vegetable Full Build,R-28374,SAND|Vegetable Full Build,GV-SANDWICH,249.5735,250.3555478,2.558034302,0.681740776,27,1079.8,100.31,1.02,10.82,432.66,0.27,Green,Green
SB,Cereal Hot,R-14201,SB|Cereal Hot|Oatmeal,GV - GRAB & GO,275,72.79572493,0.213481837,0.219490955,21.39,773.67,26.47,0.08,7.78,281.33,0.08,Green,Green
SB,EGGS SCRAMBLED 1scoop,R-13846,SB|EGGS SCRAMBLED 1scoop,GV - GRILL BREAKFAST,125,539.9854847,9.000911615,0,93.08,2738.41,431.99,7.2,74.46,2190.73,0,Red,Red
SIDE,Bean Mixed Ragout,R-45099,SIDE|Bean Mixed Ragout,GV - SIDES,125,272.1097916,1.172414301,2.024393929,1.39,49.95,217.69,0.94,1.11,39.96,1.62,Yellow,Yellow
SIDE,Caesar salad,R-60459,SIDE|Caesar salad|FLX,GV - FLEX BC,125,149.8494866,1.477472257,0.56661718,10.85,499.95,119.88,1.18,8.68,399.96,0.45,Green,Green
side,chickpeagreeksalad,R-64673,side|chickpeagreeksalad|popRS,GV - FLEX BC,140,277.9218424,1.911580497,1.22466981,16,804.68,198.52,1.37,11.43,574.77,0.87,Yellow,Yellow
SIDE,Cous Cous,R-19690,SIDE|Cous Cous,GV - SIDES,170.097,112.2518511,1.327906253,0.280978578,17.7,628.79,65.99,0.78,10.41,369.67,0.17,Green,Green
SIDE,Fruit Cup,R-38033,SIDE|Fruit Cup|9oz,GV - SIDES,255.1455,714.5368142,5.738688213,0.655593034,91.75,4282.74,280.05,2.25,35.96,1678.55,0.26,Yellow,Yellow
SIDE,Fruit Topper,R-38028,SIDE|Fruit Topper|4oz,GV - SIDES,112,72.72470907,0.739012458,0.153527742,10.03,366.23,64.93,0.66,8.96,326.99,0.14,Green,Green
SIDE,Large Bowl,R-38159,SIDE|Large Bowl|32oz,GV - SIDES,907.184,1479.644547,12.07229911,1.814762714,242.74,7992.53,163.1,1.33,26.76,881.03,0.2,Green,Green
side,moroccancouscous,R-64674,side|moroccancouscous|popRS,SPECIALS,140,129.0354478,1.29602464,0.371534687,20.64,679.1,92.17,0.93,14.74,485.07,0.27,Green,Green
SIDE,Pita,R-31123,SIDE|Pita|Half,GV - SIDES,0.5,0.76125,0.0074,0.002445,0.21,6.41,152.25,1.48,42,1282,0.49,Green,Yellow
SIDE,Pita,R-32331,SIDE|Pita|Whole,GV - SIDES,1,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49,Green,Yellow
SIDE,Small Bowl,R-38160,SIDE|Small Bowl|16oz,GV - SIDES,453.592,725.6267734,5.849022731,0.911962623,127.87,3812.2,159.97,1.29,28.19,840.45,0.2,Green,Green
SIDE,Small Plate,R-46327,SIDE|Small Plate|6 inch,GV - SIDES,226.796,362.8133867,2.924511365,0.455981312,63.94,1906.1,159.97,1.29,28.19,840.45,0.2,Green,Green
SIDE,Soup,R-38014,SIDE|Soup|16oz,GV - SOUP,473.176,1264.903373,12.04939595,3.887163916,57.25,1973.8,267.32,2.55,12.1,417.14,0.82,Yellow,Yellow
SIDE,Soup,R-38026,SIDE|Soup|8oz,GV - SOUP,236.588,632.4516863,6.024697973,1.943581958,28.62,986.9,267.32,2.55,12.1,417.14,0.82,Yellow,Yellow
SIDE,Soup,R-14068,SIDE|Soup|Congee|Meat,GV - SOUP,473.176,738.6959904,6.626267035,2.129005741,50.67,1666.84,156.11,1.4,10.71,352.27,0.45,Green,Green
SIDE,SoupCongee,R-14102,SIDE|SoupCongee|Plain,GV - SOUP,275,82.99799949,0.204699792,0.092403616,46.47,136.29,30.18,0.07,16.9,49.56,0.03,Green,Green
SL,Add,R-57380,SL|Add|Pesto beans + Chard,FOOD,280,429.8490309,2.938704135,1.533568609,19.37,882.84,153.52,1.05,6.92,315.3,0.55,Green,Green
SL,Bacon Pork Loin,R-57257,SL|Bacon Pork Loin|AAD|100g,GV SIMPLY LOCAL,175,1504.026578,19.77417105,3.196926967,280.23,8049.79,859.44,11.3,160.13,4599.88,1.83,Red,Red
SL,Bacon Pork Loin,R-62300,SL|Bacon Pork Loin|plate,GV SIMPLY LOCAL,439.4,2116.809845,27.34625503,3.968802459,363.54,10660.96,481.75,6.22,82.74,2426.25,0.9,Red,Red
SL,bbq salmon,R-65945,SL|bbq salmon|100g,GV SIMPLY LOCAL,277,84.08438492,0.223032781,0.381795266,1.54,66.69,30.36,0.08,0.56,24.08,0.14,Green,Green
SL,Beef Back Rib,R-53405,SL|Beef Back Rib,GV SIMPLY LOCAL,284,12396.52001,98.63319793,37.91348069,502.85,18378.08,4364.97,34.73,177.06,6471.15,13.35,Red,Red
SL,Beef Back Rib Plate,R-53404,SL|Beef Back Rib Plate,GV SIMPLY LOCAL,554,12678.98484,101.1861574,38.72966041,517.61,18880.93,2288.63,18.26,93.43,3408.11,6.99,Red,Red
SL,Beef Brisket,R-62718,SL|Beef Brisket|+1,GV SIMPLY LOCAL,165,6433.069109,51.26418022,19.60490828,260.87,9579.88,3898.83,31.07,158.1,5805.99,11.88,Red,Red
SL,Beef Brisket,R-62716,SL|Beef Brisket|+2,GV SIMPLY LOCAL,165,6433.069109,51.26418022,19.60490828,260.87,9579.88,3898.83,31.07,158.1,5805.99,11.88,Red,Red
SL,Beef Brisket,R-62054,SL|Beef Brisket|+3,GV SIMPLY LOCAL,445,6819.443638,54.20744775,20.89529094,285.72,10805.55,1532.46,12.18,64.21,2428.21,4.7,Red,Red
SL,Beef Brisket,R-62053,SL|Beef Brisket|+4,GV SIMPLY LOCAL,555,6957.458225,55.22315533,21.35417355,294.32,11225.17,1253.6,9.95,53.03,2022.55,3.85,Red,Red
