ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-4573,,"CARROTS SHRED 1/16 (FINE)US""",5.000,lb,1.000,lb,PRODUCE
I-2053,,CHEESE BOCCONCINI CHEERY 3KG,3.000,Kg,1.000,Kg,DAIRY
I-2058,,CHEESE CHEVRE SOFT GOAT ,1.000,Kg,1.000,Kg,DAIRY
I-7454,,CHEESE GORGONZOLA CASTELLO,1.000,Kg,1.000,Kg,DAIRY
I-2060,,CHEESE MOZZA SHREDDED SCARD,4.000,bag,2.270,Kg,DAIRY
I-2061,,CHEESE PARM PADANO GRATED ,1.000,Kg,1.000,Kg,DAIRY
I-25119,,CONT PLAS CLR W/LID TEAR 16OZ,240.000,ea,1.000,ea,DISPOSABLES
I-3239,,CRANBERRY DRIED TFC,1.360,Kg,1.000,Kg,FOOD - GROCERY
I-3241,,CROUTON GARLIC HOMESTYL TFC,4.540,Kg,1.000,Kg,FOOD - GROCERY
I-1209,,DANISH FRESH FRUIT ,1.000,CT,1.000,CT,BAKED GOODS
I-6451,,DRESS BALSAMC MODENA,4.000,L,1.000,L,FOOD - GROCERY
I-3249,,DRESS BALSAMIC VINAIG G/FREE,2.000,JUG,3.780,L,FOOD - GROCERY
I-6450,,DRESS CAESAR RST GARLIC,4.000,L,1.000,L,FOOD - GROCERY
I-3276,,DRESS RASP LT VINAIG G/FREE,2.000,JUG,3.780,L,FOOD - GROCERY
I-2159,,EGG MED FREE RUN LOOSE PACK,15.000,DOZ,12.000,CT,DAIRY
I-1196,,ENGLISH MUFFIN (6 PACK),6.000,CT,1.000,CT,BREAD
I-7452,,FLOUR ARW PH MILLS,20.000,Kg,1.000,Kg,BAKING-RAW INGREDIENTS
I-9641,,FOCACCIA HERB FULL SHEET,1.000,SHEET,1.000,LOAF,BREAD
I-10117,,HERB MINT BC 4OZ,4.000,oz,1.000,oz,PRODUCE
I-6439,,JIT LETTUCE ROMAIN HEART CHPD,12.000,lb,1.000,lb,PRODUCE
I-1230,,LOAF LEMON (8 PORTION SLICED),8.000,CT,1.000,CT,BAKED GOODS
I-3342,,MANDARIN ORANGE SECT L/S,24.000,SM CAN,284.000,ml,FOOD - GROCERY
I-3373,,NUT ALMOND BLANCHED SLCD TFC,3.000,Kg,1.000,Kg,FOOD - GROCERY
I-2903,,OIL EVOO  EMMA 4/3L,4.000,JUG,3.000,L,FOOD - GROCERY
I-3394,,OLIVE BLACK RIPE MED PITTED ,6.000,LG CAN,2.840,L,FOOD - GROCERY
I-4752,,"ONIONS RED SLICED 1/8 US""",5.000,lb,1.000,lb,PRODUCE
I-3419,,PASTA ROTINI VEG TRI COLOUR,4.500,Kg,1.000,Kg,FOOD - GROCERY
I-2918,,PECORINO ROMANO WHITE GRATED,1.000,Kg,1.000,Kg,FOOD - GROCERY
I-6869,,PROSCIUTTO COTTO MASTRO SLICED,1.000,Kg,1.000,Kg,DELI & PREPARED MEAT
I-6870,,SALT SEA FINE AURORA,12.000,Kg,1.000,Kg,SPICES
I-6964,,SPELT POGGIO FARRO ORG 500GR,0.500,Kg,500.000,g,FOOD - GROCERY
I-4905,,STRAWBERRIES DRISCOLL US,1.000,lb,1.000,lb,PRODUCE
I-2948,,TOMATO POLPA DI POMDORO POMI,10.000,Kg,1.000,Kg,FOOD - GROCERY
I-4930,,TOMATOES HEIRLOOM CHER ORGBC,12.000,lb,1.000,lb,PRODUCE
I-48730,,VAL|Cookies Heart,6.000,ea,1.000,ea,PRODUCTION FOOD
I-6872,,VINEGAR BALSAMIC GLAZE REDUCTI,6.000,bottle,380.000,ml,FOOD - GROCERY
I-1644,,WATER DASANI 591ML,24.000,591ML,1.000,bottle,BEVERAGE
I-54298,,BAR SOLO-CHOC BROWNIE,12.000,BAR,1.000,BAR,CANDIES SNACKS
I-2860,,BASIL FLAKES VALLI,1.000,pak,750.000,g,SPICES
I-29439,,BS|Pizza Dough 1 Batch=38KG,38.000,Kg,1.000,Kg,PRODUCE
I-2118,,CHEESE CREAM PORT TFC,200.000,PTN,1.000,PTN,DAIRY
I-1778,,HOT CHOC LIQUID CONC,6.000,each,60.865,fl oz,BEVERAGE
I-3828,,MAGNUM ALMOND,12.000,BAR,1.000,BAR,ICECREAM/NOVELTY/GELATO
I-1683,,WATER VITAMIN ZERO XOXO,12.000,591ML,1.000,591ML,BEVERAGE
I-11794,,YERBA MATE REVEL BERRY 458ML,12.000,each,1.000,each,BEVERAGE
I-2203,,1% LACTO/F UHT 1L,1.000,L,1.000,L,DAIRY
6wxx,,BA Blueberry crème Danish 142g,24.000,each,1.000,each,MM BAKERY
I-3129,,BARLEY PEARL FINE TFC,5.000,Kg,1.000,Kg,FOOD - GROCERY
I-3876,,BEEF CHUCK GROUND AAA,1.000,Kg,1.000,Kg,MEAT
I-47657,,BEYOND MEAT CRUMBLE FZN,10.000,lb,1.000,lb,MEAT
I-4291,,BROCCOLI BROCCOLETTE BUNCH ,18.000,BUNCH,1.000,BUNCH,PRODUCE
I-32393,,BS Xmas Tree\Bell Sugar Cookie,6.000,ea,1.000,each,PRODUCE
I-4604,,"CELERY DICED 3/8 (REG)US""",5.000,lb,1.000,lb,PRODUCE
I-2068,,CHEESE RICOTTA  SANTA LUCIA,1.000,Kg,1.000,Kg,DAIRY
I-9702,,CHILLIES CRUSHED,1.000,Kg,1.000,Kg,SPICES
I-43852,,FLOUR CHICK PEA (CHANA) FINE ,45.000,lb,454.000,g,FOOD - GROCERY
I-26468,,MUSHROOM ASST IN OIL,12.000,jar,720.000,g,FOOD - GROCERY
I-2891,,PASTA LASAGNA SHEETS SPINACH ,5.000,Kg,1.000,Kg,FOOD - GROCERY
I-7766,,PASTA TORT CHEESE GFS,2.000,bag,2.000,Kg,FOOD - GROCERY
I-22444,,PEPPERONCINI PICKLED PEPPER,4.000,bag,2.000,L,FOOD - GROCERY
I-3887,,PORK GROUND BRITCO PER KG,1.000,Kg,1.000,Kg,MEAT
I-45558,,Prep-Vegan Parmesan,1000.000,g,1.000,g,PRODUCTION FOOD
I-3507,,SAUCE BBQ WHISKEY FORTY CREEK,2.000,4L,4.000,L,FOOD - GROCERY
I-11922,,SAUSAGE MEAT CHORIZO FRZN,5.000,CT,2.000,Kg,MEAT
I-1590,,SODA SAN PELL ARANCIATTA ,24.000,355ML,1.000,355ML,BEVERAGE
I-4549,,"SQUASH BUTTERNUT DICED 3/4 --""",5.000,lb,1.000,lb,PRODUCE
I-3659,,SUGAR GRANULATED CANE FINE,20.000,Kg,1.000,Kg,FOOD - GROCERY
I-7396,,VINEGAR RED WINE LA MOLISANA,1.000,jar,1.000,L,FOOD - GROCERY
I-43863,,VITAL WHEAT GLUTEN 2KG,2.000,Kg,1.000,Kg,FOOD - GROCERY
I-2955,,WATER SPARKLING SAN PELLEG,24.000,PTN,1.000,PTN,BEVERAGE
I-29081,,YEAST B12 NUTRITIONAL BULK,10000.000,g,1.000,g,FOOD - GROCERY
I-1068,,Bar Dark Rum  Potters Old Navy,1.000,1.75 L,1.750,L,ALCOHOL - FOOD
I-54182,,BS|Xmas|Cookies Snowflake 6ea,6.000,each,1.000,each,PRODUCTION FOOD
I-7713,,CHEESE MASCARPONE SALERNO,6.000,pak,0.450,Kg,DAIRY
I-6426,,COFFEE ESPRESSO BEAN NATOORA,1.000,lb,1.000,lb,BEVERAGE
I-1639,,COKE CLASSIC 500ML,24.000,500ML,1.000,500ML,BEVERAGE
I-1110,,COPA DORO KITCHEN,1.000,750ML,1.000,750ML,"PACKAGED BEER, CIDER"
I-1177,,CROISSANT CHOCOLATE ,1.000,CT,1.000,ea,BAKED GOODS
I-19681,,"CROISSANT SPINCH, RED PEP FETA",1.000,CT,1.000,CT,BAKED GOODS
I-1011p,,CUP PPR HOT WHT 16Z,20.000,SLEEVE,50.000,CT,DISPOSABLES
I-34617,,EASTER|Egg Cookies  6ea,6.000,ea,1.000,ea,PRODUCTION FOOD
I-52132,,G&G|Salad Cobb,1.000,ea,1.000,ea,PRODUCTION FOOD
I-52129,,G&G|Salad Crunchy Kale sal,1.000,ea,1.000,ea,PRODUCTION FOOD
I-1136,,PORT TAYLOR KITCHEN,1.000,750ML,1.000,750ML,"PACKAGED BEER, CIDER"
I-2937,,SAVIOARDI (LADY FINGERS) ,15.000,pak,400.000,g,CANDIES SNACKS
I-48733,,VAL|Cake Choc Heart 6ea,6.000,ea,1.000,ea,PRODUCTION FOOD
I-1844,,COFFEE ADAGIO WHOLE BEAN MED ,1.000,lb,1.000,lb,BEVERAGE
I-1282,,CROISSANT ALMOND ,1.000,CT,1.000,CT,BAKED GOODS
I-42198,,GELATO BLISS BAR MANGO,24.000,ea,1.000,each,ICECREAM/NOVELTY/GELATO
I-36040,,MADE GOOD Mixed Berry,6.000,ea,1.000,ea,MM Snack Ethnic
I-2253,,MILK SKIM 4L- JUG,1.000,4L,4.000,L,DAIRY
I-1598,,SODA SAN PELL LIMONATA ,24.000,355ML,1.000,355ML,BEVERAGE
I-2500,,COFFEE DECAF ESP 400G WHOLE ,1.000,pak,3.410,Kg,FAIR TRADE
I-1642,,COKE CLASSIC BIB 20L,1.000,BIB 20L,115.000,un,BEVERAGE
I-53922,,EGG NOG LIGHT,1.000,each,0.946,L,DAIRY
I-6013,,MILK 2 GO 2%   473ML,1.000,500ML,1.000,bottle,DAIRY
I-5967,,MILK 2 GO CHOC 473ML,1.000,bottle,1.000,473ML,DAIRY
I-5968,,MILK 2 GO STRAWBER 475ML,1.000,bottle,1.000,bottle,DAIRY
I-1750,,ODWALLA LIFEFOOD ORIGINAL,8.000,450ML,1.000,450ML,BEVERAGE
I-11158,,ODWALLA MANGO TANGO 450ml,8.000,ea,1.000,450ML,BEVERAGE
I-11159,,ODWALLA STRAW BANA 450ml,8.000,each,1.000,450ML,BEVERAGE
I-54074,,SYRUP MONIN PEPPERMINT,1.000,750ML,750.000,ml,BEVERAGE
I-13982,,TEA CHAI BOULDER CONCENT 3RDST,1.000,JUG,64.000,fl oz,BEVERAGE
I-11671,,WATER DASANI SPARKLING LEMON,12.000,355ML,1.000,bottle,BEVERAGE
I-57285,,AHA WATER BLUBRY POM SPARKLING,12.000,each,1.000,each,BEVERAGE
I-57484,,AHA WATER SP PEACH HONEY PET  ,24.000,each,1.000,each,BEVERAGE
I-56025,,AHA WATER SP WATERMLN LIME PET,24.000,each,1.000,each,BEVERAGE
I-43847,,BEER MOLSON CANADIAN CAN,24.000,ea,1.000,each,LIQUOR
I-1169,,BRIOCHE 4”,12.000,CT,1.000,CT,BREAD
I-28282,,BS Bar Granola 6ea,6.000,each,1.000,each,PRODUCTION FOOD
I-32397,,BS Xmas Cookies Ginersnap 6ea,6.000,ea,1.000,ea,PRODUCTION FOOD
I-32395,,BS|Xmas|Gingerbread PPL 6ea ,6.000,ea,1.000,ea,PRODUCTION FOOD
I-32394,,BS|Xmas|Mincemeat Tart 6ea,6.000,ea,1.000,ea,PRODUCE
I-4160,,Caramelllatte Arabeschi,6.000,pak,1.500,Kg,PREGEL - ALL ITEMS
I-1174,,CROISSANT CHEESE. ,1.000,CT,1.000,CT,BAKED GOODS
I-3801,,ICE CREAM  VANILLA,11.400,L,1.000,lb,ICECREAM/NOVELTY/GELATO
I-10921,,ICE CREAM STRAWBERRY 10PCT,1.000,CT,11.400,L,ICECREAM/NOVELTY/GELATO
I-33562,,MAIN ST PILSNER,6.000,ea,1.000,each,LIQUOR
I-6791,,MILK SOY ORIGINAL SLK 1.89L,1.000,un,1.860,L,DAIRY
I-33563,,OLD NIGHT PALE ALE,6.000,ea,1.000,each,LIQUOR
z202,,OMGS MILK CHOCOLATE CLUSTERS ,1.000,ea,1.000,ea,MM CANDY Chocolate 
I-35727,,PERONI BOTL,6.000,ea,1.000,each,LIQUOR
I-35728,,PERONI TALL CAN,1.000,ea,1.000,each,LIQUOR
I-1587,,SYRUP VANILLA,6.000,750ML,1.000,750ML,BEVERAGE
I-46611,,BS|Tart|Pumpkin 6ea,6.000,ea,1.000,ea,PRODUCTION FOOD
I-48731,,BS|Val|Cookies Ginger Bear 6ea,6.000,ea,1.000,ea,PRODUCTION FOOD
I-35726,,CHARDONNAY MINI BOTTLE,1.000,ea,1.000,each,LIQUOR
I-6845,,CK LABOR,1.000,ea,1.000,ea,MISC.
I-45910,,G&G-Sand Veggie Delight ,1.000,ea,1.000,ea,PRODUCTION FOOD
I-36547,,"TARTINE TARTS Quiche, Asparagu",12.000,ea,1.000,ea,MM Grocery Cereal
I-37651,,TEA BLACK EARL GREY,6.000,box,16.000,each,BEVERAGE
I-52773,,WATER SMART SPARKLING RASPB ,12.000,each,1.000,each,BEVERAGE
