ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-2353,,"9""X6"" 2-COMPARTMENT CLAMSHELL",200.0,CT,1.0,CT,DISPOSABLES
I-40647,,NUTS CASHEWS SPLIT CAJUN,1.0,ea,11340.0,g,FOOD - GROCERY
I-66292,,STARLIGHT ZERO SOFT DRINK,24.0,bottle,1.0,bottle,BEVERAGE
I-52559,,CAKE CHOC CARM BOMBE IND G/F,18.0,each,1.0,each,BAKED GOODS
I-56580,,CAKE SHEET STRAWB SHORTCAKE ,2.0,SHEET,1.0,SHEET,BAKED GOODS
I-31547,,CAKE STACK WITH OREO,40.0,slice,1.0,slice,BAKED GOODS
I-61422,,COOKIE GINGERBREAD PAINTED,1.0,each,1.0,each,BAKED GOODS
I-49928,,COOKIES-Easter Egg,1.0,ea,1.0,ea,FOOD - GROCERY
I-1187,,LOAF COUNTRY WHOLE WHEAT,1.0,LOAF,1.0,LOAF,BREAD
I-3816,,POPSICLE CYCLONE,24.0,BAR,1.0,BAR,ICECREAM/NOVELTY/GELATO
I-6882,,PUMPKIN RST 3KG,1.0,cs,3.0,Kg,FOOD - GROCERY
I-43890,,SPREAD AJVAR MILD,6.96,Kg,1.0,Kg,FOOD - GROCERY
I-32396,,BS|Xmas|Cookies Shortbread 6ea,6.0,ea,1.0,ea,PRODUCTION FOOD
Iqq-1093,,COOKIE DOUGH MONSTER M&M TFC,85.0,CT,1.0,CT,BAKING-RAW INGREDIENTS
I-26652,,COOKIE GF ALMONDD BUTTER,24.0,ea,1.0,ea,BAKED GOODS
I-38713,,COOKIE PUMPKIN SUGAR,12.0,CT,1.0,CT,BAKED GOODS
I-42103,,VALENTINE COOKIES GINGER BEAR,1.0,ea,1.0,ea,FOOD - GROCERY
