ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-43851,,AJWAIN 5LB,5.0,lb,454.0,g,SPICES
I-43854,,AMCHUR POWDER,5.0,lb,454.0,g,SPICES
I-1252,,BAGEL PLAIN  (6 PACK),6.0,CT,1.0,CT,BREAD
I-1277,,BAGEL SESAME SEED 6 PACK),6.0,CT,1.0,CT,BREAD
I-8118,,BAGUETTE PARBAKE,16.0,LOAF,1.0,LOAF,BREAD
I-4497,,BAK CHOY BABY US,30.0,lb,1.0,lb,PRODUCE
I-1402,,BAR GF NANAIMO COCONUT,24.0,CT,1.0,CT,BAKED GOODS
I-1020,,BAR NANAIMO SCORED 12X16IN ,2.0,SHEET,1.0,SHEET,BAKED GOODS
I-55475,,BASE CHOCO PREMIUM,1.0,1.6KG,1.6,Kg,FOOD - GROCERY
I-62123,,BASE GREEN TEA PREMIUM,1.0,1.6KG,1.6,Kg,FOOD - GROCERY
I-55476,,BASE VANILLA PREMIUM,1.0,1.6KG,1.6,Kg,FOOD - GROCERY
I-42273,,BEANS BLACK KOON CHUN,96.0,can,1.0,can,FOOD - GROCERY
I-4515,,BEANS GREEN ,1.0,lb,1.0,lb,PRODUCE
I-19711,,BEETS SHREDDED COARSE,5.0,lb,1.0,lb,PRODUCE
I-45976,,BISCOTTI LEMON CRANBERRY,15.0,CT,1.0,CT,BAKED GOODS
I-1283,,BROWNIE CHOCOLATE TRADITIONAL ,6.0,CT,1.0,CT,BAKED GOODS
I-1016,,BROWNIE ROCKY ROAD 12X16IN TFC,2.0,SHEET,1.0,SHEET,BAKED GOODS
I-46907,,Brownies-Blackbean Square 6ea,6.0,ea,1.0,ea,PRODUCTION FOOD
I-38808,,BS|Cookies|Sugar Pumpkin 6ea,6.0,ea,1.0,ea,PRODUCTION FOOD
I-29427,,BS|Muffin| 1 |6ea,1.0,6 pk,6.0,ea,PRODUCTION FOOD
I-29443,,BS|Muffin| 2 |6ea,1.0,6 pk,6.0,ea,PRODUCTION FOOD
I-29442,,BS|Muffin| 3 |6ea,1.0,6 pk,6.0,ea,PRODUCTION FOOD
I-29441,,BS|Muffin| 4 |6ea,1.0,6 pk,1.0,ea,PRODUCTION FOOD
I-29438,,BS|Scone| 1 |6ea,1.0,6 pk,6.0,ea,PRODUCTION FOOD
I-29437,,BS|Scone| 2 |6ea,1.0,6 pk,6.0,ea,PRODUCTION FOOD
I-29436,,BS|Scone| 3 |6ea,1.0,6 pk,6.0,ea,PRODUCTION FOOD
I-29232,,BUN|Cinnamon |LG 6ea|Unbake,6.0,ea,1.0,ea,PRODUCTION FOOD
I-28697,,BURGER QUINOA YAM,60.0,ea,1.0,ea,MEAT
I-1050,,CAKE - FOODMESH SPECIALS ,28.0,CT,1.0,srvg,BAKED GOODS
I-1048,,CAKE BLACK FOREST 12X16IN ,2.0,SHEET,24.0,slice,BAKED GOODS
I-1060,,CAKE MAPLE CHOC MANIA 16IN,2.0,CAKE,1.0,CAKE,BAKED GOODS
I-1062,,CAKE ORANGE CREAM 12X16IN,2.0,SHEET,1.0,SHEET,BAKED GOODS
I-11804,,CAKE SHEET - BUTTERTART BARS,2.0,CAKE,48.0,SHEET,BAKED GOODS
I-12439,,CAKE SHEET APLE CRUMBLE,2.0,bag,3.9,Kg,BAKED GOODS
I-11824,,CAKE SHEET BRNIE DBL CHOC FUDG,2.0,SHEET,1.0,SHEET,BAKED GOODS
I-16216,,CAKE SHEET TRIPLE CHOC FUDGE,2.0,SHEET,2.16,Kg,BAKED GOODS
I-1064,,CAKE STRAWBERRY CREAM TFC,2.0,CAKE,30.0,SHEET,BAKED GOODS
I-28412,,CAKE|Ponderosa 6ea,6.0,ea,1.0,ea,PRODUCTION FOOD
I-4601,,"CELERY DICED 1/4 US""",5.0,lb,1.0,lb,PRODUCE
I-2780,,CHEESECAKE GLUTEN FREE NY,1.0,CT,1.0,CT,BAKED GOODS
I-1073,,CHEESECAKE NEW YORK 10IN ,64.0,slice,1.0,slice,BAKED GOODS
I-44322,,CHICKPEA SEV NOODLE SNACK,15.0,each,340.0,g,FOOD - GROCERY
I-5977,,"CINNAMON STICK 6"" WHOLE",5.0,lb,454.0,g,BAKED GOODS
I-44472,,CITRIC ACID,1.0,each,1000.0,g,FOOD - GROCERY
I-11206,,CK LABOUR,1.0,HOUR,60.0,MINUTE,ZDONT USE UBCO
I-15213,,CLAM BABY CAN TFC,12.0,can,400.0,g,FOOD - GROCERY
I-1471,,COCOA POWDER 22/24% DUTCH,11.0,lb,1.0,lb,BAKING-RAW INGREDIENTS
I-3224,,COCONUT MILK 17/19% SM CAN,12.0,SM CAN,400.0,ml,FOOD - GROCERY
I-3225,,COCONUT MILK 20/22% MILK FAT,6.0,LG CAN,2.84,L,FOOD - GROCERY
I-3226,,COCONUT SHRED UNSWEETENED_ ,3.0,Kg,1.0,Kg,FOOD - GROCERY
I-1389,,COOKIE GF CHOCOLATE CHIP ,24.0,CT,1.0,CT,BAKED GOODS
I-1391,,COOKIE GF GINGER ,24.0,ea,1.0,CT,BAKED GOODS
I-49595,,COOKIE SUGAR SHAMROCK SHAPE ,160.0,each,1.0,each,BAKED GOODS
I-29300,,COOKIES|Asst Large 6ea,6.0,ea,1.0,each,PRODUCTION FOOD
I-3229,,CORN BABY WHL 200 UP COUNT TFC,6.0,LG CAN,2.84,L,FOOD - GROCERY
I-32265,,CORN/SHRIMP PORK BALL OW,50.0,ea,1.0,ea,FOOD - GROCERY
I-5077,,CRAB MEAT ROCK OCEANWISE ,1.0,lb,1.0,lb,SEAFOOD
I-7172,,CROISSANT ALMOND,1.0,CT,1.0,CT,BAKED GOODS
I-1212,,CROISSANT HAM & CHEESE ,4.0,ea,1.0,ea,BAKED GOODS
I-1227,,CROISSANT PLAIN LARGE,1.0,CT,1.0,ea,BAKED GOODS
I-1061,,CRUMBLE MXD BERRY 12X16IN T,2.0,SHEET,1.0,SHEET,BAKED GOODS
I-4347,,CUCUMBER LONG ENGLISH ,12.0,CT,1.0,CT,PRODUCE
I-4348,,CUCUMBER MINI ,20.0,lb,1.0,lb,PRODUCE
I-7173,,DANISH FRESH FRUIT,1.0,CT,1.0,ea,BAKED GOODS
I-11562,,DILL WEED FRESH,1.0,lb,1.0,lb,PRODUCE
I-9346,,DIM SUM CHICKEN BUN,50.0,CT,1.0,CT,FOOD - GROCERY
I-15239,,DIM SUM CHICKEN WONTON,16.0,tray,20.0,CT,FOOD - GROCERY
I-43238,,DONUT CHURRO,96.0,ea,1.0,each,BAKED GOODS
I-2596,,ECLAIR CHOCOLATE TFC,48.0,ea,56.0,g,BAKED GOODS
I-2598,,EGG ROLL VEGETABLE FZN,50.0,CT,1.0,CT,FOOD - GROCERY
I-3283,,EXTRACT VANILLA CLEAR ARTIF,1.0,4L,4.0,L,FOOD - GROCERY
I-37137,,G&G-Salad Crunchy w/Salmon,1.0,ea,1.0,ea,PRODUCTION FOOD
I-4653,,GAI LAN US,30.0,lb,1.0,lb,PRODUCE
I-41368,,GARLIC PEELED CLOVES BLACK,12.0,each,250.0,g,SPICES
I-50577,,GHOST ITEM,1.0,Dollar,1.0,Dollar,FOOD - GROCERY
I-9597,,GUM XANTHAN,1000.0,g,1.0,g,BAKING-RAW INGREDIENTS
I-28914,,GYOZA VEGETABLE,100.0,ea,1.0,each,FOOD - GROCERY
I-28745,,HAMBURGER GF WHOLE WHT,32.0,ea,1.0,ea,BREAD
