ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-68718,24,BUN HAMBURGER WW VEGAN 85GR,1.000,each,1.000,each,BREAD
I-68700,11,EGG CKD FOLDED  VEGAN FRZ,60.000,each,1.000,each,DAIRY
I-54711,6,CHEESE HALLOUMI TRE STELLE,6.000,pak,160.000,g,DAIRY
I-4757,39,ONIONS RED ,25.000,lb,1.000,lb,PRODUCE
I-36794,25,RICE BASMATI INDIAN ,1.000,ea,40.000,lb,FOOD - GROCERY
I-3582,58,SEASONING MONTREAL STK,3.400,Kg,1.000,Kg,SPICES
I-65714,58,CHUTNEY MANGO-TAMARIND,2.000,un,2268.000,g,FOOD - GROCERY
I-19462,58,SAUCE SOY SWEET,4.000,JUG,4300.000,ml,FOOD - GROCERY
I-30167,41,"SWEET POTATO DICED 1/4""",5.000,lb,1.000,lb,PRODUCE
I-11549,38,CARROTS ORANGE UBC,1.000,lb,1.000,lb,PRODUCE
I-19464,25,NOODLES RICE VERMICELLI,30.000,pak,400.000,g,FOOD - GROCERY
I-3701,19,NUT 1KG PISTACHIO ,1.000,Kg,1.000,Kg,FOOD - GROCERY
I-29755,18,PEAS GREEN WASABI BULK,5000.000,g,1.000,g,CANDIES SNACKS
I-4524,38,BEETS GOLDBC,5.000,lb,1.000,lb,PRODUCE
I-1271,24,LOAF MARBLE RYE SANDWICH ,4.000,LOAF,1.000,LOAF,BREAD
