ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-4271,,APPLES GRANNY SMITH ,113.000,ea,1.000,CT,PRODUCE
I-2305,,BACON PANCETTA,1.000,Kg,1.000,Kg,MEAT
I-1207,,BAGUETTE FRENCH ,24.000,each,1.000,CT,BREAD
I-59287,,BEEF GRD MUSH/ONION BLEND,5.000,Kg,1.000,Kg,MEAT
I-43648,,BRISKET BEEF CORN SMKD FR,4.500,Kg,1.000,Kg,MEAT
I-1257,,BUN PORTUGUESE ,12.000,CT,1.000,CT,BREAD
I-4557,,CABBAGE RED(50 LBS) BC,1.000,lb,1.000,CT,PRODUCE
I-3586,,CARAWAY WHL,12.000,ea,550.000,g,SPICES
I-4605,,CELERY ROOTCA,1.000,lb,1.000,lb,PRODUCE
I-7953,,CHEESE BLUE CRUMBLED,2.000,BLOCK,2.000,Kg,DAIRY
I-2078,,CHEESE BOCCONCINI MEDIUM ,3.000,Kg,1.000,Kg,DAIRY
I-14177,,CHEESE CHED SHRED,4.000,bag,2.500,Kg,DAIRY
I-11903,,CHEESE CHED SHRED AGED WHT,1.000,CT,2.500,Kg,DAIRY
I-2119,,CHEESE CREAM SPREADABLE TFC,3.000,Kg,1.000,Kg,DAIRY
I-2126,,CHEESE GOAT CRUMBLED BC WOC,2.000,Kg,1.000,Kg,DAIRY
I-19152,,CHERRIES SOUR IQF,18.000,Kg,1.000,Kg,PRODUCE
I-4007,,CHICK THIGH S/L HALAL,1.000,Kg,1.000,Kg,POULTRY
I-2980,,COCOA POWDER 3 KG,3.000,Kg,1.000,Kg,FOOD - GROCERY
I-56844,,COD POTATO CRUSTED PTNS OW,10.000,lb,1.000,lb,SEAFOOD
I-4637,,DILL BABY BC,1.000,lb,1.000,lb,PRODUCE
I-2308,,HAM CAPICOLLIFR,1.000,Kg,1.000,Kg,DELI & PREPARED MEAT
I-3340,,LENTILS GREEN BAG,5.000,Kg,1.000,Kg,FOOD - GROCERY
I-1232,,LOAF LIGHT RYE LG,1.000,LOAF,30.000,slice,BREAD
I-3364,,MOLASSES COOKING BLACKSTRAP,5000.000,ml,1.000,g,FOOD - GROCERY
I-2898,,MUSTARD DIJON WINE FLEUR,6.000,jar,1.000,Kg,FOOD - GROCERY
I-6829,,OLIVE KALAMATA LRG PITTED,4.000,each,3.000,Kg,FOOD - GROCERY
I-4775,,PARSNIPS BC,20.000,lb,1.000,lb,PRODUCE
I-3425,,PASTA SPIRAL EGG NOODLE MED ,10.000,lb,1.000,lb,FOOD - GROCERY
I-3449,,PEPPER JALAPENO SLCD,2.000,each,4.000,L,FOOD - GROCERY
I-3452,,PICKLE BREAD AND BUTTER,2.000,4L,4.000,L,FOOD - GROCERY
I-3460,,PINEAPPLE SLICE NAT JUICE CAN,24.000,SM CAN,398.000,ml,FOOD - GROCERY
I-17584,,SAL SOX SMK SLC OW CALYPSO,1.000,lb,1.000,lb,SEAFOOD
I-26960,,SAUCE BBQ KANSAS,2.000,JUG,3.780,L,FOOD - GROCERY
I-3519,,SAUCE HORSERADISH PURE,2.000,4L,4.000,L,FOOD - GROCERY
I-3520,,SAUCE HOT ORIG RED FRANKS ,4.000,JUG,3.780,L,FOOD - GROCERY
I-3575,,SAUERKRAUT WINE 4L,2.000,4L,4.000,L,FOOD - GROCERY
I-3583,,SEASONING OLD BAY,12.000,ea,680.000,g,SPICES
I-3595,,SMOKE LIQUID ARTIF,1.000,4L,4.000,L,FOOD - GROCERY
I-15032,,SOURDOUGH 5/8 COUNTRY ,1.000,LOAF,1.000,LOAF,BREAD
I-3690,,TUNA FLAKED LT WATER TFC,6.000,LG CAN,1.880,Kg,FOOD - GROCERY
I-9295,,TURKEY BRST SMKD SLICED,6.000,pak,25.000,slice,DELI & PREPARED MEAT
I-29389,,APPLES DICED IQF FRZ,1.000,bag,10.000,Kg,PRODUCE
I-4461,,APPLES GALA ROYAL BC,100.000,CT,1.000,CT,PRODUCE
I-4531,,BLUEBERRIES FRZ  BC (30#),30.000,lb,1.000,lb,PRODUCE
I-3222,,CHOC CHIPPER SUPREME 4000CT,12.000,Kg,1.000,Kg,BAKED GOODS
I-3360,,MIX PANCAKE BUTTERMILK TFC,6.000,bag,2.000,Kg,FOOD - GROCERY
I-4308,,OATS QUICK ROLLED 11.34 KG,11.340,Kg,1.000,Kg,FOOD - GROCERY
