ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-3842,,BEEF INSIDE ROUND AAA ,1.0,Kg,1.0,Kg,MEAT
I-47759,,BURGER VEG BEYOND BEET 4 OZ,40.0,each,1.0,ea,MEAT
I-5977,,"CINNAMON STICK 6"" WHOLE",5.0,lb,45.0,piece,BAKED GOODS
I-4347,,CUCUMBER LONG ENGLISH ,1.0,lb,1.25,CT,PRODUCE
I-3631,,CURRY POWDER SHAKER TFC,20.0,ea,500.0,g,SPICES
I-10923,,LETTUCE ARUGULA WILD BABY,2.0,bag,0.907,lb,PRODUCE
I-2218,,MILK 1% 20L - BAG,20.0,L,1.0,L,DAIRY
I-11194,,PAPRIKA HUNGARIAN,2.27,Kg,1.0,Kg,FOOD - GROCERY
I-3644,,PEPPER BLACK WHOLE TFC,1.0,each,2.267,Kg,SPICES
I-4786,,PEPPERS GREEN LARGE MX,25.0,lb,1.0,lb,PRODUCE
I-11807,,POTATO GERMAN BUTTER,1.0,lb,1.0,lb,PRODUCE
I-10279,,POTATO NEW UBC,1.0,lb,1.0,lb,PRODUCE
I-13252,,POTATO PEELED ,25.0,lb,1.0,lb,PRODUCE
I-3481,,RICE LONG GRAIN PARBOILED TFC,20.0,Kg,1.0,Kg,FOOD - GROCERY
I-3317,,SAGE GROUND TFC,8.0,ea,200.0,g,SPICES
I-17582,,SAL ATL FLT KUTERRA OW S/ONPBO,1.0,lb,1.0,lb,SEAFOOD
I-1068p,,SKEWER BAMBOO KNOTTED END 4IN,10.0,box,1000.0,CT,DISPOSABLES
I-11218,,STAR ANISE WHOLE,1.0,lb,1.0,lb,SPICES
I-12324,,TOFU SMOKED ROBERT ASHTON,10.0,Kg,1.0,Kg,FOOD - GROCERY
I-3678,,TOMATO DCD IN JUICE,6.0,LG CAN,2.84,L,FOOD - GROCERY
I-3683,,TOMATO SUNDRD JULIENNE,2.5,Kg,1.0,Kg,FOOD - GROCERY
I-32246,,BEETS SHREDDED MATCHSTICK RED,5.0,lb,1.0,lb,PRODUCE
I-4569,,"CARROTS DICED 3/4 US""",5.0,lb,1.0,lb,PRODUCE
I-4599,,CELERY (36CT) US,36.0,HEAD,1.0,HEAD,PRODUCE
I-3217,,CHIP TORTILLA  TRICOLOUR BLK,5.44,Kg,1.0,Kg,"CHIPS, PRETZELS, NUTS"
I-49251,,COD LING MEAT  OW,1.0,lb,1.0,lb,SEAFOOD
I-4623,,CORN BI-COLOR (48CT) US,1.0,CT,1.0,CT,PRODUCE
I-6832,,CUMIN GRND,80.0,oz,28.0,g,SPICES
I-2613,,GUAC CALIF SUPREME POUCH FZN,12.0,lb,1.0,lb,PRODUCE
I-10282,,KALE UBC FARM,10.0,lb,1.0,lb,PRODUCE
I-4833,,"PEPPERS RED DICED 3/4 US""",5.0,lb,1.0,lb,PRODUCE
I-3494,,SALSA MED THICK AND CHUNKY,4.0,JUG,3.75,L,FOOD - GROCERY
I-4913,,"SWEET POTATO DICED 3/4 US""",5.0,lb,1.0,lb,PRODUCE
I-4249,,APPLES FUJI F/XF 113 CT,113.0,CT,1.0,CT,PRODUCE
I-6775,,APPLES GALA ROYAL ,100.0,CT,1.0,CT,PRODUCE
I-8042,,APPLES GRANNY SMITH US  113 CT,1.0,cs,113.0,CT,PRODUCE
I-13225,,APPLES RED DELICIOUS 113CT,1.0,cs,113.0,CT,PRODUCE
I-4473,,AVOCADO (20CT) MX,20.0,CT,1.0,HEAD,PRODUCE
I-1236,,BAGEL MULTIGRAIN (6 PACK),6.0,CT,1.0,CT,BREAD
I-1252,,BAGEL PLAIN  (6 PACK),6.0,CT,1.0,CT,BREAD
I-1277,,BAGEL SESAME SEED 6 PACK),6.0,CT,1.0,CT,BREAD
I-54021,,BAR CHOC MILK CAMINO,12.0,each,1.0,CT,CANDIES SNACKS
I-41800,,BAR KIND ALMOND & COCONUT,12.0,ea,1.0,ea,FOOD - GROCERY
I-41804,,BAR KIND ALMOND MOCHA DK CHOC,12.0,ea,1.0,ea,FOOD - GROCERY
I-41801,,BAR KIND BLUEBRY VAN CASHEW ,12.0,ea,1.0,ea,FOOD - GROCERY
I-41805,,BAR KIND CARAMEL ALMOND,12.0,ea,1.0,each,FOOD - GROCERY
I-41802,,BAR KIND CASHW RASPBY CHIA,12.0,ea,1.0,ea,FOOD - GROCERY
I-35767,,BAR KIND CHOC/ALMOND SEA SALT,12.0,each,1.0,each,HM SWEET & SAVOURY SNACKS
I-41809,,BAR KIND DKCHOC CHERRY CASHEW,12.0,ea,1.0,ea,FOOD - GROCERY
