ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-69474,4,CHICK STRIP BRD CRUNCHY,2.0,bag,2.0,Kg,POULTRY
I-51441,54,CHILE PASILLA,1.0,Kg,1000.0,g,FOOD - GROCERY
I-11517,41,CHIP HARDBITE BBQ,24.0,bag,1.0,bag,"CHIPS, PRETZELS, NUTS"
I-63025,41,CHIP LAY BBQ BKD,40.0,each,1.0,ea,CANDIES SNACKS
I-64233,41,CHIP LAY POTATO BKD,40.0,each,1.0,ea,CANDIES SNACKS
I-40940,52,CHOC DARK CHUNCKS CALLEBAUT,45.0,lb,1.0,lb,BAKING-RAW INGREDIENTS
I-23883,24,CK- VALENTINE COOKIE 3OZ,6.0,ea,1.0,ea,BAKED GOODS
I-63897,24,"CK|BS|CAKE|Carrot 9"" Square",1.0,ea,1.0,ea,FOOD - GROCERY
I-63898,24,"CK|BS|CAKE|Chocolate 9"" Square",1.0,ea,1.0,ea,FOOD - GROCERY
I-63900,24,"CK|BS|CAKE|Vanilla 9"" Square",1.0,ea,1.0,ea,FOOD - GROCERY
I-62853,24,CK|BS|Muffin|FruitMedley| 6ea.,1.0,ea,1.0,ea,PRODUCTION FOOD
I-62850,24,CK|BS|Muffin|Morn Glory| 6ea.,1.0,ea,1.0,ea,PRODUCTION FOOD
I-62855,24,CK|BS|Muffin|SeededCarrot|6ea.,1.0,ea,1.0,ea,PRODUCTION FOOD
I-62848,24,CK|BS|Scone|Seasonal|6ea.,1.0,ea,1.0,ea,PRODUCTION FOOD
I-68671,24,CK|CAKE|Ponderosa Full Slab,1.0,ea,1.0,ea,PRODUCTION FOOD
I-62865,16,CK|G&G|HMR|Chickpea Curry.,1.0,ea,1.0,ea,PRODUCTION FOOD
I-52609,53,COFFEE COLD BREW FLASH BLACK ,6.0,each,1.0,ea,BEVERAGE
I-52636,53,COFFEE COLD BREW FLASH MOCHA,6.0,each,1.0,ea,BEVERAGE
I-53014,7,COFFEE ICE TM HRTN DBL DBL,12.0,each,1.0,ea,BEVERAGE
I-13299,55,COKE BEV-VWZ SQZ,12.0,591ML,1.0,591ML,BEVERAGE
I-1641,55,COKE CLASSIC 1L,12.0,L,1.0,L,BEVERAGE
I-1650,55,COKE DIET 1L,12.0,L,1.0,L,BEVERAGE
I-1653,55,COKE DIET BIB 10L,1.0,cs,10.0,L,BEVERAGE
I-63055,55,COKE DIET BLACKBERRY 500ML,24.0,bottle,1.0,bottle,BEVERAGE
I-61327,55,COKE DIET XTRA TOAST VAN 500ML,24.0,ea,1.0,bottle,BEVERAGE
I-1651,55,COKE DIET*BIB 20L,1.0,20lt,20.0,L,BEVERAGE
I-1635,55,COKE ZERO 355ML,12.0,355ML,1.0,CT,BEVERAGE
I-33987,55,COKE ZERO CHERRY 500ML,24.0,ea,1.0,bottle,BEVERAGE
I-61328,55,COKE ZERO VAN 500ML,24.0,bottle,1.0,bottle,BEVERAGE
I-1638,55,COKE ZERO*BIB 10L,1.0,BIB 10L,10.0,L,BEVERAGE
I-1930,24,COOKIE CHOCOLATES CHUNK,1.0,CT,1.0,CT,CANDIES SNACKS
I-28408,24,COOKIES|Asst  6ea,6.0,ea,1.0,ea,PRODUCTION FOOD
I-28405,24,COOKIES|White Coco Mac 6 ea,6.0,ea,1.0,ea,PRODUCTION FOOD
I-63681,24,COPENHAGEN EACH,1.0,ea,1.0,ea,BAKED GOODS
I-64234,33,CORE POWER BANANA 414ML,12.0,414ML,1.0,414ML,BEVERAGE
I-63749,52,CORE POWER CHOC ELITE,12.0,414ML,1.0,414ML,BEVERAGE
I-53847,52,CORE POWER CHOCO 414ML,12.0,414ML,1.0,414ML,BEVERAGE
I-19298,55,CORE POWER VANIL 414ml,12.0,bottle,1.0,bottle,BEVERAGE
I-57554,24,CRACKER BRETON*,12.0,SLEEVE,200.0,g,FOOD - GROCERY
I-20102,25,CRACKER RICE,24.0,bag,1.0,bag,FOOD - GROCERY
I-65802,8,CREAM WHIP*36% 946ML,16.0,each,946.0,ml,DAIRY
I-9708,61,CUP PLAS CLR 12oz PET,24.0,SLEEVE,40.0,CT,DISPOSABLES
I-11221,17,DAL URAD WHOLE ,10.0,CT,4.0,lb,BAKING-RAW INGREDIENTS
I-20108,10,DAN D PAK YOGURT RAISINS,12.0,bag,1.0,bag,FOOD - GROCERY
I-1166,24,DANISH BLUEBERRY CUSTARD ,1.0,CT,1.0,CT,BAKED GOODS
I-63006,24,DANISH CROWN RASPBERRY,48.0,ea,1.0,ea,BAKED GOODS
I-1284,24,DATE SQUARE GF,12.0,each,1.0,CT,BAKED GOODS
I-11902,43,DEMI-GLACE*,3.0,CT,1.8,Kg,FOOD - GROCERY
I-3267,58,DRESS ITAL GOLDEN G/FREE,2.0,JUG,3.78,L,FOOD - GROCERY
I-28770,57,Dressing- Balsamic 4L,1.0,ea,4.0,L,PRODUCTION FOOD
I-19700,3,DUMPLING PORK JAPANESE 5PC,1.0,pak,1.0,pak,SUSHI
I-34618,43,EASTER|Hot Cross Bun 6ea,6.0,ea,1.0,ea,PRODUCTION FOOD
I-55666,43,EASTER|Sugar Cookies  6ea,6.0,each,0.167,6 pk,PRODUCTION FOOD
I-2167,11,EGG YOLK*LIQUID HALAL GF,12.0,Kg,1000.0,g,DAIRY
I-40608,26,EGGNOG ALMOND,5676.0,ml,1.0,ml,DAIRY
I-4644,36,ENDIVE BELGIAN BC,10.0,lb,1.0,lb,PRODUCE
I-39932,54,ENERGY MIX 170g,12.0,bag,1.0,bag,"MM Snack Nuts, Fruit, Mixes"
I-11233,54,FENNUGREEK GAGAN,1.0,CT,200.0,g,SPICES
I-3286,31,FIG BLACK MISSION TFC,8.0,Kg,1.0,Kg,FOOD - GROCERY
I-70737,24,FOCACCIA SAND BUN SLICED,80.0,ea,1.0,ea,BREAD
I-1665,55,FRESCA 500ML,24.0,500ML,1.0,500ML,BEVERAGE
I-2607,41,FRIES SUPERSPIRAL*SPICY TFC,6.0,bag,4.0,lb,PRODUCE
I-13746,31,FRUIT SALAD DRY PACK,8.0,lb,1.0,lb,PRODUCE
I-37130,17,G&G-Dip Hummus SW,1.0,ea,1.0,ea,PRODUCTION FOOD
I-37138,12,G&G-Salad Berries w/Salmon,1.0,ea,1.0,ea,PRODUCTION FOOD
I-37123,12,G&G|HMR|Salmon,1.0,ea,1.0,ea,PRODUCTION FOOD
I-1493,54,GELATIN KESSKO LEAF,1.0,Kg,1.0,Kg,BAKING-RAW INGREDIENTS
I-1627,55,GINGER ALE CD 500ML,24.0,500ML,1.0,500ML,BEVERAGE
I-1631,38,GINGER ALE*CD BIB 10L,1.0,BIB 10L,10.0,L,BEVERAGE
I-19986,38,GINGER SUSHI,9.0,Kg,1.0,Kg,FOOD - GROCERY
I-33979,55,GOLD PEAK LEMON TEA,12.0,ea,1.0,ea,BEVERAGE
I-33981,55,GOLD PEAK RASPBERRY TEA,12.0,bottle,1.0,ea,BEVERAGE
I-33982,55,GOLD PEAK UNSWEET TEA,12.0,ea,1.0,ea,BEVERAGE
I-63698,6,GOUDA BOMBS EACH,1.0,ea,1.0,ea,BAKED GOODS
I-69064,40,GRAVY PLANETARY BURGER,1.0,cs,1.0,L,FOOD - GROCERY
I-49855,12,HALIBUT WHOLE (HEAD/GUTTED) OW,1.0,lb,1.0,lb,SEAFOOD
I-17666,41,HASHBROWN CUBED*,6.0,bag,5.0,lb,PRODUCE
I-18760,54,HERB BASIL 4OZ,1.0,cs,1.0,lb,PRODUCE
I-11563,54,HERB CHIVES BC 4oz,4.0,oz,1.0,oz,PRODUCE
I-10503,1,HOT DOG*PLANT BASED WIENER FZN,4.0,BX,14.0,each,MEAT
I-9396,55,ICE FOR RECIPES,1.0,L,1.0,L,BEVERAGE
I-50028,55,ICE TEA*GREEN PEACH GOLD PEAK,12.0,each,1.0,each,BEVERAGE
I-54077,26,INNO COCO CRAN & NUT,1.0,ea,1.0,each,FOOD - GROCERY
I-54075,26,INNO COCO SUPER SEED,1.0,ea,1.0,each,FOOD - GROCERY
I-35929,6,ITALISSIMA Monterey Jack Chees,12.0,ea,1.0,ea,MM Dairy
I-4697,38,JICAMA ,5.0,lb,1.0,lb,PRODUCE
I-43256,55,JUICE GRAPEFRUIT MM 355ML,12.0,355ML,1.0,355ML,BEVERAGE
I-1759,55,JUICE LIME SUN ORCHARD,1.0,JUG,64.0,fl oz,BEVERAGE
I-64848,55,JUICE ORANGE OASIS 300ML,24.0,each,1.0,each,BEVERAGE
I-65607,24,KLONDIKE MAPLE KRUNCH DONUT,1.0,cs,24.0,BAR,ICECREAM/NOVELTY/GELATO
I-31935,38,KOMBUCHA  ASIAN PEAR GINGER,24.0,each,1.0,each,BEVERAGE
I-31938,55,KOMBUCHA CHERRY,24.0,ea,1.0,each,BEVERAGE
I-31936,55,KOMBUCHA GREEN TEA & LEMON,24.0,each,1.0,each,BEVERAGE
I-31937,55,KOMBUCHA TRADITIONAL,24.0,each,1.0,each,BEVERAGE
I-7936,2,LAMB SHOULDER DICED,1.0,Kg,1.0,Kg,MEAT
I-33072,1,LIL PEPS HONEY GARLIC,1.0,ea,1.0,ea,MM Snack Jerky
I-33133,24,"LOAF FLAX SLICED 5/8"" PSANT ",1.0,ea,1.0,each,BREAD
I-13420,24,LOAF GF WHITE UDI'S SANDWICH,8.0,LOAF,1.0,LOAF,BREAD
I-71503,24,LOAF WHITE 5/8 CLUBHOUSE,8.0,LOAF,1.0,LOAF,BREAD
I-25211,7,MAGNUM DOUBLE CHOC VAN,12.0,BAR,1.0,BAR,ICECREAM/NOVELTY/GELATO
I-45822,31,MANGO PULP,850.0,g,1.0,g,FOOD - GROCERY
I-42899,26,MAPLE PRALINE ALMONDS,20.0,each,1.0,ea,"MM Snack Nuts, Fruit, Mixes"
I-12418,43,MARSHMALLOW,4.0,CT,5.0,lb,FOOD - GROCERY
I-25229,4,MCS TURKEY PEPPERONI & CHEDDAR,1.0,ea,1.0,ea,"JERKY, PEPPERONI"
I-65518,7,MELONA MELON,1.0,pak,8.0,each,ICECREAM/NOVELTY/GELATO
I-65519,7,MELONA STRAWBERRY,1.0,pak,8.0,each,ICECREAM/NOVELTY/GELATO
I-4723,54,MICRO INTENSITY MIX US,1.0,pak,4.0,oz,PRODUCE
I-19662,9,MILK 2 GO 1% 473ML,1.0,CT,1.0,CT,DAIRY
I-14038,9,MILK 2 GO COOK & CREAM 473ml,1.0,bottle,1.0,bottle,DAIRY
I-14039,9,MILK 2 GO ICED COFFEE 473ml,1.0,bottle,1.0,bottle,DAIRY
I-14041,9,MILK 2 GO SUGAR REDUC CHOC473M,1.0,bottle,1.0,bottle,DAIRY
I-11363,9,MILK 2% 237ml,1.0,un,1.0,CT,DAIRY
I-69627,28,MILK OAT PLANT VEDA,1.0,bag,10.0,L,DAIRY
I-2223,9,MILK SKIM 10L- BAG,10.0,L,1.0,L,DAIRY
I-12174,54,MINT LEAF RUBBED SHAKER,1.0,each,200.0,g,SPICES
I-16436,54,MOUNTAIN MIX - SIERRA ,12.0,pak,1.0,pak,FOOD - GROCERY
I-6780,40,MUSHROOM CHEF MIX 5LB,5.0,lb,1.0,lb,PRODUCE
I-4371,40,MUSHROOMS WHITE BUTTON MEDIUM,5.0,lb,1.0,lb,PRODUCE
I-1716,55,NESTEA 20L*BIB,1.0,BIB 20L,20.0,L,BEVERAGE
I-1713,55,NESTEA SWEET*&LEMON 500ML,12.0,500ML,1.0,500ML,BEVERAGE
I-52611,24,NOODLES SHANGHAI THICK WHITE,1.0,cs,5.0,lb,FOOD - GROCERY
I-7911,24,NOODLES YAKISOBA,20.0,CT,0.39,Kg,FOOD - GROCERY
I-63948,17,NORA'S ND VANILLA BEAN,1.0,ea,1.0,ea,ICECREAM/NOVELTY/GELATO
I-10867,26,NUT PEANUT*BLANCHED RST N/S ,3.0,Kg,1.0,Kg,FOOD - GROCERY
I-52697,28,OAT MILK LATTE - BLACK,6.0,each,1.0,each,BEVERAGE
I-52640,23,OAT ORG DRINK 250ML,24.0,each,1.0,ea,BEVERAGE
I-32431,61,OC,1.0,ea,1.0,ea,ZDONT USE FOOD
I-3395,49,OLIVE GREEN*MANZANILLA STUFF,2.0,4L,4.0,L,FOOD - GROCERY
I-47426,39,ONIONS YELLOW UBC,1.0,lb,1.0,lb,PRODUCE
I-3410,24,PASTA MACARONI ELBOW LRG TFC,20.0,lb,1.0,lb,FOOD - GROCERY
I-2313,1,PASTRAMI,6.0,pak,25.0,slice,DELI & PREPARED MEAT
I-3440,19,PEANUT BUTTER*SMOOTH,12.0,jar,0.5,Kg,FOOD - GROCERY
I-64826,18,PEAS ROASTED KETCHUP 90G,12.0,each,1.0,each,FOOD - GROCERY
I-43614,54,PEPPER ALEPPO CRUSHED,1.0,each,454.0,g,SPICES
I-3450,54,PEPPER MULATO DRIED CHILI,5.0,lb,1.0,lb,SPICES
I-11665,24,PEPPERONI CHEESY STIX,32.0,CT,1.0,CT,BAKED GOODS
I-4836,31,"PEPPERS RED JULIENNE 4 US""",5.0,lb,1.0,lb,PRODUCE
I-17201,31,PEPPERS YELLOW 3LB,3.0,lb,1.0,lb,PRODUCE
I-63692,1,PIE BEEF EACH,1.0,ea,1.0,ea,BAKED GOODS
I-1124,24,PIE SHELL 4IN TOPS U/SWT TFC,144.0,CT,1.0,CT,BAKING-RAW INGREDIENTS
I-63688,32,PIES HANDPIE APPLE EACH,1.0,ea,1.0,ea,BAKED GOODS
I-63687,24,PIES HANDPIE BLUEBERRY EACH,1.0,ea,1.0,ea,BAKED GOODS
I-63686,24,PIES HANDPIE CHERRY EACH,1.0,ea,1.0,ea,BAKED GOODS
I-4799,31,PINEAPPLE CHUNKS (DRY PACK) US,8.0,lb,1.0,lb,PRODUCE
I-42619,24,PITA POCKT*THIN,1.0,cs,48.0,ea,BREAD
I-55672,22,POPCORN SKINNY ORIG 18G,10.0,pak,6.0,ea,CANDIES SNACKS
I-42798,7,POPSICLE MINIONS,1.0,cs,18.0,BAR,ICECREAM/NOVELTY/GELATO
I-9284,3,PORK BUTT SHLDR BNLS FR,1.0,Kg,1.0,Kg,MEAT
I-1724,55,POWER AID ZERO GRAPE,24.0,591ML,1.0,591ML,BEVERAGE
I-63548,55,POWERADE ZERO BLUE RASP 710ML,12.0,ea,1.0,ea,BEVERAGE
I-46903,55,POWERADE ZERO FRUIT PUNCH 710m,12.0,bottle,1.0,ea,BEVERAGE
I-1727,54,POWERADE ZERO MIX BERRY,12.0,710ml,1.0,710ml,BEVERAGE
99bxx,52,PRETZEL CHOCOLATE COVERED,18.0,each,1.0,each,MM Snack Ethnic
I-9345,24,PRETZEL EACH,1.0,CT,1.0,CT,BAKED GOODS
c9,25,QUAKER Crispy Mini Sr Crm,12.0,each,1.0,each,MM Snack Popcorn & Other
I-21725,25,QUAKER Crispy Minis BBQ,12.0,ea,1.0,ea,MM Snack Popcorn & Other
I-15034,26,QUINOA CDN GLDN,25.0,lb,0.454,Kg,FOOD - GROCERY
I-20111,43,RAINBOW SNACK MIX,12.0,bag,1.0,bag,CANDIES SNACKS
I-17507,25,RICE JASMINE  - SUCCESS,40.0,lb,1.0,lb,FOOD - GROCERY
I-3482,25,RICE LONG GRAIN WHITE TFC,18.14,Kg,1.0,Kg,FOOD - GROCERY
I-3483,25,RICE MIX 7 GRAIN BLEND,2.0,bag,4.0,Kg,FOOD - GROCERY
I-47433,25,ROLL FESTIVE CRUNCH,1.0,pak,1.0,pak,SUSHI
I-66919,24,ROLLS JELLY RASP/LEMON/ASST,1.0,ea,5.0,slice,BAKED GOODS
I-1619,50,ROOT BEER BQ BIB 20L,1.0,BIB 20L,20.0,XXX,BEVERAGE
I-4429,38,RUTABAGA BULK ,25.0,lb,1.0,lb,PRODUCE
I-64296,3,SANDWICH TURKEY BACON LET,1.0,ea,1.0,ea,FOOD - GROCERY
I-54185,58,SAUCE BBQ*ORIG 3.78L,2.0,JUG,3.78,L,FOOD - GROCERY
I-7772,58,SAUCE KOREAN BBQ,1.0,4L,4.0,L,FOOD - GROCERY
I-3534,58,SAUCE PLUM*JADE MTN ,2.0,4L,4.0,L,FOOD - GROCERY
I-3910,3,SAUSAGE PORK CRUMBLE CKD FZN,2.0,PAK 2,5.5,lb,MEAT
I-1167,24,SCONE BLUEBERRY (4 PACK),4.0,CT,1.0,CT,BAKED GOODS
I-64321,6,SCONE CHEESE (4 PACK),4.0,CT,1.0,CT,BAKED GOODS
I-64323,24,SCONE LEMON CRAN (4 PACK),4.0,each,1.0,each,BAKED GOODS
I-16168,54,SEASONING GREEK 1 STEP,12.0,ea,510.0,g,SPICES
I-3579,54,SEASONING ITAL*HERB SHAKER,12.0,each,225.0,g,SPICES
I-64361,52,SLIM COCOA GF,14.0,each,1.0,each,BAKED GOODS
I-64360,24,SLIM CRANBERRY ORANGE GF,14.0,each,1.0,each,BAKED GOODS
I-64362,24,SLIM LEMON GF VEGAN,14.0,each,1.0,each,BAKED GOODS
I-1823,55,SMOOTHIE BERRY BLACK/BOYSEN,6.0,bottle,1.0,bottle,BEVERAGE
I-12468,31,SMOOTHIE COCONUT PINEAPPLE,6.0,bottle,1.0,bottle,BEVERAGE
I-57538,35,SMOOTHIE EXTREME C FRUIT,6.0,each,1.0,each,BEVERAGE
I-1824,55,SMOOTHIE EXTREME GREEN PET,6.0,bottle,1.0,bottle,BEVERAGE
I-57539,35,SMOOTHIE FRUIT EXTREME ENERGY,6.0,each,1.0,each,BEVERAGE
I-1829,31,SMOOTHIE MANGO/PASSIO,6.0,bottle,1.0,bottle,BEVERAGE
I-1789,34,SMOOTHIE RASPBERRY & CHER,6.0,bottle,1.0,bottle,BEVERAGE
I-45901,52,SNACK BITES CHOCOLATE COCONUT ,144.0,each,1.0,each,CANDIES SNACKS
I-64914,52,SNACK ENERGII BITE COCOA ,36.0,each,1.0,each,CANDIES SNACKS
I-64232,24,SNACK PRETZELS,40.0,ea,1.0,ea,CANDIES SNACKS
I-64326,32,SODA KARMA APPLE,6.0,each,1.0,each,BEVERAGE
I-64479,55,SODA KARMA BERRY,6.0,each,1.0,each,BEVERAGE
I-64480,55,SODA KARMA CHERRY,6.0,each,1.0,each,BEVERAGE
I-64327,55,SODA KARMA PEACH,6.0,each,1.0,each,BEVERAGE
I-64328,55,SODA KARMA PEAR,6.0,each,1.0,each,BEVERAGE
I-1782,30,SOY FORTIFIED CHOC SO NICE,24.0,PTN,1.0,PTN,BEVERAGE
I-1783,30,SOY FORTIFIED STRAWB,24.0,PTN,1.0,PTN,BEVERAGE
I-13219,25,SOY RICE DREAM CHOCOLATE,24.0,ea,1.0,CT,BEVERAGE
I-1854,25,SOY RICE DREAM VANILLA,24.0,CT,1.0,CT,BEVERAGE
I-1784,30,SOY VANILLA 250ML,24.0,each,1.0,ea,BEVERAGE
I-2786,6,SPANAKOPITA KRONOS,36.0,CT,1.0,CT,FOOD - GROCERY
I-13835,43,SPRINKLES RAINBOW,2.5,Kg,1.0,Kg,BAKING-RAW INGREDIENTS
I-1733,55,SPRITE 1L,12.0,L,1.0,L,BEVERAGE
I-1734,55,SPRITE BIB*20L,1.0,BIB 20L,1.0,BIB 20L,BEVERAGE
I-17597,12,SQUID CALAMARI OW 4/6OZ NK,1.0,POUCH,1.0,lb,SEAFOOD
I-68827,22,STARCH CORN 25KG,25.0,Kg,1.0,Kg,FOOD - GROCERY
I-1861,34,STEAZ BLUEBERRY POM ACAI,12.0,473ML,1.0,473ML,BEVERAGE
I-17612,55,STEAZ COCONUT GREEN TEA,12.0,CT,1.0,CT,BEVERAGE
I-1864,55,STEAZ UNSWEETND LEMON,12.0,473ML,1.0,473ML,BEVERAGE
I-39148,55,STEAZ ZERO CAL HALF AND HALF,12.0,each,1.0,473ML,BEVERAGE
I-52170,55,STEAZ Zero Goji Blackbery,12.0,473ML,1.0,473ML,BEVERAGE
I-1866,55,STEAZ ZERO PEACH MANGO ICD TEA,12.0,473ML,1.0,473ML,BEVERAGE
I-1867,55,STEAZ ZERO RASPBERRY ICD TEA,12.0,473ML,1.0,473ML,BEVERAGE
I-4904,34,STRAWBERRIES (CLAMSHELL) US,8.0,lb,1.0,lb,PRODUCE
I-49371,13,SUSHI Shrimp Temp Cali Crunch,1.0,ea,1.0,CT,SUSHI
I-1559,43,SWEETENER HONEY 1 LITER,1.0,bottle,1.0,L,BEVERAGE
I-1561,43,SWEETENER SUGAR FREE,1.0,bottle,1.0,L,BEVERAGE
I-3668,43,SWEETENER SWEET & LOW PORT T,3.0,bag,1000.0,CT,FOOD - GROCERY
I-2291,43,SWIRLS48X21G,48.0,CT,1.0,CT,DAIRY
I-49967,43,SYRUP AGAVE,1.0,JUG,4.0,L,FOOD - GROCERY
I-1564,43,SYRUP CANE SUGAR,1.0,bottle,0.75,L,BEVERAGE
I-3653,54,THYME GROUND TFC,12.0,ea,375.0,g,SPICES
I-3106,33,TOFU DESSERT BANANA,24.0,pak,1.0,pak,FOOD - GROCERY
I-3108,20,TOFU DESSERT CUSTARD ,24.0,pak,1.0,pak,FOOD - GROCERY
I-3109,20,TOFU DESSERT PEACH MANGO ,24.0,pak,1.0,pak,FOOD - GROCERY
I-4923,37,TOMATOES 5X6 BULKUS,25.0,lb,1.0,lb,PRODUCE
I-4925,37,TOMATOES CHERRY US,12.0,BASKET,1.0,BASKET,PRODUCE
I-35334,37,TOMATOES HEIRLOOM LARGE,9.0,Kg,1.0,Kg,PRODUCE
I-3684,43,TOPPING CARAM SUNDAE,8.0,pak,1.0,L,FOOD - GROCERY
I-1142,24,TORTILLA FLOUR*10IN,12.0,pak,12.0,CT,BAKED GOODS
I-1151,24,TORTILLA FLOUR*W/WHEAT 10IN,12.0,DOZ,12.0,CT,BAKED GOODS
I-55554,55,TRIBE ACV BLKBERRY DRINK,12.0,each,1.0,each,BEVERAGE
I-55555,55,TRIBE ACV GINGER PEACH DRINK,12.0,each,1.0,each,BEVERAGE
I-55553,55,TRIBE ACV TROPICAL BLEND DRINK,12.0,each,1.0,each,BEVERAGE
I-7063,12,TUNA SKIPJACK POUCH PAK,6.0,pak,1.22,Kg,SEAFOOD
I-7791,4,TURKEY BNQ ST THIGH-BRST,1.0,Kg,1.0,Kg,POULTRY
I-3986,4,TURKEY BREAST BONELESS -FRESH,1.0,Kg,1.0,Kg,POULTRY
I-3968,4,TURKEY SCHNITZEL*BRD WHT ,4.0,Kg,1.0,Kg,POULTRY
I-1741,55,V8 VEG COCKTAIL,24.0,340ML,1.0,340ML,BEVERAGE
I-24218,6,VALENTINES CHEESECAKE RASP,6.0,ea,1.0,ea,BAKED GOODS
I-53574,55,VITA  CHRYST TEA UNSWEET,24.0,CT,1.0,CT,BEVERAGE
I-53557,55,VITA  OOLONG TEA UNSWEET,24.0,CT,1.0,CT,BEVERAGE
I-2822,55,VITA BLACKCURRANT,48.0,CT,1.0,CT,BEVERAGE
I-2823,55,VITA CEYLON LEMON TEA,48.0,CT,1.0,CT,BEVERAGE
I-63636,55,VITA CEYLON TEA UNSWEET,24.0,ea,1.0,ea,BEVERAGE
I-42769,55,VITA GREEN TEA UNSWT ,24.0,CT,1.0,CT,BEVERAGE
