ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-42200,7,GELATO BLISS BAR COCONUT,24,ea,1,each,ICECREAM/NOVELTY/GELATO
I-42201,7,GELATO BLISS BAR STRAWB KIWI,24,ea,1,ea,ICECREAM/NOVELTY/GELATO
I-42202,7,GELATO BLISS BAR ESPRESSO,24,each,1,ea,ICECREAM/NOVELTY/GELATO
I-42203,7,GELATO BLISS BAR VANILLA,24,ea,1,ea,ICECREAM/NOVELTY/GELATO
I-42204,7,GELATO CONO PALLA VANILLA,24,ea,1,each,ICECREAM/NOVELTY/GELATO
I-42210,7,GELATO VANILLA BEAN MINI CUP,24,ea,1,ea,ICECREAM/NOVELTY/GELATO
I-2188,8,CREAM WHIP REAL 12X400G ,12,CT,400,g,DAIRY
I-2208,9,MILK BUTTERMILK 3.25%,1,ea,0.964,L,DAIRY
I-2218,9,MILK 1% 20L - BAG,20,L,1,L,DAIRY
I-2235,9,MILK 1% 2L-CTN,2,L,1,L,DAIRY
I-31992,9,MILK 2% 20L HTST BAG,20,L,1,L,DAIRY
I-47525,9,MILK BUTTERMILK 3.25% 2L,1,ea,2,L,DAIRY
I-11662,10,YOGURT PEACH 175G STIRRED,1,CT,1,CT,DAIRY
I-14189,10,YOGURT BLUEBERRY 175G,1,CT,1,CT,DAIRY
I-20321,10,YOGURT STR STIRRED 175GR,1,CT,1,CT,DAIRY
I-2171,10,YOGURT STRAWB POUCH,4,POUCH,2,Kg,DAIRY
I-2172,10,YOGURT VAN POUCH,4,POUCH,2,Kg,DAIRY
I-2194,10,YOGURT BLUEBERRY STIRRED 175G,1,CT,1,CT,DAIRY
I-2196,10,YOGURT FF PEACH 175G ,1,CT,1,CT,DAIRY
I-2197,10,YOGURT RASPBERRY STIRRED 175G,1,CT,1,CT,DAIRY
I-2198,10,YOGURT STRAWBERRY STIRRED 175G,1,CT,1,CT,DAIRY
I-2199,10,YOGURT FLDBRY STIRRED 175G ,1,CT,1,CT,DAIRY
I-2202,10,YOGURT STRAWBRY STIRRED 175G ,1,CT,1,CT,DAIRY
I-32226,10,YOGURT GREEK ALT BLACKCHERRY ,12,ea,1,ea,DAIRY
I-32227,10,YOGURT GREEK ALT BLUEBERRY,12,120UN,1,ea,DAIRY
I-32228,10,YOGURT GREEK ALT PEACH ,12,ea,1,ea,DAIRY
I-32229,10,YOGURT GREEK ALT STRAWBERRY ,12,ea,1,ea,DAIRY
I-52884,10,YOGURT VANILLA STR 4KG TUB,1,4KG,4,Kg,DAIRY
I-6849,10,YOGURT VANILLA,12,CT,150,g,DAIRY
I-19633,10,YOGURT FROZEN MIX ,1,pak,1,pak,ICECREAM/NOVELTY/GELATO
I-45659,10,G&G|Pot|Yogurt Berries,1,ea,1,ea,PRODUCTION FOOD
I-45660,10,G&G|Pot|Yogurt Tropical ,1,ea,1,ea,PRODUCTION FOOD
I-2083,11,EGG FREE RANGE MAPLE CARTON,15,DOZ,12,CT,DAIRY
I-2157,11,EGG LIQ WHL FRSH KOSHER ESL KG,12,Kg,1,Kg,DAIRY
I-5144,12,TUNA ALBACORE OCEANWISE,10.2,Kg,2.2,lb,SEAFOOD
I-10483,12,SAL SMK CANDY NUGGET OW,1,lb,1,lb,SEAFOOD
I-17581,12,ROCKFISH FLT SEACHOICE YEL OW,1,lb,1,lb,SEAFOOD
I-17582,12,SAL ATL FLT KUTERRA OW S/ONPBO,1,lb,1,lb,SEAFOOD
I-49251,12,COD LING MEAT  OW,1,lb,1,lb,SEAFOOD
I-5120,12,SAL SOX SMK SLC O/WISE,1,lb,1,lb,SEAFOOD
I-18913,13,CRAB SHELLS OW,1,lb,1,lb,SEAFOOD
I-5077,13,CRAB MEAT ROCK OCEANWISE ,1,lb,1,lb,SEAFOOD
I-5132,13,SHRIMPMT MP 150/250 O/W,1,lb,1,lb,SEAFOOD
I-8109,13,PRAWN B/TIG PD T/ON 26/30 OW,1,lb,1,lb,SEAFOOD
I-5088,14,MUSSELS N/SHELL  OW SALTSPNG ,1,lb,1,lb,SEAFOOD
I-5127,14,SCALLOP 40/60 IQF O/WISE,1,lb,1,lb,SEAFOOD
I-5134,14,SQUID CALAMARI STK O/WISE,1,lb,1,lb,SEAFOOD
I-15213,14,CLAM BABY CAN TFC,12,can,400,g,FOOD - GROCERY
I-53031,16,SNACK LENTILS LIGHTLY SALTED,12,ea,1,ea,CANDIES SNACKS
I-53032,16,SNACK LENTILS BARBECUE,12,ea,1,ea,CANDIES SNACKS
I-53630,16,SNACK LENTILS BBQ 140G,12,ea,1,ea,CANDIES SNACKS
I-53631,16,SNACK LENTILS S&V 140G,12,ea,1,ea,CANDIES SNACKS
I-53632,16,SNACK LENTILS LIGHT SALT 140G,12,ea,1,ea,CANDIES SNACKS
I-22870,16,HUMMUS ORIGINAL SNACK,12,ea,1,ea,FOOD - GROCERY
I-44322,16,CHICKPEA SEV NOODLE SNACK,15,each,340,g,FOOD - GROCERY
I-54771,16,SNACK HUMMUS RED PEPPER W/CRAC,12,ea,1,ea,FOOD - GROCERY
I-54772,16,SNACK HUMMUS GARLIC W/ CRACK,12,ea,1,ea,FOOD - GROCERY
I-2568,17,BEAN LIMA GRN BABY IQF,6,bag,2,Kg,PRODUCE
I-4510,17,BEANS EDAMAME PODS,12,pak,500,g,PRODUCE
I-4515,17,BEANS GREEN ,1,lb,1,lb,PRODUCE
I-4518,17,BEANS GREEN TRIMMED WHOLE US,5,lb,1,lb,PRODUCE
I-5005,17,SALAD MIX 7 BEAN FZN,4,pak,2,Kg,PRODUCE
I-13256,17,SPROUTS MIXED BEAN,5,lb,1,lb,PRODUCE
I-29019,17,TUNA FLAKES DRIED BONITO ,6,bag,500,g,FOOD - GROCERY
I-2866,17,BEANS CANNELLINI LA MOLISANA ,24,can,19,fl oz,FOOD - GROCERY
I-3341,17,LENTILS RED SPLIT,10,Kg,1,Kg,FOOD - GROCERY
I-42273,17,BEANS BLACK KOON CHUN,96,can,1,can,FOOD - GROCERY
I-5555,17,BEANS ZANAE BUTTER ,12,Kg,1,Kg,FOOD - GROCERY
I-4895,18,PEAS SNAP SCI,2,lb,1,lb,PRODUCE
I-43562,18,PEAS SUGAR/SNOW,2,lb,1,lb,PRODUCE
I-3436,18,BEANS PEA GREEN SPLIT,10,Kg,1,Kg,FOOD - GROCERY
I-3441,19,PEANUT BUTTER PORT TFC,200,PTN,1,PTN,FOOD - GROCERY
I-12324,20,TOFU SMOKED ROBERT ASHTON,10,Kg,1,Kg,FOOD - GROCERY
I-2809,20,SOYBEAN ROASTED BBQ,12,CT,1,CT,FOOD - GROCERY
I-3105,20,TOFU DESSERT ALMOND ,24,pak,1,pak,FOOD - GROCERY
I-3107,20,TOFU DESSERT COCONUT,24,pak,1,pak,FOOD - GROCERY
I-3914,20,HOT DOG VEG 7IN 5/LB FZN TFC,10,lb,5,CT,MEAT
I-47759,20,BURGER VEG BEYOND BEET 4 OZ,40,each,1,ea,MEAT
I-3952,20,TEMPEH (10LB BOX FZ),10,lb,1,lb,MISC.
I-5020,20,SOYBEAN EDAMAME FZN IN SHELL,20,pak,500,g,PRODUCE
I-51607,20,BURGER VEG  VEGAN HALAL,36,CT,1,CT,FOOD - GROCERY
I-29346,21,CEREAL MESA  SUNRISE ,6,bag,750,g,FOOD - GROCERY
I-29347,21,CEREAL MESA SUNRISE W/RAISIN N,6,bag,750,g,FOOD - GROCERY
I-29348,21,CEREAL HERITAGE FLAKES,6,bag,907,g,FOOD - GROCERY
I-3165,21,CEREAL CHEERIOS HONEY NUT PCH,4,POUCH,1105,g,FOOD - GROCERY
I-3169,21,CEREAL CINN TOAST CRUNCH POUCH,4,POUCH,1275,g,FOOD - GROCERY
I-3185,21,CEREAL RAISIN BRAN POUCH TFC,6,bag,1325,g,FOOD - GROCERY
I-3191,21,CEREAL VARIETY PACK CUP TFC,60,PTN,1,PTN,FOOD - GROCERY
I-41645,21,DDP BULK PINEAPPLE TIDBITS,5000,g,1,g,MM Grocery Cereal
I-41646,21,DDP BULK FRUIT LOOP MEDLEY,11340,g,1,g,MM Grocery Cereal
I-17680,22,CEREAL CORNPUFF GORILA MNCH GF,12,ea,1,bag,FOOD - GROCERY
I-18791,22,CORN DOG MINI,100,ea,1,CT,FOOD - GROCERY
I-3229,22,CORN BABY WHL 200 UP COUNT TFC,6,LG CAN,2.84,L,FOOD - GROCERY
I-34504,22,CEREAL CORNFLAKES HONEY,6,bag,750,g,FOOD - GROCERY
I-39077,22,CEREAL CORN FLAKE ECO 750G NP,6,bag,750,g,FOOD - GROCERY
I-4623,22,CORN BI-COLOR (48CT) US,1,CT,1,CT,PRODUCE
I-1241,23,BAR OAT FUDGE(6 PACK),1,CT,6,ea,BAKED GOODS
I-19501,23,"OATS BLUE,STRAW,BRWN SGR TO GO",12,ea,1,ea,FOOD - GROCERY
I-19502,23,OATS BRWN SGR & FLAX TO GO,12,ea,1,ea,FOOD - GROCERY
I-19503,23,OATS GF CRAN APPLE WALNUT  ,12,ea,1,ea,FOOD - GROCERY
I-19504,23,OATS RAISINS W/ ALMONDS  TO GO,12,ea,1,ea,FOOD - GROCERY
I-36042,23,BOB'S RED Oatmeal Cups Maple B,12,ea,1,ea,MM Grocery Chill
I-36044,23,BOB'S RED Oatmeal Cups Classic,12,ea,1,ea,MM Grocery Chill
I-36046,23,BOB'S RED Oatmeal Cups Apple/C,12,each,1,ea,MM Grocery Chill
I-40912,23,BOB'S RED Oatmeal Cups bb/hznt,12,ea,1,ea,MM Grocery Chill
I-37119,23,G&G|Pot|Over Night Oat ,1,ea,1,ea,PRODUCTION FOOD
I-6144,23,CK BAR GRANOLA,1,CT,1,CT,PREP
I-29242,23,Granola 2kg,1,ea,2,Kg,PRODUCTION FOOD
I-7701,23,COUSCOUS WW,6,box,0.908,Kg,FOOD - GROCERY
I-1016,24,BROWNIE ROCKY ROAD 12X16IN TFC,2,SHEET,1,SHEET,BAKED GOODS
I-1020,24,BAR NANAIMO SCORED 12X16IN ,2,SHEET,1,SHEET,BAKED GOODS
I-1033,24,BREAD PITA GREEK THK 7IN TFC,120,CT,1,CT,BAKED GOODS
I-1041,24,BROWNIE TWO BITE 280g BAG,20,bag,1,bag,BAKED GOODS
I-1043,24,BROWNIE TWO BITE SNACK PACK ,40,bag,1,bag,BAKED GOODS
I-1048,24,CAKE BLACK FOREST 12X16IN ,2,SHEET,24,slice,BAKED GOODS
I-1050,24,CAKE - FOODMESH SPECIALS ,28,CT,1,srvg,BAKED GOODS
I-1059,24,LEMON CRUNCH 12X16IN TFC,2,SHEET,1,SHEET,BAKED GOODS
I-1060,24,CAKE MAPLE CHOC MANIA 16IN,2,CAKE,1,CAKE,BAKED GOODS
I-1061,24,CRUMBLE MXD BERRY 12X16IN T,2,SHEET,1,SHEET,BAKED GOODS
I-1062,24,CAKE ORANGE CREAM 12X16IN,2,SHEET,1,SHEET,BAKED GOODS
I-1064,24,CAKE STRAWBERRY CREAM TFC,2,CAKE,30,SHEET,BAKED GOODS
I-1065,24,TIRAMISU LAYER SUPER 12X16I,2,SHEET,1,SHEET,BAKED GOODS
I-1067,24,PUDDING STICKY TOFFEE 12X16IN,2,SHEET,1,SHEET,BAKED GOODS
I-1073,24,CHEESECAKE NEW YORK 10IN ,64,slice,1,slice,BAKED GOODS
I-1077,24,CHEESECAKE VERY BERRY G/FREE ,2,CAKE,14,slice,BAKED GOODS
I-1081,24,COOKIE CHOC CHIP IND WRPD TFC,72,CT,1,CT,BAKED GOODS
I-1083,24,COOKIE CHOC CHIP T/S TFC,72,CT,1,CT,BAKED GOODS
I-1115,24,DANISH MINI ASSORTED,120,ea,1,CT,BAKED GOODS
I-1116,24,DANISH RASPBERRY CROWN,48,ea,1,ea,BAKED GOODS
I-1131,24,PIZZA DOUGH SHEETED 16IN TFC,20,CT,1,CT,BAKED GOODS
I-11804,24,CAKE SHEET - BUTTERTART BARS,2,CAKE,48,SHEET,BAKED GOODS
I-11824,24,CAKE SHEET BRNIE DBL CHOC FUDG,2,SHEET,1,SHEET,BAKED GOODS
I-11881,24,CROISSANT MINI CHOCOLATE,160,CT,1,CT,BAKED GOODS
I-12180,24,PIE PUMPKIN 10in,6,PIE,1,CT,BAKED GOODS
I-1227,24,CROISSANT PLAIN LARGE,1,CT,1,ea,BAKED GOODS
I-1242,24,SCONE CRAN & BLUEBERRY,1,CT,1,CT,BAKED GOODS
I-12439,24,CAKE SHEET APLE CRUMBLE,2,bag,3.9,Kg,BAKED GOODS
I-1283,24,BROWNIE CHOCOLATE TRADITIONAL ,6,CT,1,CT,BAKED GOODS
I-1383,24,BISCOTTI GF ALMOND & ANISE ,48,CT,1,CT,BAKED GOODS
I-1388,24,COOKIE GF ALMOND BUTTER,12,CT,1,CT,BAKED GOODS
I-1389,24,COOKIE GF CHOCOLATE CHIP ,24,CT,1,CT,BAKED GOODS
I-1391,24,COOKIE GF GINGER ,24,ea,1,CT,BAKED GOODS
I-1398,24,SQUARE GF CARROT CAKE RTC,12,CT,1,CT,BAKED GOODS
I-1400,24,SQUARE GF CHOC BROWNIE RTC,24,CT,1,CT,BAKED GOODS
I-1401,24,BAR GF COCONUT NANAIMO  ,24,CT,1,CT,BAKED GOODS
I-1402,24,BAR GF NANAIMO COCONUT,24,CT,1,CT,BAKED GOODS
I-1404,24,TART GF BUTTER SINGLE WRAPPED,24,CT,1,CT,BAKED GOODS
I-1406,24,TART GF CHOCO DIPPED PECAN ,24,CT,1,CT,BAKED GOODS
I-14349,24,MACAROON PANIFRANCE,1,tray,72,CT,BAKED GOODS
I-16216,24,CAKE SHEET TRIPLE CHOC FUDGE,2,SHEET,24,slice,BAKED GOODS
I-17687,24,CHIPS COCONUT ,24,ea,1,ea,BAKED GOODS
I-17916,24,MUFFIN GF BLUEBERRY,4,ea,1,CT,BAKED GOODS
I-18636,24,STRUDEL BLUEBERRY MINI,120,ea,1,ea,BAKED GOODS
I-18638,24,DANISH MINI CINNAMON ,120,ea,1,ea,BAKED GOODS
I-19179,24,MUFFIN GF BLUEBERRY BC,24,ea,1,ea,BAKED GOODS
I-1965,24,CUPCAKE VANILLA ,48,ea,1,ea,BAKED GOODS
I-19900,24,MARSHMALLOW STICK - CHOCOLATE,24,ea,1,ea,BAKED GOODS
I-19905,24,MACAROON CHOC TWO BITE 280g,20,bag,1,bag,BAKED GOODS
I-19906,24,MACAROON COCONUT TWO BITE 280g,20,bag,1,bag,BAKED GOODS
I-19907,24,DONUT MINI CHOC COATED BITES,16,pak,14,piece,BAKED GOODS
I-19908,24,DONUT MINI POWDERED BITES,16,pak,16,piece,BAKED GOODS
I-19909,24,DONUT MINI OLD FASIONED BITES,16,pak,14,piece,BAKED GOODS
I-20799,24,SQUARE GF BROWNIE ,24,slice,1,CT,BAKED GOODS
I-22489,24,"TART BUTTER PLAIN 3"" ",48,ea,1,ea,BAKED GOODS
I-24279,24,VALENTINES COOKIE JAM FILLED,6,ea,1,ea,BAKED GOODS
I-2596,24,ECLAIR CHOCOLATE TFC,48,ea,56,g,BAKED GOODS
I-26462,24,CHIPS COCONUT RIBBON,1,bag,1000,g,BAKED GOODS
I-2661,24,PIE APPLE U/BKD 10IN,6,PIE,1,PIE,BAKED GOODS
I-2662,24,PIE BLUEBERRY U/BKD 10IN,6,PIE,1,PIE,BAKED GOODS
I-2664,24,PIE CHERRY U/BKD 8IN TFC,6,PIE,1,PIE,BAKED GOODS
I-2667,24,PIE LEMON MERINGUE CKD10I,6,PIE,1,PIE,BAKED GOODS
I-2668,24,PIE PECAN CKDCRUST 10IN,6,PIE,1,PIE,BAKED GOODS
I-2669,24,PIE PUMPKIN CKD T/S 10IN,6,PIE,1,PIE,BAKED GOODS
I-2671,24,PIE STRAW RHUBARB U/BKD 10IN,6,PIE,1,PIE,BAKED GOODS
I-2760,24,STRUDEL APPLE MINI U/BKD TFC,120,ea,1,CT,BAKED GOODS
I-2780,24,CHEESECAKE GLUTEN FREE NY,1,CT,1,CT,BAKED GOODS
I-29689,24,CROISSANT BUTTER CHOCOLATE,60,ea,1,ea,BAKED GOODS
I-29690,24,CROISSANT BUTTER LARGE,80,ea,1,ea,BAKED GOODS
I-29693,24,DANISH CHERRY GREEK YOG,60,ea,1,ea,BAKED GOODS
I-29699,24,DANISH MAPLE PECAN,48,ea,1,ea,BAKED GOODS
I-29700,24,DANISH CUSTARD CROWN,48,ea,1,ea,BAKED GOODS
I-31492,24,BAR SWEET SALTY CARAMEL 12X16,24,ea,1,ea,BAKED GOODS
I-31541,24,"TART LEMON CURD 3""",24,ea,1,ea,BAKED GOODS
I-3358,24,MUFFIN MIX CORN BREAD,10,Kg,1,Kg,BAKED GOODS
I-43238,24,DONUT CHURRO,96,ea,1,each,BAKED GOODS
I-45976,24,BISCOTTI LEMON CRANBERRY,15,CT,1,CT,BAKED GOODS
I-46830,24,TIRAMISU RONDINE,36,each,1,ea,BAKED GOODS
I-47655,24,PASTRY ALMOND PEAR,12,ea,1,ea,BAKED GOODS
I-47962,24,LOAF BANANA (7 PORTION SLICES),6,LOAF,7,slice,BAKED GOODS
I-47963,24,LOAF LEMON (8 PORTION SLICES),8,LOAF,8,slice,BAKED GOODS
I-49595,24,COOKIE SUGAR SHAMROCK SHAPE ,160,each,1,each,BAKED GOODS
I-7172,24,CROISSANT ALMOND,1,CT,1,CT,BAKED GOODS
I-7173,24,DANISH FRESH FRUIT,1,CT,1,ea,BAKED GOODS
I-1085,24,COOKIE DOUGH CHOC CHIP DBL TFC,85,CT,1,CT,BAKING-RAW INGREDIENTS
I-1089,24,COOKIE DOUGH CHOC CHIP LG,85,CT,1,CT,BAKING-RAW INGREDIENTS
I-1093,24,COOKIE DOUGH MONSTER M&M TFC,85,CT,1,CT,BAKING-RAW INGREDIENTS
I-1096,24,COOKIE DOUGH OATMEAL RAISIN LG,85,CT,1,CT,BAKING-RAW INGREDIENTS
I-1100,24,COOKIE DOUGH WTE/CHOC MAC/NUT ,85,CT,1,CT,BAKING-RAW INGREDIENTS
I-2654,24,PASTRY PUFF SHEET 12X18IN LR ,30,CT,1,CT,BAKING-RAW INGREDIENTS
I-3244,24,GRAHAM CRUMB COOKIE TFC,4.53,Kg,2.2,lb,BAKING-RAW INGREDIENTS
I-43559,24,"PASTRY PUFF ROUND HIGH RISE 5""",200,CT,1,CT,BAKING-RAW INGREDIENTS
I-1024,24,ROLL CKTL  ASST T/S FZN,120,CT,1,CT,BREAD
I-1047,24,HOT DOG SLIDER SLCD FZN,12,bag,12,CT,BREAD
I-11664,24,LOAF MULTIGRAIN SANDWICH ,1,LOAF,30,LOAF,BREAD
I-11854,24,CIABATTA TUSCANO ,12,CT,1,CT,BREAD
I-1189,24,LOAF CRAN DATE MG,8,CT,1,CT,BREAD
I-1195,24,ROLL WHOLE WHEAT DINNER ,12,CT,1,CT,BREAD
I-1205,24,"FOCACCIA SLAB - 1"" THICK ",1,CT,1,CT,BREAD
I-1236,24,BAGEL MULTIGRAIN (6 PACK),6,CT,1,CT,BREAD
I-1247,24,BAGUETTE PARISIEN MULTIGRAIN ,1,CT,1,CT,BREAD
I-12478,24,LOAF WHWHT 1/2 SANDWICH ,1,LOAF,30,slice,BREAD
I-1252,24,BAGEL PLAIN  (6 PACK),6,CT,1,CT,BREAD
I-1274,24,LOAF WHITE SANDWICH ,1,LOAF,30,slice,BREAD
I-1277,24,BAGEL SESAME SEED 6 PACK),6,CT,1,CT,BREAD
I-1373,24,LOAF MULTIGRAIN BREAD,6,LOAF,1,LOAF,BREAD
I-14190,24,LOAF MULTIGRAIN 5/8 SANDWICH,1,LOAF,1,LOAF,BREAD
I-17151,24,CIABATTA TUSCANO SLICED,12,CT,1,CT,BREAD
I-24229,24,LOAF ORGANIC  PAN SLD CHEEKY,1,LOAF,1,LOAF,BREAD
I-2572,24,BISCUIT BUTTERMILK,70,CT,1,CT,BREAD
I-28745,24,HAMBURGER GF WHOLE WHT,32,ea,1,ea,BREAD
I-42615,24,MORNING ROUND APPLECINN 6/450G,36,ea,1,ea,BREAD
I-42616,24,MORNING ROUND CRAN ORNG 6/450G,36,ea,1,ea,BREAD
I-42617,24,MORNING ROUND MUESLI 6/450G,36,ea,1,ea,BREAD
I-8118,24,BAGUETTE PARBAKE,16,LOAF,1,LOAF,BREAD
I-30144,24,PASTA RAVIOLI BUTTERNUT SQUASH,6,lb,453,g,FOOD - GROCERY
I-3414,24,PASTA PENNE RIGATE TFC,20,lb,1,lb,FOOD - GROCERY
I-3418,24,PASTA ROTINI TFC,20,lb,1,lb,FOOD - GROCERY
I-3422,24,PASTA SPAG 20IN TFC,20,lb,1,lb,FOOD - GROCERY
I-48618,24,VALENTINE COOKIES HEART ,6,ea,1,ea,FOOD - GROCERY
I-48619,24,VALENTINE CAKE COCO HEART ,6,ea,1,ea,FOOD - GROCERY
I-54838,24,Valentine GF Sandwich Cookies,12,ea,1,ea,FOOD - GROCERY
I-6107,24,CK CAKE PONDEROSA SLICE,1,slice,1,slice,PREP
I-6145,24,CK COOKIE CHOC CHIP 1/2 DOZ,6,CT,1,CT,PREP
I-28407,24,COOKIES|Chocolate Chip 6ea,6,ea,1,ea,PRODUCTION FOOD
I-28412,24,CAKE|Ponderosa 6ea,6,ea,1,ea,PRODUCTION FOOD
I-28489,24,CAKE|Vanilla 9x13,1,ea,1,ea,PRODUCTION FOOD
I-28490,24,CAKE|Vanilla 9 Square,1,ea,1,ea,PRODUCTION FOOD
I-28502,24,CAKE|Chocolate 9x13,1,ea,1,ea,PRODUCTION FOOD
I-28503,24,CAKE|Chocolate 9 round,1,ea,1,ea,PRODUCTION FOOD
I-28507,24,CAKE|Carrot 9x13,1,ea,1,ea,PRODUCTION FOOD
I-28508,24,"CAKE|Carrot 9"" Square",1,ea,1,ea,PRODUCTION FOOD
I-29300,24,COOKIES|Asst Large 6ea,6,ea,1,each,PRODUCTION FOOD
I-29427,24,BS|Muffin| 1 |6ea,1,6 pk,6,ea,PRODUCTION FOOD
I-29436,24,BS|Scone| 3 |6ea,1,6 pk,6,ea,PRODUCTION FOOD
I-29437,24,BS|Scone| 2 |6ea,1,6 pk,6,ea,PRODUCTION FOOD
I-29438,24,BS|Scone| 1 |6ea,1,6 pk,6,ea,PRODUCTION FOOD
I-29441,24,BS|Muffin| 4 |6ea,1,6 pk,1,ea,PRODUCTION FOOD
I-29442,24,BS|Muffin| 3 |6ea,1,6 pk,6,ea,PRODUCTION FOOD
I-29443,24,BS|Muffin| 2 |6ea,1,6 pk,6,ea,PRODUCTION FOOD
