ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-65741,3,BACON 2.5MM NATURALLY SMKD,5.000,Kg,1.000,Kg,MEAT
I-68699,11,EGG LIQ WHL VEGAN JUST EGG,12.000,each,1.000,each,DAIRY
I-2166,11,EGG WHITE LIQUID GABLETOP,12.000,Kg,1.000,Kg,DAIRY
I-7055,24,FOCACCIA,1.000,SHEET,1.000,SHEET,BREAD
I-3314,54,OREGANO LEAF TFC,1.000,pak,650.000,g,SPICES
I-6810,38,SWEET POTATO 5LB,5.000,lb,1.000,lb,PRODUCE
I-67659,1,BURGER 50/50 4oz,48.000,each,1.000,each,MEAT
I-65951,1,BURGER 50/50 5.33oz,30.000,each,1.000,each,MEAT
I-56382,44,OIL CANOLA 100% PURE,16.000,L,1.000,L,FOOD - GROCERY
I-40428,54,TOGARASHI DRY CHILI W/SEA SALT,12.000,ea,55.000,g,SPICES
I-65799,8,CREAMO10% 946ML,1.000,un,946.000,ml,DAIRY
I-1758,55,JUICE LEMON SUN ORCHARD,1.000,JUG,64.000,fl oz,BEVERAGE
I-68111,10,YOGURT YOGGU PLAIN COCONUT,3.500,Kg,1.000,Kg,DAIRY
