ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-68718,24,BUN HAMBURGER WW VEGAN 85GR,1.0,each,1,each,BREAD
I-68700,11,EGG CKD FOLDED  VEGAN FRZ,60.0,each,1,each,DAIRY
I-54711,6,CHEESE HALLOUMI TRE STELLE,6.0,pak,160,g,DAIRY
I-4757,39,ONIONS RED ,25.0,lb,1,lb,PRODUCE
I-36794,25,RICE BASMATI INDIAN ,1.0,ea,40,lb,FOOD - GROCERY
I-3582,54,SEASONING MONTREAL STK,3.4,Kg,1,Kg,SPICES
I-65714,58,CHUTNEY MANGO-TAMARIND,2.0,un,2268,g,FOOD - GROCERY
I-19462,58,SAUCE SOY SWEET,4.0,JUG,4300,ml,FOOD - GROCERY
I-30167,41,"SWEET POTATO DICED 1/4""",5.0,lb,1,lb,PRODUCE
I-11549,35,CARROTS ORANGE UBC,1.0,lb,1,lb,PRODUCE
I-19464,25,NOODLES RICE VERMICELLI,30.0,pak,400,g,FOOD - GROCERY
I-3701,19,NUT 1KG PISTACHIO ,1.0,Kg,1,Kg,FOOD - GROCERY
I-29755,18,PEAS GREEN WASABI BULK,5000.0,g,1,g,CANDIES SNACKS
I-4524,38,BEETS GOLDBC,5.0,lb,1,lb,PRODUCE
I-1271,24,LOAF MARBLE RYE SANDWICH ,4.0,LOAF,1,LOAF,BREAD
