ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-3429,58,PASTE CURRY TANDOORI,1,ea,5000,ml,FOOD - GROCERY
I-2658,59,PEROGY POT CHED CKD 180CT-30G,2,bag,2.75,Kg,FOOD - GROCERY
I-3337,59,KETCHUP CRYO,2,bag,6,L,FOOD - GROCERY
I-5009,59,MIX VEG PEA CARROT DCD GRADE A,6,bag,2,Kg,PRODUCE
I-31126,59,STEAMED BUN WEDGE LUNCH /LRG,100,ea,1,each,FOOD - GROCERY
I-32258,59,BUN CHICKEN & VEG,50,ea,1,ea,FOOD - GROCERY
I-32268,59,DIM SUM BEEF BALLS,50,ea,1,ea,FOOD - GROCERY
I-46598,59,DIM SUM VEGETABLE BUN,60,ea,1,ea,FOOD - GROCERY
I-29663,59,GYOZA PORK & VEGETABLE ,100,ea,1,ea,FOOD - GROCERY
I-28899,59,HA GOW OCEANWISE SHRIMP ,2,bag,50,each,FOOD - GROCERY
I-28904,59,SIU MAI PORK & SHRIMP O/W,2,bag,50,each,FOOD - GROCERY
I-18915,59,SPRING ROLL VEG,48,ea,1,ea,FOOD - GROCERY
I-28907,59,STEAMED BUN BBQ PORK ,60,ea,1,each,FOOD - GROCERY
