ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-13791,24,BAR GF NANAIMO 3X3 WRAPPED,12,CT,1,CT,BAKED GOODS
I-63679,24,BUTTERHORNS EACH,1,ea,1,ea,BAKED GOODS
I-31545,24,CAKE CARROT CARM STACK,48,slice,1,slice,BAKED GOODS
I-1057,24,CAKE CHOC TRIPLE TIGER 12X16IN,2,SHEET,1,SHEET,BAKED GOODS
I-60871,24,CAKE SHEET CHOC LAYER 12X16IN,2,SHEET,1,SHEET,BAKED GOODS
I-29698,24,"CHEESECAKE 2"" MINI",40,ea,1,ea,BAKED GOODS
I-1392,24,COOKIE GF GINGER VEGAN ,12,CT,1,CT,BAKED GOODS
I-63680,24,POPPYHORNS,1,ea,1,ea,BAKED GOODS
I-1250,24,PRETZEL PIZZA EACH,1,ea,1,CT,BAKED GOODS
I-3771,55,YERBA MATE TEA ORG TRADITIONAL,6,lb,1,lb,BEVERAGE
I-1790,55,JUICE APPLE 100% UNSWT TETRA,40,PTN,1,PTN,BEVERAGE
I-19634,24,LOAF FRENCH BREAD,1,ea,1,LOAF,BREAD
I-2309,3,HAM FESTIVE ,1,Kg,1,Kg,DELI & PREPARED MEAT
I-3125,21,CEREAL RICE KRISPIE SQ,6,ea,1,ea,FOOD - GROCERY
I-37470,22,CORN HOMINY,6,LG CAN,2835,g,FOOD - GROCERY
I-19540,54,FENUGREEK LEAVES DRY,454,g,1,g,FOOD - GROCERY
I-3397,31,OLIVE RIPE BLACK SLCD,6,LG CAN,2.84,L,FOOD - GROCERY
I-3506,58,SAUCE BBQ SMOKEY TFC,2,JUG,3.78,L,FOOD - GROCERY
I-3540,58,SAUCE SAMBAL OELEK,3,jar,3500,L,FOOD - GROCERY
I-3110,20,TOFU EXTRA FIRM GREEN,12,pak,350,g,FOOD - GROCERY
I-2949,37,TOMATO SAN MARZANO LA REGINA,6,LG CAN,100,fl oz,FOOD - GROCERY
I-37475,40,PASTE ACHIOTE,110,g,1,g,FOOD - GROCERY
I-36996,59,"SANDWICH BACON, CHEDD & TOMATO",1,ea,1,ea,FOOD - GROCERY
I-36999,59,SANDWICH CASATA FALAFEL,1,ea,1,ea,FOOD - GROCERY
I-36998,59,SANDWICH CHICKEN CRANCHERRY,1,ea,1,ea,FOOD - GROCERY
I-36995,59,SANDWICH EGG SALAD,1,ea,1,ea,FOOD - GROCERY
I-37000,59,SANDWICH HAM & CHEESE,1,ea,1,ea,FOOD - GROCERY
I-36997,59,SANDWICH SALMON SALAD,1,ea,1,ea,FOOD - GROCERY
I-38987,59,WRAP BREAKFAST HAM & CHEESE,1,ea,1,ea,FOOD - GROCERY
I-38988,59,WRAP BREAKFAST MEDITERRANEAN,1,ea,1,ea,FOOD - GROCERY
I-3912,18,BURGER VEGGIE  44CT FZN,44,CT,1,CT,MEAT
I-3852,3,PORK BUTT SHLDR BNLS N/NFR,1,Kg,1,Kg,MEAT
I-22915,3,PORK FEET CUT,1,Kg,1,Kg,MEAT
I-64876,18,TMRW BURGER PATTIES VEGAN,40,each,1,each,MEAT
I-64877,3,TMRW SAUSAGE BREAKFAST PATTY,100,each,1,ea,MEAT
I-55331,4,CHICK BREAST BL/SO HAL TENDOUT,1,Kg,1,Kg,POULTRY
I-3999,4,CHICK DRUMSTICK HALAL,1,Kg,1,Kg,POULTRY
I-4465,36,ASPARAGUS (LARGE) MX,11,lb,1,lb,PRODUCE
I-22443,40,BAMBOO SHOOTS STRIP,6,LG CAN,2.84,L,PRODUCE
I-10616,17,BEANS ROMANO ,1,lb,1,lb,PRODUCE
I-4582,38,CARROTS BABY BUNCHED BC,1,each,1,CT,PRODUCE
I-11670,40,COLESLAW MIX CABBAGE&CARROT,5,lb,1,lb,PRODUCE
I-10265,37,TOMATOES HEIRLOOM BC,1,lb,1,lb,PRODUCE
I-4849,36,SALAD MIX ARTISAN,3,bag,2,lb,PRODUCE
I-62863,59,CK|G&G|HMR|Meat Ball & Pasta.,1,ea,1,ea,PRODUCTION FOOD
I-19923,12,HALIBUT STEAK 4OZ.OW,1,lb,1,lb,SEAFOOD
I-8105,12,SAL LOX SMK SLC OW,1,lb,1,lb,SEAFOOD
I-3094,54,PEPPERCORN BLACK WHOLE ,3,Kg,1,Kg,SPICES
I-16060,54,SUMAC GROUND,1,each,454,g,SPICES
