ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-58566,3,BACON 375G,1,bag,1,bag,FOOD - GROCERY
I-3962,4,CHICK DCD 1/2IN 60WHT/40DK ,10,lb,1,lb,POULTRY
I-4059,4,"CHICK FRYER WHLE SM GR ""A"" ",1,Kg,1,Kg,POULTRY
I-2248,5,BUTTER SALTED 454G,1,each,454,g,DAIRY
I-17620,6,CHEESE MOZZA SLCD 14G,216,slice,1,slice,DAIRY
I-2153,6,CHEESE NACHO ECONO SHRED,2,bag,2.27,Kg,DAIRY
I-29241,6,ICING|Cream Cheese 2KG,1,2kg,2,Kg,PRODUCE
I-58477,6,CB MB CHED CHEESE,16,pak,1,piece,FOOD - GROCERY
I-58568,7,GELATO HOT CHOCO,8,each,1,each,ICECREAM/NOVELTY/GELATO
I-58329,7,GELATO SALT CARAMEL,12,BAR,1,BAR,ICECREAM/NOVELTY/GELATO
I-3802,7,ICE CREAM BJ CHERRY GARCIA,8,pail,1,each,ICECREAM/NOVELTY/GELATO
I-41442,7,ICE CREAM BJ CHOC COOKIE DOUGH,8,each,1,each,ICECREAM/NOVELTY/GELATO
I-59544,7,ICE CREAM BJ HALF BAKED ,8,each,1,each,ICECREAM/NOVELTY/GELATO
I-51572,7,ICE CREAM COCONUT BLISS SAND,12,BAR,1,BAR,ICECREAM/NOVELTY/GELATO
I-59541,7,ICE CREAM KL STRAW KING,12,ea,1,ea,ICECREAM/NOVELTY/GELATO
I-60500,7,ICE CREAM STRAW & CREAM NORA'S,8,TUB,1,TUB,ICECREAM/NOVELTY/GELATO
I-60501,7,ICE CREAM VANILLA BEAN NORA'S,8,TUB,1,TUB,ICECREAM/NOVELTY/GELATO
I-42797,7,KLONDIKE COOKIES & CREAM SANDW,24,BAR,1,BAR,ICECREAM/NOVELTY/GELATO
I-61562,7,MAGNUM DK CHOCO TRUFFLE,12,BAR,1,BAR,ICECREAM/NOVELTY/GELATO
I-34477,7,MAGNUM DOUBLE CHOCO/VANILLA,12,BAR,1,BAR,ICECREAM/NOVELTY/GELATO
I-34479,7,MAGNUM DOUBLE COOKIES & CREAM,12,BAR,1,BAR,ICECREAM/NOVELTY/GELATO
I-61513,8,CREAM CHEESE PHILLY LIGHT,12,pak,1,pak,DAIRY
I-11365,9,MILK 2% 473ml,1,CT,1,CT,DAIRY
I-11362,9,MILK CHOC 1% 473ml,1,CT,1,CT,DAIRY
I-16330,9,MILK CHOC 1% 946ml,1,CT,1,CT,DAIRY
I-2215,9,MILK SKIM 1L -CTN,1,L,1,L,DAIRY
I-58022,10,YOGURT 4% GREEK PLAN 450GM,6,ea,1,ea,DAIRY
I-60932,10,YOGURT BLK CHERRY 150GM,12,ea,1,ea,DAIRY
I-58333,10,YOGURT STRAW GREEK 150GM,12,ea,1,ea,DAIRY
I-58332,11,RRF EGGS LG 6EA,30,1/2DOZ,1,1/2DOZ,DAIRY
I-5048,12,SAL SOCKEYE FILLETS TRIM,1,lb,1,lb,SEAFOOD
I-58331,12,CAN SALMON PINK 160G,12,ea,1,ea,FOOD - GROCERY
I-58570,17,AMY'S RFRD BEANS OR,12,can,1,can,FOOD - GROCERY
I-58323,20,SS TOFU FIRM 350GM,6,pak,1,pak,FOOD - GROCERY
I-61314,20,SS TOFU FIRM 500GM,12,pak,1,pak,FOOD - GROCERY
I-60340,20,ROLL|Inari Tofu|Retail|PKG,1,ea,1,ea,FOOD - GROCERY
I-36048,21,BOB'S RED 5 Grain Rolled,4,ea,1,ea,MM Grocery Cereal
I-58728,22,BOB'S CORN GRITS,4,bag,1,bag,FOOD - GROCERY
I-58048,22,GRO CORN SWEET FROZEN 500GM,12,bag,1,bag,FOOD - GROCERY
I-58727,23,BOB'S STEEL CUT OATS,4,bag,1,bag,FOOD - GROCERY
I-13788,24,COOKIE GF CHOC CHIP,10,ea,1,ea,BAKED GOODS
I-1109,24,CROISSANT PLAIN JUMBO U/BKD ,80,CT,1,CT,BAKED GOODS
I-56848,24,PASTRIES CHOCOLATINE PRE PROOF,60,each,1,each,BAKED GOODS
I-2635,24,MUFFIN BATT FRUIT EXTREME FZN,16,lb,1,lb,BAKING-RAW INGREDIENTS
I-2636,24,MUFFIN BATT HARVEST HEALTH TFC,16,lb,1,lb,BAKING-RAW INGREDIENTS
I-7387,24,BRIOCHE BUN 4PKG,1,pak,4,ea,BREAD
I-11663,24,"LOAF COUNTRY CRANBRY 5/8""",1,LOAF,1,LOAF,BREAD
I-24225,24,LOAF ORGANIC FS PAN BIRDS & B,1,SHEET,1,LOAF,BREAD
I-28236,24,LOAF SWEETHRT FS PAN ,18,slice,1,slice,BREAD
I-25290,24,SOURDOUGH CHEEKY RND FRZ ,1,LOAF,1,LOAF,BREAD
I-25289,24,SOURDOUGH SLCD W/W ORGANIC ,1,LOAF,1,LOAF,BREAD
I-58461,24,BARI SPAGETTI G/F 340G,12,bag,1,bag,FOOD - GROCERY
I-6009,24,TORTILLA WHOLE WHEAT 12INCH,12,bag,10,CT,FOOD - GROCERY
I-57175,24,BF|Cheesecake Blueberry Mango,6,each,1,each,PRODUCTION FOOD
I-58476,24,COYOTE PANCAKE MIX,12,bag,1,bag,FOOD - GROCERY
I-24931,24,MUFFIN BATT OATMEAL ,16,lb,16,oz,FOOD - GROCERY
I-24930,24,MUFFIN BATT SUPERFRUIT,16,lb,16,oz,FOOD - GROCERY
I-58480,25,DIAMOND RICE NOODLES,12,bag,1,bag,FOOD - GROCERY
