ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-3876,1,BEEF CHUCK GROUND AAA,1,Kg,1,Kg,MEAT
I-47657,1,BEYOND MEAT CRUMBLE FZN,10,lb,1,lb,MEAT
I-8260,3,CAPICOLLO EXT HOT CAPOLLA,1,Kg,1,Kg,DELI & PREPARED MEAT
I-3887,3,PORK GROUND BRITCO PER KG,1,Kg,1,Kg,MEAT
I-6869,3,PROSCIUTTO COTTO MASTRO SLICED,1,Kg,1,Kg,DELI & PREPARED MEAT
I-11922,3,SAUSAGE MEAT CHORIZO FRZN,5,CT,2,Kg,MEAT
I-6020,5,BUTTER PRINT UNSALTED,20,lb,1,lb,DAIRY
I-2244,5,BUTTER WHIPPED PORTION,1,cs,715,PTN,DAIRY
I-2053,6,CHEESE BOCCONCINI CHEERY 3KG,3,Kg,1,Kg,DAIRY
I-2058,6,CHEESE CHEVRE SOFT GOAT ,1,Kg,1,Kg,DAIRY
I-2118,6,CHEESE CREAM PORT TFC,200,PTN,1,PTN,DAIRY
I-7454,6,CHEESE GORGONZOLA CASTELLO,1,Kg,1,Kg,DAIRY
I-7713,6,CHEESE MASCARPONE SALERNO,6,pak,0.45,Kg,DAIRY
I-2060,6,CHEESE MOZZA SHREDDED SCARD,4,bag,2.27,Kg,DAIRY
I-2061,6,CHEESE PARM PADANO GRATED ,1,Kg,1,Kg,DAIRY
I-2068,6,CHEESE RICOTTA  SANTA LUCIA,1,Kg,1,Kg,DAIRY
I-2918,6,PECORINO ROMANO WHITE GRATED,1,Kg,1,Kg,FOOD - GROCERY
I-42198,7,GELATO BLISS BAR MANGO,24,ea,1,each,ICECREAM/NOVELTY/GELATO
I-3801,7,ICE CREAM  VANILLA,11.4,L,1,lb,ICECREAM/NOVELTY/GELATO
I-10921,7,ICE CREAM STRAWBERRY 10PCT,1,CT,11.4,L,ICECREAM/NOVELTY/GELATO
I-21707,7,KLONDIKE CONE CHOC/CRML KING,12,BAR,1,BAR,ICECREAM/NOVELTY/GELATO
I-3825,7,KLONDIKE GIANT COOKIE SANDWICH,24,BAR,1,BAR,ICECREAM/NOVELTY/GELATO
I-3828,7,MAGNUM ALMOND,12,BAR,1,BAR,ICECREAM/NOVELTY/GELATO
I-2203,9,1% LACTO/F UHT 1L,1,L,1,L,DAIRY
I-6013,9,MILK 2 GO 2%   473ML,1,500ML,1,bottle,DAIRY
I-5967,9,MILK 2 GO CHOC 473ML,1,bottle,1,473ML,DAIRY
I-5968,9,MILK 2 GO STRAWBER 475ML,1,bottle,1,bottle,DAIRY
I-2253,9,MILK SKIM 4L- JUG,1,4L,4,L,DAIRY
I-6791,9,MILK SOY ORIGINAL SLK 1.89L,1,un,1.86,L,DAIRY
I-2159,11,EGG MED FREE RUN LOOSE PACK,15,DOZ,12,CT,DAIRY
I-53922,11,EGG NOG LIGHT,1,each,0.946,L,DAIRY
I-43852,18,FLOUR CHICK PEA (CHANA) FINE ,45,lb,454,g,FOOD - GROCERY
I-36547,21,"TARTINE TARTS Quiche, Asparagu",12,ea,1,ea,MM Grocery Cereal
6wxx,24,BA Blueberry crème Danish 142g,24,each,1,each,MM BAKERY
I-1188,24,BAR CRANBERRY APRICOT OAT ,6,CT,1,CT,BAKED GOODS
I-1157,24,BISCOTTI AMARETTO (15 PACK),15,CT,1,CT,BAKED GOODS
I-6914,24,BISCOTTI PISTACHIO DBL CHOC,15,CT,1,CT,BAKED GOODS
I-16212,24,BISCOTTI RASPBERRY SWIRL W/CHO,15,CT,1,ea,BAKED GOODS
I-1261,24,BISCOTTI RASPBERRY/BPEPPER  ,15,CT,1,CT,BAKED GOODS
I-1169,24,BRIOCHE 4”,12,CT,1,CT,BREAD
I-1282,24,CROISSANT ALMOND ,1,CT,1,CT,BAKED GOODS
I-1174,24,CROISSANT CHEESE. ,1,CT,1,CT,BAKED GOODS
I-1177,24,CROISSANT CHOCOLATE ,1,CT,1,ea,BAKED GOODS
I-19681,24,"CROISSANT SPINCH, RED PEP FETA",1,CT,1,CT,BAKED GOODS
I-3241,24,CROUTON GARLIC HOMESTYL TFC,4.54,Kg,1,Kg,FOOD - GROCERY
I-1209,24,DANISH FRESH FRUIT ,1,CT,1,CT,BAKED GOODS
I-1196,24,ENGLISH MUFFIN (6 PACK),6,CT,1,CT,BREAD
I-7452,24,FLOUR ARW PH MILLS,20,Kg,1,Kg,BAKING-RAW INGREDIENTS
I-9641,24,FOCACCIA HERB FULL SHEET,1,SHEET,1,LOAF,BREAD
I-1230,24,LOAF LEMON (8 PORTION SLICED),8,CT,1,CT,BAKED GOODS
I-2891,24,PASTA LASAGNA SHEETS SPINACH ,5,Kg,1,Kg,FOOD - GROCERY
I-3419,24,PASTA ROTINI VEG TRI COLOUR,4.5,Kg,1,Kg,FOOD - GROCERY
I-7766,24,PASTA TORT CHEESE GFS,2,bag,2,Kg,FOOD - GROCERY
I-43863,24,VITAL WHEAT GLUTEN 2KG,2,Kg,1,Kg,FOOD - GROCERY
I-3129,25,BARLEY PEARL FINE TFC,5,Kg,1,Kg,FOOD - GROCERY
I-3373,26,NUT ALMOND BLANCHED SLCD TFC,3,Kg,1,Kg,FOOD - GROCERY
I-3394,31,OLIVE BLACK RIPE MED PITTED ,6,LG CAN,2.84,L,FOOD - GROCERY
