IngredientId,Qty,Uom,Recipe
I-3258,4.0,g,R-16856
I-5283,12.0,g,R-16856
I-14978,16.0,ea,R-16856
I-2121,1.0,slice,P-14552
I-8418,2.0,fl oz,P-14552
I-8667,2.0,fl oz,P-14552
I-11706,1.0,ea,P-14552
P-14551,5.0,oz,P-14552
I-14978,1.0,ea,P-14552
I-16794,1.0,PORT,P-14552
I-16860,10.0,g,P-14552
I-4022,2.0,ea,R-15405
I-7775,2.0,oz,R-15405
I-8389,220.0,g,R-15405
I-13719,3.0,ea,R-15405
I-15401,1.5,fl oz,R-15405
I-4022,2.0,ea,R-16801
I-7775,2.0,oz,R-16801
I-8418,30.0,ml,R-16801
I-13719,2.0,ea,R-16801
I-15401,1.5,fl oz,R-16801
P-16793,180.0,g,R-16801
I-4022,2.0,ea,R-16802
I-7775,2.0,oz,R-16802
I-13719,2.0,ea,R-16802
I-15401,1.5,fl oz,R-16802
I-16699,90.0,g,R-16802
I-2119,300.0,ml,R-16777
I-2209,5.0,g,R-16777
I-2456,300.0,g,R-16777
I-3180,100.0,ml,R-16777
I-3230,1.0,g,R-16777
I-16844,150.0,ml,R-16777
I-1882,15.0,ml,R-16776
I-1995,3.0,g,R-16776
I-2456,300.0,g,R-16776
I-5204,50.0,g,R-16776
I-5899,0.25,ea,R-16776
I-13719,4.0,ea,R-16776
I-14803,30.0,g,R-16776
I-14805,10.0,g,R-16776
I-16697,20.0,g,R-16776
I-16777,30.0,ml,R-16776
I-16778,20.0,g,R-16776
I-16844,60.0,ml,R-16776
I-1863,0.5,lb,P-18327
I-2067,0.5,lb,P-18327
I-2119,100.0,ml,P-18327
I-2203,2.0,oz,P-18327
I-2262,1.0,g,P-18327
I-4014,8.0,ea,P-18327
I-5816,2.0,fl oz,P-18327
I-8460,2.0,fl oz,P-18327
I-8667,2.0,fl oz,P-18327
I-12354,4.0,piece,P-18327
I-13719,2.0,ea,P-18327
I-14442,4.0,ea,P-18327
I-14666,2.0,fl oz,P-18327
I-1841,90.0,g,P-18380
I-2066,60.0,g,P-18380
I-2087,0.02,BUNCH,P-18380
I-2099,35.0,g,P-18380
I-2119,50.0,ml,P-18380
I-3230,2.0,g,P-18380
I-4091,16.0,g,P-18380
I-6203,30.0,g,P-18380
I-10834,35.0,g,P-18380
I-14126,1.0,ea,P-18380
I-14127,1.0,ea,P-18380
I-14421,40.0,g,P-18380
I-15554,40.0,g,P-18380
P-18381,500.0,g,P-18380
I-1848,1.0,Kg,R-15038
I-15037,250.0,g,R-15038
I-2068,150.0,g,P-18458
I-2087,0.1,BUNCH,P-18458
I-2336,28.0,g,P-18458
I-3258,28.0,g,P-18458
I-7980,2.5,fl oz,P-18458
I-14556,2.5,Kg,P-18458
I-1863,1.0,lb,R-18412
I-1894,20.0,g,R-18412
I-1924,5.0,g,R-18412
I-2067,1.0,lb,R-18412
I-2087,0.025,BUNCH,R-18412
I-2119,200.0,ml,R-18412
I-2203,6.0,fl oz,R-18412
I-4014,23.0,ea,R-18412
I-5816,6.0,oz,R-18412
I-8460,6.0,fl oz,R-18412
I-8667,6.0,fl oz,R-18412
I-13719,5.0,ea,R-18412
I-14442,10.0,ea,R-18412
I-14666,6.0,fl oz,R-18412
I-16637,10.0,piece,R-18412
I-16862,2.0,fl oz,R-18412
I-1859,5.0,g,R-18470
I-2087,0.01,BUNCH,R-18470
I-5731,125.0,g,R-18470
I-14790,10.0,ml,R-18470
I-1689,300.0,g,R-18344
I-1874,50.0,g,R-18344
I-2037,200.0,g,R-18344
I-2068,50.0,g,R-18344
I-2119,100.0,ml,R-18344
I-5575,15.0,oz,R-18344
I-12209,40.0,fl oz,R-18344
I-15736,10.0,slice,R-18344
I-17013,50.0,ml,R-18344
I-17014,50.0,oz,R-18344
P-18336,1.7,Kg,R-18344
I-1924,1.0,g,P-18453
I-1971,0.25,ea,P-18453
I-1995,2.0,g,P-18453
I-2037,5.0,g,P-18453
I-2102,5.0,g,P-18453
I-2262,1.0,g,P-18453
I-14434,80.0,g,P-18453
I-15477,1.0,PORT,P-18453
I-15637,20.0,g,P-18453
I-15834,5.8,oz,P-18453
I-17941,8.0,fl oz,P-18453
I-1689,55.0,g,P-18451
I-1863,5.0,lb,P-18451
I-2087,0.15,BUNCH,P-18451
I-2119,100.0,ml,P-18451
I-8667,10.0,fl oz,P-18451
I-15221,2.5,fl oz,P-18451
I-2087,0.1,BUNCH,P-18452
I-2119,100.0,ml,P-18452
I-4249,5.0,lb,P-18452
I-6243,10.0,fl oz,P-18452
I-1778,250.0,g,R-16832
I-1821,200.0,g,R-16832
I-1890,250.0,g,R-16832
I-5365,1.02,Kg,R-16832
I-5908,100.0,g,R-16832
I-15785,250.0,g,R-16832
I-16778,200.0,g,R-16832
I-1841,0.5,fl oz,R-18403
I-2087,0.01,BUNCH,R-18403
I-2119,50.0,ml,R-18403
I-13719,1.0,ea,R-18403
I-14126,0.5,ea,R-18403
I-14127,0.5,ea,R-18403
P-18380,4.0,oz,R-18403
I-2119,50.0,ml,R-18342
I-5731,3.0,g,R-18342
I-5816,2.0,fl oz,R-18342
I-12877,5.0,g,R-18342
I-14442,6.0,ea,R-18342
I-17013,5.0,mg,R-18342
I-11706,1.0,ea,R-18341
I-2066,10.0,g,P-18540
I-2121,1.0,slice,P-18540
I-2402,30.0,g,P-18540
I-2992,2.0,slice,P-18540
I-3498,1.0,slice,P-18540
I-5220,30.0,g,P-18540
I-8454,2.0,fl oz,P-18540
I-11706,1.0,ea,P-18540
I-14948,1.0,ea,P-18540
P-18458,6.0,oz,P-18540
I-2066,10.0,g,R-18459
I-2121,1.0,slice,R-18459
I-2402,30.0,g,R-18459
I-2992,2.0,slice,R-18459
I-3498,1.0,slice,R-18459
I-5220,30.0,g,R-18459
I-8454,2.0,fl oz,R-18459
I-11706,1.0,ea,R-18459
I-14948,1.0,ea,R-18459
P-18458,5.0,oz,R-18459
I-4925,50.0,g,P-18397
I-13001,150.0,g,P-18397
I-13813,0.11,LBS,P-18397
I-13816,0.065,LBS,P-18397
I-15200,240.0,g,P-18397
I-16778,100.0,g,P-18397
I-18274,150.0,ml,P-18397
I-1863,150.0,g,R-18359
I-2119,20.0,ml,R-18359
I-6243,2.0,fl oz,R-18359
I-1789,150.0,g,R-5816
I-1859,16.0,g,R-5816
I-1874,30.0,g,R-5816
I-1995,8.0,g,R-5816
I-4091,10.0,g,R-5816
I-5264,1000.0,g,R-5816
I-4184,1000.0,g,P-18575
I-5008,13.42,fl oz,P-18575
I-7645,50.0,g,P-18575
I-18533,250.0,g,P-18575
I-1874,250.0,g,P-18531
I-2209,25.0,g,P-18531
I-2367,150.0,g,P-18531
I-2443,450.0,ml,P-18531
P-18530,500.0,g,P-18531
I-2367,120.0,g,P-18530
I-2483,20.0,g,P-18530
I-3804,1000.0,g,P-18530
I-17129,3000.0,g,P-18530
I-13719,1.0,ea,R-18277
I-2025,0.5,g,R-16355
I-2068,50.0,g,R-16355
I-2119,80.0,ml,R-16355
I-2172,100.0,g,R-16355
I-2207,4.0,g,R-16355
I-2324,0.5,g,R-16355
I-5803,2.0,g,R-16355
I-6090,0.5,g,R-16355
I-13842,100.0,g,R-16355
I-2640,3.0,L,R-12290
I-5981,6.0,L,R-12290
I-8106,9.0,L,R-12290
I-14776,1.0,fl oz,R-18271
I-1610,1.3,g,P-18052
I-1841,1.0,fl oz,P-18052
I-2209,8.0,g,P-18052
I-3230,5.0,g,P-18052
I-3258,5.0,g,P-18052
I-13816,1.5,LBS,P-18052
I-2071,0.5,ea,P-18275
I-2087,0.01,BUNCH,P-18275
I-5204,20.0,g,P-18275
I-13001,30.0,g,P-18275
I-13676,60.0,g,P-18275
I-13816,0.003,LBS,P-18275
I-16778,15.0,g,P-18275
I-17990,0.025,LBS,P-18275
I-17991,0.25,ea,P-18275
P-18052,115.0,g,P-18275
I-18274,30.0,ml,P-18275
I-1096,900.0,ml,R-11289
I-8106,9000.0,ml,R-11289
I-10917,900.0,g,R-11289
I-2640,5.0,L,R-13395
I-6182,1.0,L,R-13395
I-2640,5.0,L,R-13396
I-6189,1.0,L,R-13396
I-2640,5.0,L,R-13397
I-6188,1.0,L,R-13397
I-2640,5.0,L,R-13399
I-6185,1.0,L,R-13399
I-2640,5.0,L,R-13398
I-12929,1.0,L,R-13398
I-2640,5.0,L,R-13402
I-6224,1.0,L,R-13402
I-1689,20.0,g,R-18310
I-1874,3.0,g,R-18310
I-2037,10.0,g,R-18310
I-2068,5.0,g,R-18310
I-2087,0.1,BUNCH,R-18310
I-5265,2.0,slice,R-18310
I-12209,4.0,fl oz,R-18310
I-13813,0.055,LBS,R-18310
I-15736,1.0,slice,R-18310
I-17486,1.0,PORT,R-18310
I-18349,8.0,oz,R-18310
I-2119,1.0,L,R-14150
I-2993,10.0,lb,R-14150
I-3068,5.0,lb,R-14150
I-3258,150.0,g,R-14150
I-7200,3.0,lb,R-14150
I-13719,198.0,ea,R-14150
I-1626,1.0,ea,P-15019
I-1752,0.1,BUNCH,P-15019
I-1783,40.0,ml,P-15019
I-1874,3.0,g,P-15019
I-2037,20.0,g,P-15019
I-2068,5.0,g,P-15019
I-2119,10.0,ml,P-15019
I-13718,0.01,g,P-15019
I-13719,1.0,ea,P-15019
I-13754,6.0,oz,P-15019
I-14517,0.5,ea,P-15019
I-15038,4.0,oz,P-15019
I-15477,1.0,PORT,P-15019
I-1752,0.25,BUNCH,R-15512
I-7647,6.0,ea,R-15512
I-11125,5.0,Tbsp,R-15512
I-14429,104.0,g,R-15512
I-14694,12.0,Tbsp,R-15512
I-15412,80.0,g,R-15512
I-15427,4.0,fl oz,R-15512
I-1635,10.0,fl oz,R-15510
I-1971,0.5,ea,R-15510
I-2339,20.0,g,R-15510
I-6243,4.0,fl oz,R-15510
I-7647,6.0,ea,R-15510
I-11125,4.0,Tbsp,R-15510
I-14418,240.0,g,R-15510
I-14737,90.0,g,R-15510
I-14826,6.0,fl oz,R-15510
I-15412,6.0,oz,R-15510
I-13109,1.0,ea,R-17988
I-2119,50.0,ml,R-18265
I-5731,5.0,g,R-18265
I-5816,2.0,fl oz,R-18265
I-12877,5.0,g,R-18265
I-14442,6.0,ea,R-18265
I-17013,5.0,mg,R-18265
I-2119,150.0,ml,R-18334
I-5575,450.0,g,R-18334
I-7338,5.0,Kg,R-18334
I-2257,0.5,fl oz,R-15139
I-13719,1.0,ea,R-15139
I-14882,6.0,oz,R-15139
I-1637,10.0,g,P-17366
I-1789,40.0,g,P-17366
I-1848,6.0,oz,P-17366
I-1874,5.0,g,P-17366
I-1892,5.0,g,P-17366
I-2066,30.0,g,P-17366
I-2119,1.0,fl oz,P-17366
I-5941,30.0,g,P-17366
I-13719,1.0,ea,P-17366
I-14421,30.0,g,P-17366
I-14604,5.0,g,P-17366
I-14984,5.0,fl oz,P-17366
I-15477,1.0,PORT,P-17366
I-15554,30.0,g,P-17366
I-16994,20.0,ml,P-17366
I-2327,60.0,g,R-6160
I-2367,500.0,g,R-6160
I-2640,448.0,fl oz,R-13514
I-10973,1800.0,g,R-13514
I-2640,12.0,L,R-18349
I-12210,2.0,Kg,R-18349
I-2093,2.0,Kg,P-18336
I-2640,11.0,L,P-18336
I-1689,50.0,g,P-18316
I-2086,100.0,g,P-18316
I-2087,0.1,BUNCH,P-18316
I-2119,50.0,ml,P-18316
I-5777,120.0,g,P-18316
I-12921,1.0,ea,P-18316
I-18317,2.0,fl oz,P-18316
I-8975,500.0,ml,R-16994
I-11704,50.0,g,R-16994
I-12132,600.0,ml,R-16994
I-12764,300.0,g,R-16994
I-1874,18.0,g,P-18381
I-12921,2.0,ea,P-18381
I-1882,1.5,fl oz,R-18267
I-5204,8.0,g,R-18267
I-5731,5.0,g,R-18267
I-12921,0.25,ea,R-18267
I-13813,0.055,LBS,R-18267
I-15369,0.08,3 LTR,R-18267
I-18051,45.0,g,R-18267
I-18257,1.0,ea,R-18267
I-18268,150.0,g,R-18267
I-1649,2.0,Tbsp,R-18269
I-1689,5.0,g,R-18269
I-2087,0.01,BUNCH,R-18269
I-5126,3.0,slice,R-18269
I-5204,5.0,g,R-18269
I-5575,60.0,g,R-18269
I-8091,4.0,slice,R-18269
I-13002,25.0,g,R-18269
I-13813,0.055,LBS,R-18269
I-5126,3.0,slice,R-18270
I-5204,30.0,g,R-18270
I-14150,3.0,oz,R-18270
I-18257,1.0,ea,R-18270
P-18321,60.0,g,R-18270
P-18329,3.0,oz,R-18270
I-2640,20.0,fl oz,R-13394
I-6203,8.0,fl oz,R-13394
I-7119,4.0,fl oz,R-13394
I-1759,50.0,ml,R-12034
I-1841,100.0,ml,R-12034
I-2181,1200.0,g,R-12034
I-2329,50.0,g,R-12034
I-2335,30.0,g,R-12034
I-2640,2000.0,ml,R-12034
I-4091,30.0,g,R-12034
I-5075,10.0,g,R-12034
I-5103,15.0,ea,R-12034
I-6090,75.0,g,R-12034
I-11828,70.0,g,R-12034
I-1689,325.0,g,R-12266
I-1963,2.5,ea,R-12266
I-6203,10.14,fl oz,R-12266
I-8667,4.0,L,R-12266
I-1908,30.0,g,R-13708
I-2037,1.0,lb,R-13708
I-5575,33.184,oz,R-13708
I-13038,300.0,fl oz,R-13708
I-1635,40.0,ml,R-14893
I-4184,25.0,ml,R-14893
I-5777,40.0,g,R-14893
I-14882,200.0,g,R-14893
I-2367,64.0,g,R-14093
I-2640,4.0,cup,R-14093
I-6203,1.0,fl oz,R-14093
I-7335,3.0,ea,R-14093
I-2319,2.0,slice,R-14818
I-3498,2.0,slice,R-14818
I-5126,1.0,slice,R-14818
I-9028,50.0,g,R-14818
I-14841,2.0,slice,R-14818
I-14885,3.0,fl oz,R-14818
I-2059,0.25,fl oz,R-14347
I-2920,1.0,fl oz,R-14347
I-12354,6.0,piece,R-14347
I-1588,2.84,L,R-14296
I-1941,60.0,ml,R-14296
I-2099,0.5,g,R-14296
I-2640,4.0,Tbsp,R-14296
I-5283,50.0,g,R-14296
I-1626,1.5,ea,R-14480
I-1652,50.0,g,R-14480
I-1655,50.0,g,R-14480
I-1841,0.2,ml,R-14480
I-2339,2.0,g,R-14480
I-14296,150.0,ml,R-14480
I-1778,12.0,g,R-14152
I-8091,3.0,slice,R-14152
I-12218,36.0,g,R-14152
I-12306,2.0,ea,R-14152
I-14125,62.0,g,R-14152
I-14145,33.0,g,R-14152
I-14155,30.0,g,R-14152
I-1783,1.0,fl oz,R-14689
I-2037,30.0,g,R-14689
I-2066,1.0,oz,R-14689
I-2102,1.5,oz,R-14689
I-2324,2.0,pt,R-14689
I-4091,1.0,g,R-14689
I-5803,0.05,g,R-14689
I-13718,0.5,g,R-14689
I-13719,1.0,ea,R-14689
I-13823,6.0,fl oz,R-14689
I-14514,3.0,oz,R-14689
I-1626,5.0,ea,R-14096
I-8504,400.0,ml,R-14096
I-8523,400.0,ml,R-14096
I-4184,0.25,fl oz,R-14346
I-8980,175.0,g,R-14346
I-13694,1.25,fl oz,R-14346
I-1782,1.0,fl oz,R-14623
I-1894,20.0,g,R-14623
I-5265,1.0,slice,R-14623
I-10955,20.0,g,R-14623
I-14638,6.0,ea,R-14623
I-1596,2.84,L,R-14826
I-1841,3.0,fl oz,R-14826
I-1874,2.0,g,R-14826
I-2329,10.0,g,R-14826
I-3230,10.0,g,R-14826
I-4091,30.0,g,R-14826
I-2330,1.0,oz,R-14529
I-1553,6.0,ea,R-15407
I-1963,0.5,ea,R-15407
I-3230,2.0,g,R-15407
I-4091,3.0,g,R-15407
I-1553,0.5,ea,R-15408
I-1963,0.1,ea,R-15408
I-3804,0.5,g,R-15408
I-5204,15.0,g,R-15408
I-13001,1.0,oz,R-15408
I-13813,0.04,LBS,R-15408
I-15495,1.0,slice,R-15408
I-1595,1200.0,fl oz,R-15486
I-1598,1200.0,fl oz,R-15486
I-1660,1584.0,ml,R-15486
I-1752,4.0,BUNCH,R-15486
I-2068,3200.0,g,R-15486
I-2330,48.0,g,R-15486
I-2923,15.0,Kg,R-15486
I-3230,120.0,g,R-15486
I-5283,600.0,g,R-15486
I-5773,4000.0,g,R-15486
I-8418,3000.0,ml,R-15486
I-14424,2000.0,g,R-15486
I-14822,2000.0,g,R-15486
I-2067,80.0,g,R-15053
I-3498,1.0,slice,R-15053
I-5265,2.0,slice,R-15053
P-6068,2.0,fl oz,R-15053
I-13719,1.0,ea,R-15053
I-14218,1.0,ea,R-15053
I-14715,50.0,g,R-15053
I-14948,1.0,ea,R-15053
I-2402,50.0,g,R-15403
I-5220,30.0,g,R-15403
I-5265,4.0,slice,R-15403
I-6243,2.0,fl oz,R-15403
I-15495,2.0,slice,R-15403
I-1752,0.003,BUNCH,R-15411
I-1835,2.0,ea,R-15411
I-2203,1.5,fl oz,R-15411
I-5265,1.0,slice,R-15411
I-7647,2.0,ea,R-15411
I-11125,1.0,fl oz,R-15411
I-14530,40.0,g,R-15411
I-15412,4.0,oz,R-15411
I-2333,15.0,g,R-15024
I-2339,4.0,g,R-15024
I-3230,4.0,g,R-15024
I-5095,4.0,g,R-15024
I-5283,15.0,g,R-15024
I-13842,500.0,g,R-15024
I-1784,4.0,g,R-15431
I-1995,0.003,g,R-15431
I-7168,5.0,g,R-15431
I-8857,1.0,fl oz,R-15431
I-15475,1.0,ea,R-15431
I-2119,10.0,fl oz,R-15018
I-2330,10.0,g,R-15018
I-5264,300.0,ml,R-15018
I-5283,10.0,g,R-15018
I-5803,5.0,g,R-15018
I-6204,10.0,g,R-15018
I-13718,5.0,g,R-15018
I-14882,1500.0,g,R-15018
I-15027,40.0,g,R-15018
I-2059,50.0,ml,R-14985
I-2119,150.0,ml,R-14985
I-11704,275.0,g,R-14985
I-1660,6.73,fl oz,R-14995
I-1752,0.5,BUNCH,R-14995
I-1874,22.0,g,R-14995
I-2068,80.0,g,R-14995
I-2330,4.0,g,R-14995
I-2640,6.73,fl oz,R-14995
I-5283,4.0,g,R-14995
I-6204,40.0,g,R-14995
I-2037,3.0,lb,R-15505
I-2087,1.5,BUNCH,R-15073
I-2119,5.6,L,R-15073
I-2330,48.0,g,R-15073
I-2333,112.0,g,R-15073
I-2339,80.0,g,R-15073
I-2347,20.0,tsp,R-15073
I-3230,16.0,g,R-15073
I-5095,128.0,g,R-15073
I-5283,192.0,g,R-15073
I-6203,1040.0,g,R-15073
I-7981,1280.0,ml,R-15073
I-12361,32.0,g,R-15073
I-1787,1.0,ea,R-15434
I-5204,15.0,g,R-15434
I-12886,30.0,g,R-15434
I-15409,2.0,ea,R-15434
I-15433,2.0,fl oz,R-15434
I-1635,100.0,ml,R-14997
I-5283,5.0,g,R-14997
I-13066,1.0,lb,R-14997
I-1689,15.0,g,R-15414
I-1835,2.0,ea,R-15414
I-2402,20.0,g,R-15414
I-5265,2.0,slice,R-15414
I-6424,150.0,g,R-15414
I-15495,1.0,slice,R-15414
I-1841,2000.0,ml,R-15010
I-1874,56.0,g,R-15010
I-2087,1.0,BUNCH,R-15010
I-2367,10.0,g,R-15010
I-2436,100.0,ml,R-15010
I-3005,200.0,g,R-15010
I-4091,10.0,g,R-15010
I-5283,2.0,g,R-15010
I-6203,120.0,g,R-15010
P-6811,2.0,L,R-15010
I-8749,145.0,ml,R-15010
I-1635,1.0,L,R-15012
I-4091,30.0,g,R-15012
I-2087,1.0,BUNCH,R-14988
I-3258,15.0,g,R-14988
I-1833,10.0,ea,R-15433
I-1963,1.0,ea,R-15433
I-2323,0.01,fl oz,R-15433
I-2640,2.0,fl oz,R-15433
I-15505,5.0,fl oz,R-15433
I-1917,0.05,L,R-15401
I-1982,2.0,L,R-15401
I-2323,1.0,tsp,R-15401
I-1917,0.5,cup,R-15400
I-1963,1.0,ea,R-15400
I-3180,0.5,cup,R-15400
I-3230,1.0,g,R-15400
I-3258,0.5,g,R-15400
I-4091,2.0,g,R-15400
I-7981,2.0,Tbsp,R-15400
I-14790,1.0,cup,R-15400
I-1995,0.002,g,R-15429
I-2171,1.0,oz,R-15429
I-4717,1.0,fl oz,R-15429
I-14235,9.0,fl oz,R-15429
I-2037,20.0,g,R-15017
I-2086,20.0,g,R-15017
I-2952,8.0,oz,R-15017
I-8518,6.0,oz,R-15017
I-10955,2.5,oz,R-15017
I-14988,5.0,g,R-15017
I-1841,200.0,g,R-14992
I-1874,60.0,g,R-14992
I-1978,2000.0,g,R-14992
I-2068,540.0,g,R-14992
I-2330,12.0,g,R-14992
I-2443,340.0,ml,R-14992
I-2640,800.0,ml,R-14992
I-5283,16.0,g,R-14992
I-12212,340.0,g,R-14992
I-14977,140.0,g,R-14992
I-15026,4.0,g,R-14992
I-1689,300.0,g,R-15065
I-1783,350.0,ml,R-15065
I-2068,400.0,g,R-15065
I-2087,1.0,BUNCH,R-15065
I-3005,100.0,g,R-15065
I-3230,10.0,g,R-15065
I-3804,35.0,g,R-15065
I-5283,35.0,g,R-15065
I-7656,350.0,g,R-15065
I-12303,10.0,lb,R-15065
I-13038,200.0,fl oz,R-15065
I-1892,1.0,lb,R-15412
I-1971,2.0,ea,R-15412
I-4091,10.0,g,R-15412
I-1835,1.0,ea,R-15409
I-2443,2.0,Tbsp,R-15409
I-2640,2.0,L,R-15409
I-1917,142.5,ml,R-15402
I-1963,1.0,ea,R-15402
I-3180,225.0,ml,R-15402
I-7168,450.0,g,R-15402
I-14790,112.5,ml,R-15402
I-1841,20.0,g,R-15008
I-3230,2.0,g,R-15008
I-5283,10.0,g,R-15008
I-14432,454.0,g,R-15008
I-1841,30.0,g,R-15007
I-5283,15.0,g,R-15007
I-14418,1814.37,g,R-15007
I-3068,0.5,lb,R-15051
I-3258,1.0,g,R-15051
I-13719,0.5,ea,R-15051
I-14790,5.0,ml,R-15051
I-1894,1.0,oz,R-15418
I-2059,3.0,tsp,R-15418
I-2920,20.0,Tbsp,R-15418
I-2958,1.0,oz,R-15418
I-8975,20.0,Tbsp,R-15418
I-2059,700.0,ml,R-15001
I-2262,120.0,g,R-15001
I-2920,200.0,ml,R-15001
I-14422,300.0,g,R-15001
I-14604,100.0,g,R-15001
I-15025,3500.0,ml,R-15001
I-2119,2.0,ml,R-15488
I-4091,1.0,g,R-15488
I-6424,200.0,g,R-15488
I-2396,454.0,g,R-15425
I-13385,0.25,BUNCH,R-15425
I-13719,2.0,ea,R-15425
I-14419,100.0,g,R-15425
I-14421,280.0,g,R-15425
I-14790,60.0,ml,R-15425
I-1689,10.0,g,R-15075
I-1874,5.0,g,R-15075
I-2037,10.0,g,R-15075
I-2068,20.0,g,R-15075
I-3005,3.0,g,R-15075
I-12306,1.0,ea,R-15075
I-13708,6.0,fl oz,R-15075
I-15066,3.0,ea,R-15075
I-1977,3.0,fl oz,R-15436
I-4682,20.0,g,R-15436
I-8488,50.0,g,R-15436
I-13001,20.0,g,R-15436
I-13385,0.25,BUNCH,R-15436
I-15200,50.0,g,R-15436
I-15402,3.0,fl oz,R-15436
I-2059,400.0,ml,R-14984
I-2262,20.0,g,R-14984
I-2320,1.0,L,R-14984
I-2958,25.0,g,R-14984
I-12212,400.0,g,R-14984
I-14789,3.7,ml,R-14984
I-1835,1.0,ea,R-15055
I-2067,2.0,oz,R-15055
I-2402,2.0,oz,R-15055
I-3498,2.0,slice,R-15055
I-5220,1.0,oz,R-15055
I-5265,1.0,slice,R-15055
I-8454,2.0,fl oz,R-15055
I-13719,1.0,ea,R-15055
I-14218,1.0,ea,R-15055
I-14948,1.0,ea,R-15055
I-15051,1.0,ea,R-15055
I-2025,35.0,g,R-14735
I-2182,450.0,g,R-14735
I-2333,30.0,g,R-14735
I-2339,50.0,g,R-14735
I-2355,1.0,Kg,R-14735
I-2929,400.0,g,R-14735
I-5095,50.0,g,R-14735
I-5283,55.0,g,R-14735
I-1081,375.0,ml,R-14823
I-2640,5.5,L,R-14823
I-8106,6.0,L,R-14823
I-15592,30.0,fl oz,R-14823
I-1995,0.5,g,R-14250
I-4717,5.0,ml,R-14250
I-14146,2.0,ea,R-14250
I-14235,120.0,ml,R-14250
I-9028,10.0,g,R-12306
I-9034,0.083,ea,R-12306
I-2119,30.0,ml,R-9389
I-2402,30.0,g,R-9389
I-3354,1.0,ea,R-9389
I-5126,1.0,slice,R-9389
I-5220,9.0,g,R-9389
I-6243,1.5,fl oz,R-9389
I-11631,1.0,ea,R-9389
I-14948,1.0,ea,R-9389
I-1863,175.0,g,R-11706
I-1958,60.0,ml,R-11706
I-2119,20.0,ml,R-11706
I-8667,2.0,fl oz,R-11706
I-8851,4.0,g,R-11706
I-1752,0.5,BUNCH,R-16061
I-1841,160.0,g,R-16061
I-1859,24.0,g,R-16061
I-1874,14.0,g,R-16061
I-1963,0.5,ea,R-16061
I-2087,0.5,BUNCH,R-16061
I-3005,20.0,g,R-16061
I-5223,28.0,g,R-16061
I-5283,2.0,g,R-16061
I-8749,145.0,ml,R-16061
I-2086,118.0,g,R-18348
I-2087,0.1,BUNCH,R-18348
I-2209,0.5,g,R-18348
I-2333,0.5,g,R-18348
I-5095,0.5,g,R-18348
I-6461,3.0,g,R-18348
I-12361,3.0,g,R-18348
I-1752,0.03,BUNCH,R-15342
I-7647,2.0,ea,R-15342
I-10942,2.0,ea,R-15342
I-11125,2.0,Tbsp,R-15342
I-15412,3.0,oz,R-15342
I-1917,0.6,L,R-13015
I-2640,3.0,L,R-13015
I-2958,250.0,g,R-13015
I-1871,4.0,oz,R-14594
I-1894,0.5,oz,R-14594
I-2447,20.0,g,R-14594
I-14339,12.0,PORT,R-14594
I-14340,4.0,PORT,R-14594
I-14341,4.0,PORT,R-14594
I-14342,4.0,PORT,R-14594
P-14352,1.0,PORT,R-14594
P-14356,2.0,PORT,R-14594
P-14357,2.0,PORT,R-14594
P-14360,2.0,PORT,R-14594
P-14383,1.0,PORT,R-14594
P-14396,1.0,PORT,R-14594
P-14411,1.0,PORT,R-14594
P-14413,1.0,PORT,R-14594
I-14586,1.0,PORT,R-14594
I-1541,6.0,ea,R-11361
I-2071,6.0,ea,R-11361
I-2337,3.0,g,R-11361
I-2367,600.0,g,R-11361
I-2676,34.0,can,R-11361
I-4296,12.0,ea,R-11361
I-9606,750.0,ml,R-11361
I-2919,2.0,ea,R-13957
P-4326,1.5,ea,R-13957
P-8099,2.0,srvg,R-13957
I-13956,2.0,PORT,R-13957
I-1871,2.0,oz,R-14584
I-2447,10.0,g,R-14584
I-8250,8.0,ea,R-14584
I-13957,1.0,PORT,R-14584
I-14339,8.0,PORT,R-14584
P-14355,1.0,PORT,R-14584
P-14356,2.0,PORT,R-14584
P-14369,1.0,PORT,R-14584
I-14390,4.0,PORT,R-14584
P-14430,1.0,PORT,R-14584
I-2919,1.0,ea,R-14586
P-4326,1.0,ea,R-14586
I-8298,2.0,ea,R-14586
I-13956,1.0,PORT,R-14586
I-14599,25.0,g,R-14586
I-1752,0.05,BUNCH,P-18266
I-1848,6.0,oz,P-18266
I-1894,2.0,g,P-18266
I-1924,1.0,g,P-18266
I-2066,10.0,g,P-18266
I-2117,10.0,g,P-18266
I-2262,1.0,g,P-18266
I-3181,0.15,PKG,P-18266
I-5777,100.0,g,P-18266
I-15554,10.0,g,P-18266
I-15673,1.0,ea,P-18266
I-16579,3.0,oz,P-18266
I-2640,6.0,L,R-13414
I-4091,30.0,g,R-13414
I-12210,9.0,Kg,R-13414
I-1635,20.0,ml,R-18720
I-2119,10.0,ml,R-18720
I-3230,0.25,g,R-18720
I-4091,0.5,g,R-18720
I-5777,50.0,g,R-18720
I-15515,150.0,g,R-18720
I-16224,0.25,ea,R-18720
I-1874,120.0,g,R-15368
I-1908,12.0,g,R-15368
I-2057,600.0,ml,R-15368
I-2087,3.0,BUNCH,R-15368
I-2400,2.84,ml,R-15368
I-2464,2.84,fl oz,R-15368
I-3005,60.0,g,R-15368
I-3804,18.0,g,R-15368
I-6865,2.1,g,R-15368
