,Category,Displayed Name,ProdId,Description,SalesGroup,Weight (g),GHG Emission (g),N lost (g),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission,Nitrogen Lost,Freshwater Withdrawals,Stress-Weighted Water Use (L) / 100g,GHG Only Label,Label,RED,YELLOW,GREEN,Restaurant
32,SQUARE , Short Rib Bibimbap,R-68701,SQR|Short Rib Bibimbap Bowl,OK- VEGETARIAN KITCHEN FEATURE,372.0,2791.8002096752416,21.03339786962116,176.69,5035.65,750.48,5.65,47.5,1353.67,Red,Red,True,,,Open Kitchen
33,SQUARE , Vegetable Biryani,R-67986,SQR|Vegetarian Biryani,OK - SQUARE MEAL,222.5,353.7362519707478,2.4484330377506804,78.58,1565.28,158.98,1.1,35.32,703.5,Green,Green,,,True,Open Kitchen
34,SQUARE , Za'atar Chicken Cutlet,R-68127,SQR|Zaatar Chicken Cutlet,OK - SQUARE MEAL,270.0,760.4929525583144,13.084249232623002,95.28,3475.32,281.66,4.85,35.29,1287.16,Yellow,Yellow,,True,,Open Kitchen
35,SQUARE , Eggplant Cutlet,R-68134,SQR|Zaatar Eggplant Cutlet,OK - SQUARE MEAL,370.0,550.2607303360921,4.692796241170012,103.45,4895.25,148.72,1.27,27.96,1323.04,Green,Yellow,,True,,Open Kitchen
36,FORNO , 4 Cheese,R-61778,ALF|Flatbread|4 Cheese,OK - AL FORNO,269.9999527500165,1359.3599280619,13.196999300700243,248.48,11752.44,503.47,4.89,92.03,4352.76,Red,Red,True,,,Open Kitchen
37,FORNO , BBQ Chicken,R-61749,ALF|Flatbread|BBQ Chicken,OK - AL FORNO,329.9999527500165,1110.9650440746018,20.280338339927464,153.97,4300.58,336.66,6.15,46.66,1303.21,Yellow,Red,True,,,Open Kitchen
38,FORNO , TMRW 'Beef' & Onion,R-68122,ALF|Flatbread|Beef Onion|TMRW,OK - AL FORNO,359.9999527500165,619.8097538572763,6.2438851426602175,107.6,4372.68,172.17,1.73,29.89,1214.63,Green,Yellow,,True,,Open Kitchen
39,FORNO , Bruschetta,R-50859,ALF|Flatbread|Bruschetta,OK - AL FORNO,299.9999527500165,583.5412572450218,5.8470441886991065,111.61,4610.22,194.51,1.95,37.2,1536.74,Yellow,Yellow,,True,,Open Kitchen
40,FORNO , Caprese,R-50788,ALF|Flatbread|Caprese,OK - AL FORNO,317.9999527500165,750.9472056129206,7.636968688455347,143.4,6248.7,236.15,2.4,45.09,1965.0,Yellow,Yellow,,True,,Open Kitchen
41,FORNO , Greek,R-50858,ALF|Flatbread|Greek,OK - AL FORNO,284.9999527500165,532.9604274140604,4.9595664047608246,95.98,3718.71,187.0,1.74,33.68,1304.81,Yellow,Yellow,,True,,Open Kitchen
42,FORNO , Hawaii-Five-O,R-61498,ALF|Flatbread|Hawaii Five-0,OK - AL FORNO,284.9999527500165,1094.8849580363897,13.028422106822696,213.83,7500.4,384.17,4.57,75.03,2631.72,Red,Red,True,,,Open Kitchen
43,FORNO , Italian,R-50562,ALF|Flatbread|Italian,OK - AL FORNO,230.99995275001652,725.8696655064432,8.393576053140352,145.94,4982.75,314.23,3.63,63.18,2157.04,Yellow,Red,True,,,Open Kitchen
44,FORNO , Mediterranean (Flatbread),R-56337,ALF|Flatbread|Mediterranean,OK - AL FORNO,229.99995275001652,443.1111263227697,4.430876257221983,92.02,3549.64,192.66,1.93,40.01,1543.32,Yellow,Yellow,,True,,Open Kitchen
45,FORNO , Mushroom Pesto,R-61779,ALF|Flatbread|Mushroom Pesto,OK - AL FORNO,289.9999527500165,630.7595452030627,6.560934798920885,123.32,4992.16,217.5,2.26,42.52,1721.43,Yellow,Yellow,,True,,Open Kitchen
46,FORNO , OK Flatbread,R-50590,ALF|Flatbread|OK,OK - AL FORNO,249.99995275001652,443.1052625063446,4.574091893292838,91.02,3518.6,177.24,1.83,36.41,1407.44,Green,Yellow,,True,,Open Kitchen
47,FORNO , Pulled Pork,R-50824,ALF|Flatbread|Pulled Pork,OK - AL FORNO,359.9999527500165,1892.5305848035289,23.35836790523932,350.65,11650.24,525.7,6.49,97.4,3236.18,Red,Red,True,,,Open Kitchen
48,FORNO , Shrimp Pesto,R-61742,ALF|Flatbread|Shrimp Pesto,OK - AL FORNO,262.4999527762666,1669.832719890154,8.386756761941392,161.74,6355.89,636.13,3.19,61.62,2421.29,Red,Red,True,,,Open Kitchen
49,FORNO , Smoked Salmon,R-50896,ALF|Flatbread|Smoked Salmon,OK - AL FORNO,224.99995275001652,599.6389762519924,6.941255824125918,151.55,3697.21,266.51,3.09,67.36,1643.2,Yellow,Yellow,,True,,Open Kitchen
50,FORNO , Moussaka,R-50540,ALF|Moussaka,OK - AL FORNO,420.00006720001073,2739.364004533535,23.10628752053541,160.8,6697.52,652.23,5.5,38.29,1594.65,Red,Red,True,,,Open Kitchen
51,FORNO , Cauliflower Cheese,R-61659,ALF|Pasta|Cauliflower Cheese,OK - AL FORNO,300.0,670.9898087878073,6.432145578016259,93.99,4358.2,223.66,2.14,31.33,1452.73,Yellow,Yellow,,True,,Open Kitchen
52,FORNO , Chicken Alfredo,R-56505,ALF|Pasta|Chicken Alfredo,OK - AL FORNO,380.0,1093.32411073383,13.695043556969637,166.09,7068.02,287.72,3.6,43.71,1860.01,Yellow,Yellow,,True,,Open Kitchen
53,FORNO , Chorizo Penne,R-51303,ALF|Pasta|Chorizo Penne,OK - AL FORNO,457.0,1174.9834184794045,13.78755660269602,207.52,8132.88,257.11,3.02,45.41,1779.62,Yellow,Yellow,,True,,Open Kitchen
54,FORNO , Mac & Cheese,R-61435,ALF|Pasta|Mac & Cheese,OK - AL FORNO,400.0,985.7505393828384,10.186496587458748,187.85,8791.1,246.44,2.55,46.96,2197.78,Yellow,Yellow,,True,,Open Kitchen
55,FORNO , Spinach Mushroom Lasagna,R-56689,SQR|Spin Mushroom Lasagna,OK - SQUARE MEAL,300.0,1054.656883924794,10.588716421856638,164.43,8050.43,351.55,3.53,54.81,2683.48,Yellow,Red,True,,,Open Kitchen
56,VEG PM , Blistered Tomato Toast,R-68211,TOAST|Blistered Tomato,OK - VEGETARIAN KITCHEN,575.0000000000189,955.2464220186044,8.174638831888824,214.67,7085.7,166.13,1.42,37.33,1232.3,Green,Yellow,,True,,Open Kitchen
57,VEG PM , Bibimbap,R-54202,VEG|Bibimbap Bowl,OK- VEGETARIAN KITCHEN FEATURE,412.0,657.6056809505134,5.469056333386467,129.71,2611.04,159.61,1.33,31.48,633.75,Green,Green,,,True,Open Kitchen
58,VEG PM , Black Pepper Tofu Bowl,R-61700,VEG|Black Pepper Tofu Bowl,OK- VEGETARIAN KITCHEN FEATURE,340.0,452.0016750998325,2.101928558769928,78.31,524.7,132.94,0.62,23.03,154.32,Green,Green,,,True,Open Kitchen
59,VEG PM , Curried Chickpea Bowl,R-32886,VEG|Curried Chickpea Bowl,OK - VEGETARIAN KITCHEN,410.5000048262502,650.095148928048,3.5795314237543416,128.1,2060.02,158.37,0.87,31.21,501.83,Green,Green,,,True,Open Kitchen
60,VEG PM , Loaded Sweet Potato,R-61748,Veg|Loaded Sweet Potato.,OK - VEGETARIAN KITCHEN,520.0,420.5361267578119,2.701838754815852,15.5,953.76,80.87,0.52,2.98,183.42,Green,Green,,,True,Open Kitchen
61,VEG PM , Spanish Avocado Pasta,R-36568,VEG|Pasta|Spinach Avocado,OK - VEGETARIAN KITCHEN,267.5,305.07238072191205,2.3274700546433067,46.05,1781.65,114.05,0.87,17.21,666.04,Green,Green,,,True,Open Kitchen
62,VEG PM , Miso Dumpling Soup,R-35319,VEG|SOUP|Miso Dumpling ,OK- VEGETARIAN KITCHEN FEATURE,508.0000011,446.2980562912083,2.449526171293473,173.29,1442.19,87.85,0.48,34.11,283.9,Green,Green,,,True,Open Kitchen
63,VEG PM , Southwest Bowl,R-27405,VEG|Southwest Bowl,OK - VEGETARIAN KITCHEN,350.0,492.1163536396756,2.753388658848197,83.12,1417.32,140.6,0.79,23.75,404.95,Green,Green,,,True,Open Kitchen
64,VEG PM , Tabbouleh Bowl,R-35461,VEG|Tabbouleh Bowl,OK - VEGETARIAN KITCHEN,400.5000024262501,604.0277674006921,3.118413083135264,142.33,7357.08,150.82,0.78,35.54,1836.97,Green,Yellow,,True,,Open Kitchen
65,VEG PM , Tempe Enchilada,R-55152,VEG|Tempe Enchilada,OK - VEGETARIAN KITCHEN,346.00000375000013,555.3499574823705,5.371947476557523,107.97,4211.49,160.51,1.55,31.21,1217.19,Green,Yellow,,True,,Open Kitchen
66,VEG PM , Mushroom on Toast,R-58716,VEG|Toast|Mushroom,OK - VEGETARIAN KITCHEN,221.9999904000008,328.9257049242513,3.3849971002826584,65.42,2278.81,148.16,1.52,29.47,1026.49,Green,Green,,,True,Open Kitchen
67,VEG PM , Vegan Smash Burger,R-64883,VEG|Vegan Smash Burger,OK - VEGETARIAN KITCHEN,345.0,424.51463520206846,2.87788790259633,48.72,1669.9,123.05,0.83,14.12,484.03,Green,Green,,,True,Open Kitchen
68,GRILL AM , PEggs Benny (1 x veg/1 x meat) 2,R-48321,BRNCH|Egg's Benny|Blackstone,OK - SQUARE MEAL,191.00001006725236,676.5508258970957,8.871614790382896,113.38,3705.83,354.22,4.64,59.36,1940.23,Yellow,Red,True,,,Open Kitchen
69,GRILL AM , PEggs Benny (1 x veg/1 x meat) 1,R-48359,BRNCH|Eggs Benny|Spin &Feta,OK - SQUARE MEAL,167.50000937500235,560.1240842734411,6.940070138750034,93.06,3685.5,334.4,4.14,55.56,2200.3,Yellow,Red,True,,,Open Kitchen
70,GRILL PM , Chicken Burger 1,R-54583,GRL|Chicken Burger|BBQ ,OK - GRILL KITCHEN DAY,377.9999948000002,912.0185751237292,17.272707641374993,98.13,1823.35,241.27,4.57,25.96,482.37,Yellow,Yellow,,True,,Open Kitchen
71,GRILL PM , Chicken Burger 2,R-35714,GRL|Chicken Burger|Blackened,OK - GRILL KITCHEN DAY,376.9999889780005,993.1856433685416,18.520324084203363,123.27,2989.23,263.44,4.91,32.7,792.9,Yellow,Yellow,,True,,Open Kitchen
72,GRILL PM , Chicken Burger 3,R-50466,GRL|Chicken Burger|Buffalo,OK - GRILL KITCHEN DAY,298.9999938980003,808.206089543467,16.79115435495862,101.32,2015.65,270.3,5.62,33.89,674.13,Yellow,Yellow,,True,,Open Kitchen
73,GRILL PM , Chicken Burger 4,R-28251,GRL|Chicken Burger|California,OK - GRILL KITCHEN DAY,423.9999892665005,1534.1705666632402,25.886426247098704,225.56,6039.02,361.83,6.11,53.2,1424.3,Red,Red,True,,,Open Kitchen
74,GRILL PM , Chicken Burger 5,R-51202,GRL|Chicken Burger|Garden Veg,OK - GRILL KITCHEN DAY,323.9999948840002,899.6157196229294,17.963081348052377,114.58,2696.92,277.66,5.54,35.36,832.38,Yellow,Yellow,,True,,Open Kitchen
75,GRILL PM , Chicken Burger 6,R-50662,GRL|Chicken Burger|Greek,OK - GRILL KITCHEN DAY,404.9999948000002,1278.318869306789,21.119874564625256,166.79,5364.17,315.63,5.21,41.18,1324.49,Yellow,Yellow,,True,,Open Kitchen
76,GRILL PM , Chicken Burger 10,R-56454,GRL|Chicken Burger|Maui,OK - GRILL KITCHEN DAY,418.9999948840002,1015.1997395922645,18.264488960674985,115.54,2737.36,242.29,4.36,27.58,653.31,Yellow,Yellow,,True,,Open Kitchen
77,GRILL PM , Chicken Burger 9,R-43964,GRL|Chicken Burger|Thai Chili,OK - GRILL KITCHEN DAY,309.9999948000002,780.1448070287281,16.823524358403073,92.79,1557.23,251.66,5.43,29.93,502.33,Yellow,Yellow,,True,,Open Kitchen
78,GRILL AM , PBlueberry Lemon Crepe,R-55131,GRL|Crepe|Blueberry,OK - GRILL KITCHEN BREAKFAST,400.0000096000004,699.7060918887279,4.556039040681404,130.05,5052.95,174.93,1.14,32.51,1263.24,Green,Yellow,,True,,Open Kitchen
79,VEG AM , French Toast 3,R-61307,GRL|French Toast|Straw Rhubarb,OK - GRILL KITCHEN BREAKFAST,389.500001248,828.094470998172,9.249580344969784,121.36,3843.34,212.6,2.37,31.16,986.74,Yellow,Yellow,,True,,Open Kitchen
80,GRILL AM , PVegetables,R-28291,GRL|Grilled Tomato,OK - GRILL KITCHEN BREAKFAST,450.00004500000455,1645.9033125495148,17.783101268106048,173.3,10082.02,365.76,3.95,38.51,2240.45,Red,Red,True,,,Open Kitchen
81,GRILL PM , Grilled Cheese,R-50669,GRL|GrilledCheese|Bacon Avo,OK - GRILL KITCHEN DAY,255.000001976,1576.2361928373134,17.348206949213477,248.73,10072.55,618.13,6.8,97.54,3950.02,Red,Red,True,,,Open Kitchen
82,GRILL AM , Potatoes,R-35772,GRL|PotatoWedges,OK - GRILL KITCHEN BREAKFAST,250.0,113.98659948791156,1.4205123723996045,0.74,22.25,45.59,0.57,0.3,8.9,Green,Green,,,True,Open Kitchen
83,GRILL PM , PRueban,R-50491,GRL|Sandwich|Reuben,OK - GRILL KITCHEN DAY,333.00000056,5189.187175962711,42.287342996730416,300.73,11986.01,1558.31,12.7,90.31,3599.4,Red,Red,True,,,Open Kitchen
84,GRILL AM , PScrambled Eggs,R-28286,GRL|Scrambled Eggs,OK - GRILL KITCHEN BREAKFAST,125.0,539.9854846938775,9.000911614645858,93.08,2738.41,431.99,7.2,74.46,2190.73,Red,Red,True,,,Open Kitchen
85,VEG AM , Black Bean Bowl,R-12347,GRL|Veg Burger|Black Bean,OK - GRILL KITCHEN DAY,360.0,534.7548935436658,3.7181863700999895,55.2,1960.95,148.54,1.03,15.33,544.71,Green,Green,,,True,Open Kitchen
86,GRILL PM , Veg Burger 2,R-50656,GRL|Veg Burger|Chickpea,OK - GRILL KITCHEN DAY,375.0,562.7912936802652,3.783500151448915,63.55,2520.85,150.08,1.01,16.95,672.23,Green,Green,,,True,Open Kitchen
87,GRILL PM , Veg Burger 3,R-60324,GRL|Veg Burger|Lentil ,SPECIALS,435.0,603.3910743660203,4.818610554648814,93.24,3728.06,138.71,1.11,21.43,857.03,Green,Green,,,True,Open Kitchen
88,GRILL PM , Veg Burger 4,R-63018,GRL|Veg Burger|Malibu,OK - GRILL KITCHEN DAY,346.0000081900007,432.1444711157644,2.788072606820339,57.88,2282.01,124.9,0.81,16.73,659.54,Green,Green,,,True,Open Kitchen
89,GRILL PM , Veg Burger 5,R-35655,GRL|Veg Burger|Portobello,OK- VEGETARIAN KITCHEN FEATURE,326.9999939820003,681.3918921157755,5.251369804148919,98.18,3932.8,208.38,1.61,30.02,1202.69,Yellow,Yellow,,True,,Open Kitchen
90,GRILL PM , Veg Burger 6,R-66101,GRL|Veg Burger|TMRW,OK - GRILL KITCHEN DAY,410.0000000840024,558.3413408463852,4.793400540414037,70.52,2785.61,136.18,1.17,17.2,679.42,Green,Green,,,True,Open Kitchen
91,GRILL PM , Veg Burger 7,R-53084,GRL|Veg Burger|Ultimate,OK - GRILL KITCHEN DAY,395.0,378.864910123686,3.17874811967481,76.95,2866.68,95.92,0.8,19.48,725.74,Green,Green,,,True,Open Kitchen
92,GRILL PM , Cheddar Chutney Grilled Cheese,R-68121,SANDWICH|Chutney Grill Cheese,OK - GRILL KITCHEN DAY,265.000001976,1304.295534295644,12.775699424951554,193.57,9466.27,492.19,4.82,73.05,3572.18,Red,Red,True,,,Open Kitchen
93,FORNO , Lasagna 1,R-61622,SQR|PASTA|Beef Lasagna,OK - SQUARE MEAL,200.0,1947.1214721186225,16.669799829134778,141.68,6173.6,973.56,8.33,70.84,3086.8,Red,Red,True,,,Open Kitchen
94,FORNO , Lasagna 2,R-61623,SQR|PASTA|Beef Lasagna +1,OK - SQUARE MEAL,412.750000013125,3146.2825453479954,27.09517802329301,244.71,10736.67,762.27,6.56,59.29,2601.25,Red,Red,True,,,Open Kitchen
95,FORNO , Lasagna 3,R-61624,SQR|PASTA|Beef Lasagna +2,OK - SQUARE MEAL,525.5000000262501,3371.882882518057,29.185656302883853,276.91,12212.94,641.65,5.55,52.69,2324.06,Red,Red,True,,,Open Kitchen
96,VEG AM , Chilaquiles,R-55116,VEG|Breakfast Chilaquiles,OK - VEGETARIAN KITCHEN,430.0,1059.808490406262,9.542118729169434,102.65,3849.98,246.47,2.22,23.87,895.34,Yellow,Yellow,,True,,Open Kitchen
97,VEG AM , French Toast 1,R-50527,VEG|French Toast|Blueberry,OK- VEGETARIAN KITCHEN FEATURE,65.0,98.20795153846169,0.2453658333333346,18.82,734.08,151.09,0.38,28.95,1129.35,Green,Green,,,True,Open Kitchen
98,VEG AM , French Toast 2,R-56637,VEG|French Toast|Eggnog,OK - SIDES,162.500000624,371.7494118627224,4.696329831575801,55.02,1674.02,228.77,2.89,33.86,1030.17,Yellow,Yellow,,True,,Open Kitchen
99,VEG AM , Steel Cut 1,R-56966,VEG|Oats|Steel Cut|Maple Apple,OK - VEGETARIAN KITCHEN,225.0,287.53996769230764,0.9072538461538462,107.67,5966.51,127.8,0.4,47.85,2651.78,Green,Yellow,,True,,Open Kitchen
100,VEG AM , Steel Cut 2,R-57345,VEG|Oats|Steel Cut|Spicd Pmpkn,OK - VEGETARIAN KITCHEN,220.0,368.914526012931,1.8066647090517245,110.3,6096.09,167.69,0.82,50.14,2770.95,Green,Yellow,,True,,Open Kitchen
101,VEG AM , Steel Cut 3,R-56959,VEG|Oats|Steel Cut|Strawberry,OK - VEGETARIAN KITCHEN,211.0,286.38427932021466,0.9047959208172488,110.04,6119.1,135.73,0.43,52.15,2900.05,Green,Yellow,,True,,Open Kitchen
102,VEG AM , Omelette 1,R-54647,VEG|Omelet|Ched Green Onion,OK - VEGETARIAN KITCHEN,171.0,655.0360091610609,9.26458979532587,107.56,3858.74,383.06,5.42,62.9,2256.57,Red,Red,True,,,Open Kitchen
103,VEG AM , Omelette 2,R-50556,VEG|Omelet|Mushroom Cheddar,OK - VEGETARIAN KITCHEN,196.0,699.2100560326008,9.889163995009126,115.19,4180.81,356.74,5.05,58.77,2133.07,Yellow,Red,True,,,Open Kitchen
104,VEG AM , Omelette 7,R-56696,VEG|Omelet|Mushroom Pesto,OK - VEGETARIAN KITCHEN,220.0,785.7618685344853,10.9166764950585,130.79,4993.43,357.16,4.96,59.45,2269.74,Yellow,Red,True,,,Open Kitchen
105,VEG AM , Omelette 3,R-50555,VEG|Omelet|Spinach Goat Cheese,OK - VEGETARIAN KITCHEN,189.0,626.1752780242531,9.19649776693286,103.85,3659.22,331.31,4.87,54.95,1936.1,Yellow,Red,True,,,Open Kitchen
106,VEG AM , Omelette 4,R-55222,VEG|Omelette|3 Cheese,FT OASIS/CHAAT,228.00000028,1108.878394392348,15.466521410739386,192.03,7518.86,486.35,6.78,84.22,3297.75,Red,Red,True,,,Open Kitchen
107,VEG AM , Omelette 5,R-56697,VEG|Omelette|Asparagus,OK - VEGETARIAN KITCHEN,181.0,616.4617591836734,9.140739795918368,103.41,3588.55,340.59,5.05,57.13,1982.62,Yellow,Red,True,,,Open Kitchen
108,VEG AM , B'Fast Quesadilla #1,R-56509,VEG|Quesadilla|Breakfast,OK - VEGETARIAN KITCHEN,360.00000187500007,1299.4833583662512,15.514355364162698,221.66,8780.63,360.97,4.31,61.57,2439.06,Red,Red,True,,,Open Kitchen
109,VEG AM , Avocado Toast,R-56510,VEG|Toast|Southwest Avocado,OK - VEGETARIAN KITCHEN,359.9999904000008,449.0035953626765,3.7052451168801808,70.59,2732.24,124.72,1.03,19.61,758.96,Green,Green,,,True,Open Kitchen
110,VEG AM , Oatmeal,R-31947,CEREAL|Hot|Oatmeal,OK - SOUP ,478.1049,371.1266961933333,1.064646,106.09,3858.01,77.62,0.22,22.19,806.94,Green,Green,,,True,Open Kitchen
111,VEG AM , Five Alarm Bowl,R-36666,VEG|Bowl|Five Alarm,OK- VEGETARIAN KITCHEN FEATURE,356.0,580.8024050833872,4.555613109766163,120.05,1466.17,163.15,1.28,33.72,411.85,Green,Green,,,True,Open Kitchen
112,VEG AM , Polenta Bowl,R-35341,VEG|Bowl|Polenta,OK - SIDES,265.0,698.0206172383419,6.414332686106833,61.75,3416.43,263.4,2.42,23.3,1289.22,Yellow,Yellow,,True,,Open Kitchen
113,VEG AM , Huevos Rancheros,R-48488,VEG|Huevos Rancheros,OK - VEGETARIAN KITCHEN,231.00000187500007,533.4633129573738,6.139772203975878,90.89,3347.85,230.94,2.66,39.35,1449.29,Yellow,Yellow,,True,,Open Kitchen
114,VEG AM , Mushroom B'Fast Bowl,R-68190,VEG|Mushroom B'Fast Bowl,OK - VEGETARIAN KITCHEN,229.18749989891407,407.03542853578926,5.421689050626582,56.19,2142.37,177.6,2.37,24.52,934.77,Green,Yellow,,True,,Open Kitchen
115,VEG AM , Shakshuka,R-56688,VEG|Shakshuka,OK - VEGETARIAN KITCHEN,349.0000054400009,548.4254565502624,6.499485029788295,87.99,3392.34,157.14,1.86,25.21,972.02,Green,Yellow,,True,,Open Kitchen
116,VEG AM , Tuscan Breakfast Bowl,R-27272,VEG|Tuscan Breakfast Bowl,OK - SQUARE MEAL,383.0,538.1337351221786,4.232539844908434,60.0,1543.36,140.5,1.11,15.67,402.97,Green,Green,,,True,Open Kitchen
117,BOWLS , pulled pork,R-44308,BNO|Bowl Pulled Pork,OK - BURRITO KITCHEN ,485.0,2128.5955632684245,24.5492354782279,409.89,10378.53,438.89,5.06,84.51,2139.9,Red,Red,True,,,Open Kitchen
118,BOWLS , Japan,R-67993,BOWL|Japan,OK - FLEX KITCHEN,220.0,197.59613980727727,1.5415304925273678,37.0,1995.4,89.82,0.7,16.82,907.0,Green,Green,,,True,Open Kitchen
119,BOWLS , Mediterranean,R-67987,BOWL|Mediterranean,OK - FLEX KITCHEN,195.0,398.3934750563536,3.0320035977594006,96.44,2768.89,204.3,1.55,49.46,1419.94,Yellow,Yellow,,True,,Open Kitchen
120,BOWLS , Mexico,R-67988,BOWL|Mexico,OK - FLEX KITCHEN,200.0,327.3496854006331,1.6053453950724643,78.18,1593.83,163.67,0.8,39.09,796.92,Green,Green,,,True,Open Kitchen
121,BOWLS , Thai,R-67989,BOWL|Thai,OK - FLEX KITCHEN,181.0,250.3034887058754,1.0955068318822387,104.28,1558.53,138.29,0.61,57.61,861.07,Green,Green,,,True,Open Kitchen
122,BOWLS , Vietnam,R-68195,BOWL|Vietnam,OK - FLEX KITCHEN,170.0,309.20616242204903,0.9472503923799702,89.33,3037.91,181.89,0.56,52.55,1787.01,Yellow,Yellow,,True,,Open Kitchen
123,BOWLS , Westcoast Winter,R-68206,BOWL|Westcoast Winter,OK - SIDES,210.0,433.3965374805573,3.0929816507400623,97.2,3390.75,206.38,1.47,46.29,1614.64,Yellow,Yellow,,True,,Open Kitchen
124,CUSTOM , Beef,R-37170,CST|Beef ,OK - CUSTOM KITCHEN,594.0,3996.7040874710656,31.688324275340207,235.65,6895.24,672.85,5.33,39.67,1160.81,Red,Red,True,,,Open Kitchen
125,CUSTOM , Chicken,R-37171,CST|Chicken,OK - CUSTOM KITCHEN,594.0,950.389170085862,16.091219460289192,132.43,1719.43,160.0,2.71,22.29,289.47,Green,Green,,,True,Open Kitchen
126,CUSTOM , Fried Rice-Meat,R-51828,CST|Fried Rice Friday|Meat,OK - CUSTOM KITCHEN,758.999999993,2041.347447467714,18.33092100132219,387.21,6550.83,268.95,2.42,51.02,863.09,Yellow,Yellow,,True,,Open Kitchen
127,CUSTOM , Tofu,R-37173,CST|Tofu,OK - CUSTOM KITCHEN,599.0,647.5760874710659,4.183324275340213,93.66,1686.8,108.11,0.7,15.64,281.6,Green,Green,,,True,Open Kitchen
128,GLOBAL , Beef Rendang,R-54174,GLB|Beef Rendang,OK - GLOBAL KITCHEN ,229.0,3369.2470894818803,24.97149343187811,197.22,4833.85,1471.29,10.9,86.12,2110.85,Red,Red,True,,,Open Kitchen
129,GLOBAL , Brussel Sprout Pasta,R-56895,GLB|Brussel Sprout Pasta,OK - GLOBAL KITCHEN ,337.0,697.801398171994,4.231230933976627,99.94,4863.49,207.06,1.26,29.66,1443.17,Yellow,Yellow,,True,,Open Kitchen
130,GLOBAL , Kung Pao Chicken,R-29391,GLB|Chicken Kung Pao,OK - GLOBAL KITCHEN ,327.0,679.761486832197,11.440882965191877,103.12,3506.39,207.88,3.5,31.54,1072.29,Yellow,Yellow,,True,,Open Kitchen
131,GLOBAL , Dan Dan Pork,R-45419,GLB|Dan Dan Noodle|Pork,OK - GLOBAL KITCHEN ,305.0,608.3384620687519,7.265910429238692,105.83,3292.21,199.46,2.38,34.7,1079.41,Yellow,Yellow,,True,,Open Kitchen
132,GLOBAL , Dan Dan Tofu,R-44866,GLB|Dan Dan Noodle|Tofu,OK - GLOBAL KITCHEN ,415.0,364.9915193733356,3.2414214206492207,52.98,1750.1,87.95,0.78,12.77,421.71,Green,Green,,,True,Open Kitchen
133,GLOBAL , Cauliflower Bowl,R-44362,GLB|Fried Cauliflower Bowl,OK - GLOBAL KITCHEN ,220.50000002625,297.96677796775384,1.5117225317607597,44.02,2565.22,135.13,0.69,19.96,1163.37,Green,Green,,,True,Open Kitchen
134,GLOBAL , Ginger Beef,R-56835,GLB|Ginger Beef,OK - GLOBAL KITCHEN ,270.0,1932.8249652550185,15.158905132523556,156.68,3663.36,715.86,5.61,58.03,1356.8,Red,Red,True,,,Open Kitchen
135,GLOBAL , Poblano Pork Stew,R-68209,GLB|Poblano Pork Stew,OK - GLOBAL KITCHEN ,205.0,1063.3754812740638,12.739122342360332,180.58,4825.5,518.72,6.21,88.09,2353.9,Red,Red,True,,,Open Kitchen
136,GLOBAL , Sesame Tofu & Broccoli,R-68202,GLB|Sesame Tofu & Broccoli,OK - GLOBAL KITCHEN ,207.0,222.9017479403097,1.0181750444213853,54.56,545.91,107.68,0.49,26.36,263.72,Green,Green,,,True,Open Kitchen
137,GLOBAL , Spaghetti & Meatballs,R-37093,GLB|Spaghetti & Meatballs,OK - GLOBAL KITCHEN ,432.0,4470.8791976757375,36.11826900226758,233.94,8631.92,1034.93,8.36,54.15,1998.13,Red,Red,True,,,Open Kitchen
138,GLOBAL , Pasta Puttanesca,R-50694,GLB|Spaghetti Puttanesca,OK - GLOBAL KITCHEN ,181.0,261.181220260421,2.141060621067532,42.87,1761.26,144.3,1.18,23.69,973.07,Green,Green,,,True,Open Kitchen
139,GLOBAL , Spicy Eggplant & Basil,R-43691,GLB|Spicy Eggplant & Basil,OK - GLOBAL KITCHEN ,360.0,415.4631291169888,2.1844170019502807,81.54,604.37,115.41,0.61,22.65,167.88,Green,Green,,,True,Open Kitchen
140,GLOBAL , Teriaki Tofu Bowl,R-50700,GLB|Teriyaki Tofu Bowl,OK - GLOBAL KITCHEN ,375.0,486.7260874436592,2.61856853455314,102.29,1216.33,129.79,0.7,27.28,324.35,Green,Green,,,True,Open Kitchen
141,GLOBAL , Jambalaya- Tofu,R-61691,GLB|Tofu Jambalaya,OK - GLOBAL KITCHEN ,272.0,280.4300218371376,1.928945787186368,41.04,686.53,103.1,0.71,15.09,252.4,Green,Green,,,True,Open Kitchen
142,BOWLS , Grilled Salmon,R-68705,SKEWER|Teriyaki,OK - SIDES,80.0,231.84134406222225,5.9045104667777775,18.76,25.1,289.8,7.38,23.45,31.38,Yellow,Yellow,,True,,Open Kitchen
143,BOWLS , Citrus Pork Skewer,R-62630,SQR|Citrus Soy Pork Skewer,OK - SQUARE MEAL,194.92889620000005,1729.14073178055,22.828784063831502,323.33,10307.37,887.06,11.71,165.87,5287.76,Red,Red,True,,,Open Kitchen
144,CUSTOM , Fried Rice-Veg,R-55609,SQR|Veg Fried Rice,OK - SQUARE MEAL,170.0,175.10933647138518,0.9834892453428457,74.44,364.15,103.01,0.58,43.79,214.21,Green,Green,,,True,Open Kitchen
