ConversionId,Multiplier,ConvertFromQty,ConvertFromUom,ConvertToQty,ConvertToUom
I-1,1.0,1000.0,g,1000.0,g
I-3,0.0,2.0,PORT,999.0,g
I-4,0.0,1.0,PATTY,999.0,g
I-13,1.0,20.0,g,20.0,g
I-19,0.0,1.0,PATTY,999.0,g
I-47,28.3495,10.0,oz,283.495,g
I-48,28.349499999999995,6.0,oz,170.09699999999998,g
I-58,1.0,1000.0,g,1000.0,g
I-81,1.0,30.0,g,30.0,g
I-96,1.0,120.0,g,120.0,g
I-107,453.592,10.0,LBS,4535.92,g
I-111,0.0,2.0,PATTY,999.0,g
I-112,0.0,0.25,PORT,999.0,g
I-131,1.0,200.0,g,200.0,g
I-133,1.0,300.0,g,300.0,g
I-149,453.592,10.0,LBS,4535.92,g
