ConversionId,Multiplier,ConvertFromQty,ConvertFromUom,ConvertToQty,ConvertToUom
I-5,0.0,0.05,ea,2.5,g
I-14,0.0,35.0,ea,35,g
I-23,0.0,3.0,BUNC,168,g
I-29,0.0,2.84,fl,418.84,g
I-35,0.0,2.0,slice,56,g
I-41,0.0,0.01,BUNC,0.56,g
I-42,0.0,1.0,ea,1.0,g
I-59,0.0,0.5,BUNC,8,g
I-66,0.0,4.0,ea,4.0,g
I-94,0.0,0.1,ea,56.6,g
I-105,0.0,0.1,ea,56.6,g
I-106,0.0,0.05,ea,2.5,g
I-108,0.0,1.0,ea,130.0,g
I-122,0.0,3.0,BUNC,48.0,g
I-124,0.0,2.0,ea,2267.96,g
